store_no,store_nm,addr
8415,서빈푸드,경상남도 밀양시 삼문동
8449,돈블랙올레시장점,제주특별자치도 서귀포시 서귀동
8459,온누리헬스케어 육거리센터,충청북도 청주시 상당구 남문로1가
8495,서경물류,대구광역시 달성군 현풍읍 원교리
8882,비케이,전라북도 군산시 산북동
8954,포레스트레어살롱,경기도 성남시 분당구 정자동
9034,꼬모스크린,서울특별시 강남구 청담동
9076,탑온누리약국,대구광역시 동구
9259,취미상점,경상남도 김해시 대성동
9279,고기만족,울산광역시 동구 화정동
9325,스윔존(SWIMZON),서울특별시 강남구 대치동
9468,채움 인테리어,경기도 고양시 일산서구 일산동
9703,까까헤어클럽,전라남도 여수시 중앙동
9705,케이케이데이(2),서울특별시 구로구 구로동
9742,짝태앤노가리(광적점),경기도 양주시 광적면 가납리
9827,예당뷰아일랜드,충청남도 예산군 대흥면 상중리
9841,정바른,경기도 부천시 역곡동
10318,노다지장어랑,경기도 안산시 상록구 일동
10763,갈바스킨,경기도 과천시 별양동
10900,(주)에이스바이오메드,경상남도 진주시 문산읍 삼곡리
10985,시크릿 렉카,제주특별자치도 제주시 노형동
10990,과수원 세레나데,경상남도 창원시 의창구 북면 동전리
11093,시작,전라북도 익산시
11239,샵예쁜눈썹,전라남도 목포시 옥암동
11657,뉴비엠더블유,대전광역시 유성구 봉명동
11694,신왕돌회센터,경상북도 울진군 죽변면 죽변리
11781,한국종이접기협회 숙영공방,전라북도 군산시 나운동
11788,예다음 치과기공소,경기도 용인시 기흥구 보정동
11914,(주)포브텍,인천광역시 미추홀구 주안동
12037,미트신세계,경기도 안산시 단원구 와동
12188,홍합대장(매천점),대구광역시 북구 매천동
12273,현대인의손맛,서울특별시 광진구 구의동
12288,심재석 세무회계 사무소,전라남도 순천시 연향동
12297,더뷰티,경기도 용인시 처인구 역북동
12337,예천,경기도 포천시 가산면 가산리
12349,폭포숯불돼지갈비,경상북도 영주시 풍기읍 수철리
12573,공주유통,경기도 하남시 선동
12983,주식회사로또자동차디몰점,대전광역시 유성구 복용동
13004,교동주민상회,강원도 강릉시 교동
13195,위미재생사,제주특별자치도 서귀포시 남원읍 위미리
13371,주식회사 에듀이십오,서울특별시 강남구 삼성동
13382,주식회사 하명유통,경기도 남양주시 금곡동
13599,신흥소머리국밥,강원도 강릉시 옥천동
13627,우아헤어and메이크업,서울특별시 송파구 잠실동
13658,더까까주까(가음점),경상남도 창원시 성산구 가음동
13730,빠쥬빠쥬맥주옥,서울특별시 영등포구 대림동
13731,씨(si)전주인후점,전라북도 전주시 덕진구 인후동1가
14154,라임에프앤비 풍암점,광주광역시 서구 풍암동
14175,주식회사대기엠디,서울특별시 서초구 서초동
14200,민비아구찜해물찜오창점,충청북도 청주시 청원구 오창읍 양청리
14440,카페03(cafe03),대구광역시 북구 칠성동2가
14578,밥맛나는세상 화성유일병원점,경기도 화성시 남양읍
14587,에스피정보,전라북도 김제시 요촌동
14647,마루농원 사과밭생태놀이터,경상남도 거창군 거창읍 가지리
14738,"오늘도,뷰티",부산광역시 기장군 정관읍 달산리
14753,지에스25 아주운동장점(상품권),경상남도 거제시 아주동
14805,수형산업개발(주)제2공장,경상북도 칠곡군 왜관읍 낙산리
15186,서울 카레,서울특별시 송파구 방이동
15253,라트리헤어스파힐구미베르점,경상북도 구미시 원평동
15367,애플공방갤러리,경기도 수원시 팔달구 팔달로2가
15465,뉴호수풍경,충청북도 제천시 금성면 성내리
15549,김성진카써비스,경상북도 포항시 남구 이동
15743,맵필라테스 아카데미,부산광역시 동래구 온천동
15764,윤and유 인테리어,대구광역시 동구 신천동
15833,다리인터내셔날 주식회사 (DARI International Corp),경기도 파주시 신촌동
15976,12월20,경기도 부천시 상동
16023,영진서적,울산광역시 남구 선암동
16063,불닭공장신산점,제주특별자치도 제주시 일도이동
16157,쿠쿠 동창원점,경상남도 창원시 의창구 명서동
16188,베리굿디저트,경기도 수원시
16306,(주)하이렌터카 부산경대지점,부산광역시 남구 대연동
16340,아이라이크타로,경상북도 칠곡군 북삼읍 인평리
16385,순살치킨의 혁명,서울특별시 관악구 신림동
16414,여명,대전광역시 유성구 봉명동
16455,주식회사 핸디팜,세종특별자치시 연동면 노송리
16614,건어물집주인장,경상남도 창원시 마산합포구 부림동
16630,대전 서비스 센터,대전광역시 서구 용문동
16673,한사바리해장국,서울특별시 마포구 창전동
16682,크린에이드 하남미사역점,경기도 하남시
16947,은지네다육,경기도 시흥시 거모동
17043,샐러디 별내점,경기도 남양주시 별내동
17137,(주)북면그숲,경상남도 창원시 의창구 북면 지개리
17284,찐쿡민배달,서울특별시 성북구 하월곡동
17377,산막이세자매,충청북도 괴산군 칠성면 사은리
17416,굿앤리치리테일,세종특별자치시 조치원읍 교리
17478,안동복어,경상북도 안동시 옥동
17764,바이핸드,경기도 화성시 송동
17970,텐퍼센트 대구범어도서관점,대구광역시 수성구 범어동
18121,사단법인 한국전기인력개발협회,경상북도 경산시 와촌면 강학리
18156,해넘이바다,전라남도 목포시 연산동
18179,페브폴틴,경상남도 창원시 진해구 석동
18230,광양미용실 미스터쏜,전라남도 광양시 중동
18779,투고키친,서울특별시 중구 신당동
18788,한라맥주전남대점,광주광역시 북구 용봉동
18799,벌마루민박,강원도 강릉시 왕산면 대기리
18818,지에스칼텍스(주)삼방주유소,서울특별시 서초구 서초동
18845,보니타살롱,경상북도 칠곡군 석적읍 중리
18865,산단식당,전라남도 강진군 성전면
18969,마켓무 용인신갈점,경기도 용인시 기흥구 신갈동
18989,블랙(Black),대구광역시 북구 동천동
19040,(GrandOAK)그랜드오크영어전문학원,부산광역시 수영구 망미동
19218,주니스에이아이,서울특별시 동작구 사당동
19228,지지216헤어(GG216헤어),울산광역시 남구 야음동
19305,청석당(청석주얼리),경기도 용인시 처인구 김량장동
19324,봉평막국수해장국,경기도 시흥시 신천동
19330,금수레면옥,대전광역시 서구 둔산동
19365,엘에이비(LAB),경기도 남양주시 다산동
19385,공일공바이크,충청북도 청주시 청원구 율량동
19388,한여주나트라비,대전광역시 유성구 덕명동
19391,뚱보네 민물장어,경기도 평택시 평택동
19400,카key24,경기도 시흥시 신천동
19412,즐거운 돈가스,서울특별시 송파구 마천동
19440,마르카토음악교습소,경상남도 창원시 마산회원구 양덕동
19443,민재푸드,부산광역시 북구 덕천동
19478,하이에스엔티,서울특별시 송파구 문정동
19591,준테이블,인천광역시 동구 송현동
19614,임랑,부산광역시 동래구 온천동
19795,황금계란밥,대구광역시 수성구 황금동
19799,문덕인쇄사,서울특별시 중구 인현동1가
19817,스토니바버샵,서울특별시 은평구 신사동
19902,샘스킨앤뷰티,대구광역시 남구 대명동
19982,커피하우스(고천27호점),경기도 의왕시 오전동
20078,매일 봄,서울특별시 강서구 공항동
20354,삼식이돈카츠,울산광역시 울주군 범서읍 구영리
20391,미미옥 성수낙낙점,서울특별시 성동구
20497,서천손세차,경기도 용인시 기흥구 서천동
20691,항구쌀,충청남도 보령시 신흑동
20772,한진해모르,부산광역시 서구 서대신동3가
20814,텐퍼센트커피양산가촌점,경상남도 양산시 물금읍 가촌리
20845,이게직화닭갈비다,경상북도 안동시 태화동
20975,참한쿠킹,대구광역시 동구 신천동
21035,간식타이밍,전라북도 군산시 중앙로1가
21110,헤어앙쥬(Hair Anjou),전라남도 순천시 연향동
21111,서연 인테리어,전라남도 광양시 광양읍 덕례리
21137,전기차충전(구)_스마트로,서울특별시 양천구 목동
21179,에비야 고잔점,경기도 안산시 단원구 고잔동
21194,수학의석훤수학교습소,부산광역시 북구 화명동
21267,민트광화문 심리상담 센터,서울특별시 종로구 청진동
21313,뉴스타교육학원,전라남도 목포시 연산동
21399,파파스카이,경기도 시흥시 은행동
21497,예닮피아노그림숲미술학원,충청남도 천안시 동남구 다가동
21589,문현곱창산곰장어,부산광역시 동래구 사직동
21675,쉬즈미스방배점,서울특별시 서초구 방배동
21711,영부분식지산점,대구광역시 수성구 지산동
21884,태권박사and스포츠짐,서울특별시 동작구 상도동
21965,청소의맛입주청소원주점,강원도 원주시 문막읍 동화리
22266,미각아구동태해물찜탕,서울특별시 강서구 화곡동
22406,하늘천온누리약국,강원도 춘천시 교동
22469,씨유(CU)가평신상리점,경기도 가평군 조종면 신상리
22560,떨어야산다,경기도 의정부시 호원동
22575,케이케이디톡스족욕샵,경상남도 창원시 의창구 동읍 용잠리
22745,세븐일레븐 평택라페온빌점,경기도 평택시 평택동
23035,뉴톤보청기 (화원지사),대구광역시 달성군 화원읍 천내리
23058,키이스케이프강남더오름,서울특별시 강남구 역삼동
23254,충전수산,충청북도 음성군 맹동면 두성리
23270,마이하루,제주특별자치도 서귀포시 서홍동
23324,지투헤어,인천광역시 중구 중앙동4가
23597,신참떡볶이(강원태백점),강원도 태백시 황지동
23696,리윰필라테스 도곡점,서울특별시 강남구 대치동
23929,(주)부티크디렉터리,서울특별시 마포구 상수동
23953,엘렌웨딩,경상남도 창원시 성산구 중앙동
23993,세진에어컨공조,경기도 수원시 권선구 권선동
23998,케이스카이 농업회사법인 주식회사,경기도 이천시 장호원읍 진암리
24059,수락 누수탐지,경기도 구리시 교문동
24088,카페나비드,경상북도 고령군 대가야읍 연조리
24170,행복속기사무소,서울특별시 양천구 신정동
24238,로다닭 사우점,경기도 김포시 사우동
24447,슬기네수산7호,전라북도 부안군 변산면 격포리
24627,나인잉글리시영어교습소,경기도 성남시 분당구 서현동
24777,더리틀,서울특별시 영등포구 영등포동6가
24816,이디야순천대정문점,전라남도 순천시 석현동
25070,고소미부엌 부천상동점,경기도 부천시 상동
25164,공룡슈퍼동성로점,대구광역시 중구 삼덕동1가
25193,쌍문역 맛있는 김치찌개,서울특별시 도봉구 창동
25248,에코바이런 본점,경기도 이천시 백사면 모전리
25821,국기태권도장제1도장,제주특별자치도 제주시 용담일동
25909,닥터블루,부산광역시 동구 수정동
25913,슈퍼맨PC,전라북도 전주시 덕진구 송천동1가
26076,동두천 솥뚜껑삼겹살,인천광역시 부평구 부평동
26184,문화일보 경기광주지국,경기도 광주시 경안동
26246,이평정육점,충청북도 괴산군 청천면 이평리
26292,카페 237,인천광역시 동구 송림동
26294,지에스(GS) 성서2공단점,대구광역시 달서구 월암동
26393,곱창정비소,서울특별시 동대문구 장안동
26516,카페 웨이홈(cafe wayhome),서울특별시 송파구 풍납동
26531,개밥파는남자,경기도 포천시 자작동
26619,불스원 워시앤케어,서울특별시 금천구 독산동
26686,제일바베큐자양직영점,대전광역시 동구 자양동
26748,에임 스터디카페,경기도 안양시 동안구 평촌동
26761,새서울(입체식) 주차장,서울특별시 양천구 신월동
26874,NC 이대점,서울특별시 서대문구 대현동
27108,글로벌키즈 어린이집,인천광역시 연수구 송도동
27379,승원학원,전라남도 목포시 연산동
27490,주식회사 에스앤씨글로벌하이테크,서울특별시 영등포구 여의도동
27535,난이집반찬,대구광역시 달서구 송현동
27724,디케이(DK)텔레콤,대전광역시 유성구 지족동
27756,씨유(CU) 김해외동블루점,경상남도 김해시 외동
27962,이차돌 동대문,서울특별시 중구 을지로6가
28010,예가인,경기도 부천시 소사본동
28042,마중하다,서울특별시 종로구 신문로1가
28286,동아대 부산체육관,부산광역시 사하구 괴정동
28326,라라비,경기도 파주시 동패동
28442,컴포즈커피(평택서정점),경기도 평택시 서정동
28647,모든케어,충청남도 공주시 신관동
28801,아이라,서울특별시 관악구 신림동
28954,말랑네일,경상남도 김해시 부곡동
29270,주식회사 디에프앤씨,서울특별시 영등포구 당산동3가
29424,내포이앤지,충청남도 홍성군 홍성읍 오관리
29528,프루체,광주광역시 광산구
29560,페어리 아트,대전광역시 서구 둔산동
29605,생참치시대본점,전라북도 전주시 덕진구 중동
29754,루니스수학학원,대구광역시 수성구 만촌동
29867,주식회사 기선인더스트리,경기도 양주시 은현면 봉암리
29889,장호덕 손만두 우만점,경기도 수원시 팔달구 우만동
29936,선영프린팅,대전광역시 동구 정동
30010,지에스25제주이도점,제주특별자치도 제주시 이도이동
30220,언타이틀닷,서울특별시 강남구 청담동
30229,명당,서울특별시 광진구 중곡동
30293,광성상가,인천광역시 서구 심곡동
30321,클래식마켓,전라남도 여수시 학동
30384,백돈수제떡갈비,경기도 가평군 가평읍 읍내리
30507,조이잉글리쉬영어교습소,서울특별시 영등포구 여의도동
30582,투섹션,경기도 수원시 영통구 하동
30659,세븐일레븐 사천선인대경점,경상남도 사천시 사천읍 선인리
30672,(주)휴디앤,서울특별시 성동구 성수동2가
30748,프렌즈 스크린 화성남양점,경기도 화성시 남양읍
30769,단지네반찬,광주광역시 북구 두암동
30948,홀로그램스튜디오,전라북도 고창군 고창읍 교촌리
31125,카페헨드릭스,경기도 수원시 장안구 송죽동
31252,돈세이노(DSN),대구광역시 중구 문화동
31381,위드주영,경기도 양주시 옥정동
31435,여몽소갈비,경기도 파주시 아동동
31586,교촌치킨(증포점),경기도 이천시 증포동
31770,인싸떡볶이,경기도 부천시 상동
31878,허리케인골프,경기도 수원시 영통구 이의동
31890,유림영어교습소,부산광역시 사하구 하단동
32138,피자이탈리 행신점,경기도 고양시 덕양구 행신동
32317,지에스(GS)25 목동시장점,서울특별시 양천구 목동
32508,지에스25방이마천로점,서울특별시 송파구 방이동
32700,유로코피자 은평점,서울특별시 은평구 역촌동
33077,아디오스호텔,경상남도 통영시 항남동
33081,바디닥터 부산모라대리점,부산광역시 사상구 모라동
33084,위니아딤채북부산프라자,부산광역시 사상구 괘법동
33149,돌,서울특별시 서대문구 연희동
33437,자리에 공방,제주특별자치도 제주시 이도이동
33521,우리할매떡볶이 전농점,서울특별시 동대문구 전농동
33615,콤마(Comma),부산광역시 남구 대연동
33619,샤인앵글,인천광역시 서구
33641,설맥 청라호수공원점,인천광역시 서구 청라동
33814,레이체 스튜디오,경기도 수원시 팔달구 인계동
33907,모하카페,울산광역시 울주군 두동면 천전리
33983,엠(M) 블링네일,서울특별시 금천구 가산동
34468,(주)플랜옐로우,경기도 하남시 풍산동
34470,유보라엄마사랑어린이집,경기도 의정부시 낙양동
34528,더끌림공방,세종특별자치시 연서면 쌍전리
34571,현대리바트_PAYCO(무),서울특별시 구로구 구로동
34662,주식회사골든웨일스,인천광역시 서구 청라동
34891,마이솔서울,서울특별시 강남구 삼성동
34935,욱스 텍사스 바베큐,경기도 고양시 덕양구 신원동
34959,프렌즈광고기획,강원도 강릉시
35057,무지개애드,경기도 수원시 장안구 파장동
35299,NC 명동충무로점,서울특별시 중구 충무로1가
35486,알파북수원점,경기도 수원시 장안구 파장동
35625,캠프코리아 유마트,경기도 남양주시 와부읍 덕소리
35746,엔케이씨엘이뮨카페 (경남창원시총판),경상남도 창원시 의창구 사림동
36039,보물섬뮤직뱅크,인천광역시 부평구 부평동
36090,우진F코리아,경기도 군포시 당정동
36130,동원건설중기,충청남도 금산군 추부면 마전리
36224,커밍(Coming),서울특별시 노원구 중계동
36628,제이더블유랩 (JW LAB),전라남도 순천시 장천동
36656,네일에이드(Nailade),경기도 의정부시 가능동
36713,태그아웃 트레이닝 (서교점),서울특별시 마포구 서교동
36747,우림특장,광주광역시 광산구 지죽동
36760,요미찬,대전광역시 중구 유천동
36809,이마트24 R호계수자인점,울산광역시 북구 호계동
36933,칸2,전라남도 여수시 학동
36949,복돈우,경상남도 거창군 거창읍 상림리
36977,두리랑 호프,경기도 평택시 합정동
37034,이마트24 화봉LH점,울산광역시 북구 화봉동
37136,청년활동연구소청년망고협동조합,경기도 양주시 덕정동
37139,선물공인중개사사무소,인천광역시 남동구 논현동
37289,나사오엠 송도센터,인천광역시 연수구 송도동
37410,샵도쿄시장 부천역점,경기도 부천시 심곡동
37412,디카 파크 (dicapark),서울특별시 용산구 한강로3가
37436,이차돌원주기업도시점,강원도 원주시 지정면
37453,꺼구리시장통닭진북점,전라북도 전주시 덕진구 진북동
37473,깽은비어,인천광역시 계양구 작전동
37509,전일식품,전라남도 순천시 남내동
37580,스완제이,서울특별시 서초구 반포동
37769,영이네 장어구이,경상남도 통영시 도남동
37855,우진FandB,서울특별시 금천구 시흥동
37901,이마트24 운남소망점,인천광역시 중구 운남동
38093,위델 음악학원,경기도 부천시 소사동
38203,게 매니아 대전본점,대전광역시 서구 월평동
38245,카페온실,경기도 평택시 안중읍 송담리
38404,다(DA)그리다미술교습소,광주광역시 남구 진월동
38449,다올헤어아트,경기도 용인시 처인구 이동읍 송전리
38471,찰리스 플레이스,경기도 화성시 반송동
38475,잉글리쉬캐슬학원,부산광역시 수영구 망미동
38556,베스트프렌 독,인천광역시 남동구 구월동
38565,용현돈장군,인천광역시 미추홀구 용현동
38783,더스테이독서실,경상남도 창원시 진해구 장천동
38790,밥먹을래 안주먹을래,경기도 수원시 영통구 매탄동
38791,소풍경 원주한옥점,강원도 원주시 판부면
38852,유앤아이옵틱스,경기도 수원시 영통구 매탄동
38936,(주)모리아하이테크,서울특별시 금천구 가산동
38978,홍대쌀국수 리빙파워센터점,경기도 용인시 기흥구 고매동
38979,이순신소국밥천안두정점,충청남도 천안시 서북구 두정동
39116,유정장,충청남도 논산시 연무읍 안심리
39146,싸이코빈티지,제주특별자치도 서귀포시 남원읍 위미리
39804,아시아마트 (경산점),경상북도 경산시 진량읍 신상리
39853,38선넘은짱닭 효자점,경상북도 포항시
39889,아재갈비찜,경기도 수원시 장안구 파장동
39927,미스헤어,전라남도 보성군 벌교읍 벌교리
39959,주식회사 애드제이,충청남도 천안시 동남구 청당동
40004,세븐일레븐 서귀포상창점,제주특별자치도 서귀포시 안덕면 상창리
40155,리나정(Lina J),서울특별시 성북구 종암동
40276,브로맨스,경기도 수원시 권선구 권선동
40283,띠띠 TTiTTi,서울특별시 영등포구 양평동4가
40303,강민디자인,울산광역시 남구 신정동
40471,컬리수.모이몰른,광주광역시 광산구 신창동
40559,오빠스테이크,경기도 부천시 도당동
40694,와이키키 베이스볼,인천광역시 중구 항동7가
40812,시그니처랩 반포점,서울특별시 서초구 반포동
40931,힐링사이언스,경기도 광주시 오포읍 양벌리
40979,라다로카 Radha-Lokha,경기도 의정부시 민락동
41065,그라노데(Grano de),경상북도 경산시 조영동
41249,원바이원(OneByOne),인천광역시 서구 청라동
41358,온빛안과의원,충청북도 제천시 남천동
41365,썬수입상회,경기도 성남시
41459,통오징어떡볶이,서울특별시 광진구 화양동
41528,쓰리에이치메딕 주식회사,서울특별시 강남구 논현동
42152,우리 농축산,서울특별시 서초구 서초동
42358,프레스 모멘트,서울특별시 성동구 행당동
42382,이디야 화성향남시범점,경기도 화성시 향남읍 행정리
42398,하삼동커피 가음정라포레점,경상남도 창원시 성산구 가음정동
42884,크리에이트(kreate),경기도 용인시 처인구 모현읍 초부리
43016,자연애 반찬가게,서울특별시 송파구 문정동
43083,이상스터디수학교습소,서울특별시 강동구 명일동
43188,주식회사 새벽산업관리_정성프라자,경기도 고양시 덕양구 행신동
43201,황토갯벌식당,전라남도 무안군 해제면 유월리
43399,비마이네일왁싱(bmynail lwaxing),충청북도 청주시 서원구 모충동
43452,장인왕족발보쌈간석점,인천광역시 남동구 간석동
43511,컬루런트 주식회사,충청북도 청주시 서원구 사창동
43535,미진축산서면롯데점,부산광역시 부산진구 부전동
43590,이마트24 양평대흥점,경기도 양평군 양평읍 대흥리
43624,GS25 진접진벌점 (상품권),경기도 남양주시 진접읍 진벌리
43784,화이트워시,경상북도 상주시 신봉동
43999,김옥열할매촌서충주점,충청북도 충주시 대소원면 본리
44019,브라보키즈파크,서울특별시 양천구 목동
44068,블링네일#,인천광역시 남동구 서창동
44185,구마 모던 한옥,대구광역시 중구 북내동
44188,지에스25 시흥수인로점(상품권),경기도 시흥시 논곡동
44340,후레쉬워터,서울특별시 동작구 상도동
44380,울산시청점 멘토즈스터디카페,울산광역시 남구 달동
44509,지에스25 주안우리점(상품권),인천광역시 미추홀구 주안동
44533,럭셔리 노래바,서울특별시 강남구 논현동
44674,치킨과바람피자 용황점,경상북도 경주시 황성동
44683,오마뎅 위례중앙타워점,경기도 성남시 수정구 창곡동
44684,씨유(CU) 울주구영골든점,울산광역시 울주군 범서읍 구영리
44830,픽미픽미아이스 서현점,경기도 성남시 분당구 서현동
44973,아귀랑 홍냉면 작은항구,경상북도 경산시 사동
45012,마호,서울특별시 강동구 상일동
45172,바디 디자인,울산광역시 북구 상안동
45212,쁘니상점,광주광역시 동구 내남동
45235,헤어아트#,대구광역시 동구 불로동
45236,원조부안집산본점,경기도 군포시 산본동
45263,칸's헤어,경기도 수원시 장안구 이목동
45323,크린토피아 대전탄방로데오타운점,대전광역시 서구 탄방동
45324,해피드림심리상담센터,경기도 성남시 분당구 구미동
45400,엄나무누룽지백숙,서울특별시 광진구 중곡동
45462,허리케인LIVE,부산광역시 해운대구 좌동
45595,시대인재교육,전라북도 익산시 동산동
45768,금솔약국,경상남도 김해시 장유동
45825,남보완해물칼국수,경상남도 양산시 물금읍 범어리
45946,더바른푸드,경상남도 창원시 진해구 용원동
45989,씨유(CU) 사천차이나점,경상남도 사천시 사천읍 수석리
46045,나희네포차,충청남도 서산시 읍내동
46123,105플로어(Floor),서울특별시 송파구 잠실동
46124,BHCBeer(블루밍점),경상남도 함안군 칠원읍 오곡리
46203,안산중앙새마을금고,경기도 안산시 단원구 고잔동
46273,나우커피 봉리단점,경상남도 김해시 봉황동
46313,달구나 과일,서울특별시 강북구 미아동
46531,브릿지,충청북도 제천시 청전동
46755,이연어와 김마끼,울산광역시 남구 달동
46762,광덕안정한의원 성신여대점,서울특별시 성북구 동선동1가
46800,카페플랫빈,경기도 김포시 북변동
46833,좋은생각,경기도 고양시 일산서구 주엽동
46938,소리율정보통신,인천광역시 중구 도원동
46996,지에스25양평용문진(상품권),경기도 양평군 용문면 조현리
47095,이도공방,충청북도 옥천군 군서면 동평리
47122,호재(好材),광주광역시 동구 산수동
47135,씨엔지,경기도 성남시 중원구 상대원동
47188,킹콩부대찌개and밥볶다 하단아트몰링점,부산광역시 사하구 하단동
47643,제주 밤바다 (보령점),충청남도 보령시 동대동
47690,지샵(JI SHOP),부산광역시 강서구 명지동
47781,보더랩(border lab),서울특별시 마포구 상암동
48096,춘 아트워크,광주광역시 동구 장동
48162,재테크 공인중개사 사무소,경상남도 창원시 성산구 상남동
48168,빨간모자 태전점 얼큰이,경기도 광주시 태전동
48604,세븐일레븐 제주동문시장점,제주특별자치도 제주시 일도일동
48820,로컬,경상남도 거제시 장승포동
48860,웨딩식전 성장영상 로고캐릭터 인쇄명함디자인,서울특별시 관악구 봉천동
48867,주식회사 맥슨,경기도 광명시 하안동
49008,(주)청명푸드,경상남도 사천시 축동면 배춘리
49265,머시기수산회포차,전라북도 군산시 조촌동
49329,주식회사 디그리고디,서울특별시 중구 필동2가
49433,주식회사 레드로버,경기도 광주시 초월읍 지월리
49437,보경원 엔 홍차이나,서울특별시 은평구 불광동
49759,해독365 광주점,경기도 광주시 송정동
50016,얌샘김밥 광양읍점,전라남도 광양시 광양읍 칠성리
50117,맑은아산농업회사법인 주식회사,충청남도 아산시 온천동
50140,국제통신공업 인천지사,인천광역시 동구 송림동
50163,제이클라스,충청북도 청주시 서원구 사창동
50167,낙원갈비집 송탄점,경기도 평택시 서정동
50347,에그박스 대전탄방점,대전광역시 서구 탄방동
50566,포메인 암사역점,서울특별시 강동구 암사동
