store_no,store_nm,addr
722462,핸드메이드나리야,부산광역시 해운대구 반여동
722522,손가맥집,경상북도 경주시 황남동
722618,장안빌,경상남도 창원시 마산회원구 합성동
722630,주식회사 청춘당에프씨,서울특별시 강남구 삼성동
722690,유어홈커피,서울특별시 영등포구 문래동2가
722696,최씨네뼈해장국,경기도 김포시 통진읍 서암리
722788,가가호호(성수점),서울특별시 성동구 성수동2가
722934,김밥천국평택청북점,경기도 평택시 청북읍 옥길리
723184,주식회사 송도해우리,인천광역시 연수구 송도동
723353,엔알(NR)마트,경기도 평택시 통복동
723590,쉐마보청기,서울특별시 동대문구 신설동
723836,레인보우램프,경기도 수원시 장안구 율전동
723864,아브락사스 커피앤비어,충청남도 천안시 서북구 신당동
723898,홍푸런쟈,경기도 부천시 범박동
724102,비엘씨티디,경기도 광명시 일직동
724154,쏠레비치,전라남도 여수시 화양면
724226,오남원룸텔,경기도 남양주시 오남읍 오남리
724393,하당플레이팩토,전라남도 목포시 상동
724401,시너리,서울특별시 동작구 사당동
724475,위더스,경기도 의정부시 의정부동
724490,제이브로우,경기도 군포시 도마교동
724605,청년피자 내포신도시점,충청남도 홍성군 홍북읍 신경리
724625,부림엔지니어링,경기도 부천시 춘의동
724745,화목 건축인테리어,서울특별시 서대문구 홍은동
724778,돔보여관,부산광역시 사하구 하단동
724871,두찜 충남 금산점,충청남도 금산군 금산읍 상리
724935,아는,대구광역시 달서구 상인동
724947,아하이비엠 주식회사,경상남도 창원시 마산회원구 양덕동
724978,제야의고수,대구광역시 달서구 월성동
724999,양지참수학,경기도 용인시 처인구 양지면 남곡리
725023,개런티영어2관학원,경기도 화성시 반송동
725111,지에스(GS)25전대중흥점(상품권),광주광역시 북구 중흥동
725117,스토어 하우스,서울특별시 성북구 하월곡동
725123,고수의 운전면허 도봉점,서울특별시 노원구 상계동
725167,씨유(CU) 현대반포셀프점,서울특별시 서초구 방배동
725190,모리커피 포항죽도점,경상북도 포항시 북구 죽도동
725215,이숲한의원,경기도 남양주시 진접읍 금곡리
725311,옛날통닭화전점,부산광역시 강서구 화전동
725453,베스트 샵,대구광역시 수성구 상동
725489,테라스타,경기도 양평군 용문면 중원리
725515,분식카페 더집,경기도 남양주시 별내동
725537,운김,서울특별시 마포구 상수동
725588,홈앤퍼니,경기도 김포시 장기동
725677,티파니앤(TIFFANYand),경기도 성남시 분당구 야탑동
725712,하루엔소쿠 청담스타빌점,서울특별시 강남구 청담동
725962,우진써보씨스템(주),서울특별시 구로구 신도림동
725983,더푸리,서울특별시 종로구 종로6가
726026,청시행비치 주식회사,강원도 강릉시 주문진읍 향호리
726153,다락,충청남도 천안시 서북구 쌍용동
726168,치앤찬,전라북도 전주시 완산구 삼천동1가
726291,찐 야식,충청남도 홍성군 홍북읍 신경리
726332,키보스테이블,충청남도 아산시 방축동
726421,영푸드,대구광역시 수성구 수성동1가
726582,KR모바일 1호점,인천광역시 연수구 송도동
726616,만랩커피 수서점,서울특별시 강남구
726667,퍼센트베이커리카페,경상북도 안동시 용상동
726864,예쇼푸드,대전광역시 대덕구 비래동
726961,까까뭉치,경상북도 포항시 북구 죽도동
727057,주식회사 대박에너지,경기도 남양주시 삼패동
727065,유성스테이호텔,대전광역시 유성구 봉명동
727072,고씨네플러스 상암DMC점,서울특별시 마포구 상암동
727074,성원드림,경기도 평택시 비전동
727190,라템(LATEM),광주광역시 동구 충장로2가
727317,(주)영남냉동부속,부산광역시 금정구 금사동
727363,착한마트 (임학점),인천광역시 계양구 임학동
727377,다채원,세종특별자치시 어진동
727387,인셀덤BUBU,경상남도 사천시 벌리동
727404,네일보우,광주광역시 광산구 수완동
727405,미사도담약국,경기도 하남시 망월동
727444,이반컴퍼니,경기도 고양시 덕양구 행신동
727504,씨유(CU) 현대인천대교점,인천광역시 연수구 동춘동
727539,법률사무소 청직,서울특별시 송파구 문정동
727568,머리혜윰,전라남도 여수시 학동
727645,345헤어살롱 부평역점,인천광역시 부평구 부평동
727710,세림모터스,인천광역시 서구 석남동
727796,다름:달음과일,서울특별시 강남구 세곡동
727956,페로사비오,서울특별시 마포구 합정동
728120,(주)태광글로벌,충청남도 천안시 동남구 삼룡동
728182,윤's Hair,경기도 수원시 권선구 권선동
728185,신선해수탕,부산광역시 남구 용당동
728470,해장하는날(갈마점),대전광역시 서구 갈마동
728482,리스베가스(Lees Vegas),경기도 성남시 분당구 야탑동
728635,더올(The all),경기도 김포시 고촌읍 신곡리
728729,주식회사 드림바디,대전광역시 서구 괴정동
728879,여수오리날개튀김여천점,전라남도 여수시 신기동
728947,학원_전용(4),서울특별시 강남구 수서동
728961,허묵바,부산광역시 사상구 주례동
729048,배움자리영어학원,서울특별시 송파구 삼전동
729383,케이디자인(K-DESIGN),부산광역시 부산진구 당감동
729518,바결,서울특별시 마포구 연남동
729523,양평 HB학원,경기도 양평군 양평읍 양근리
729633,안다미로(마곡나루점),서울특별시 강서구 마곡동
729735,박재현,제주특별자치도 서귀포시 대정읍 보성리
729766,주식회사 테이크플로우,전라북도 전주시 완산구 효자동3가
729775,예술을아는공방,경기도 시흥시 대야동
729780,제제,서울특별시 서대문구 연희동
729785,구룡종합정비,경상남도 양산시 상북면 소토리
729791,일백갈비탕,부산광역시 서구 동대신동3가
729792,달트빌라,경기도 성남시 분당구 정자동
730001,증평꽃차교육원,충청북도 증평군 증평읍 용강리
730006,나무,경기도 안산시 단원구 선부동
730141,몽당연필수학,경기도 부천시 소사본동
730203,실버나라,경기도 동두천시 생연동
730285,치킨테리아,서울특별시 구로구 구로동
730318,미스터빠삭 마석점,경기도 남양주시 화도읍 마석우리
730359,주식회사 카비드 포천지점,경기도 포천시 신북면 기지리
730379,만원상회,인천광역시 부평구 일신동
730580,후플릇교습소,경기도 수원시 권선구 금곡동
730616,머무름 공방,서울특별시 은평구 역촌동
730650,광신리소스(주) 그린주유소,경상남도 양산시 북정동
730706,차고술금,경상남도 밀양시 내이동
730717,자장수본가 전주콩나물국밥,경기도 수원시 장안구 율전동
730859,잇츠폰 통신,경상남도 창원시 성산구 신촌동
730866,라포레 동물 메디컬센터,경기도 의왕시 삼동
730904,위드빈,부산광역시 사하구 괴정동
730992,아마노코리아(주) 의정부고산센타프라자,서울특별시 영등포구 양평동3가
731125,동명카츠 딜리버리,광주광역시 남구 임암동
731207,(주)브라보앤파트너스,서울특별시 영등포구 여의도동
731283,목암학원,경기도 고양시 덕양구 고양동
731390,주식회사 베네벤토,전라북도 완주군 이서면 갈산리
731405,농업회사법인 대원그린 주식회사,경상북도 포항시 남구 호동
731622,승원,서울특별시 송파구 문정동
731625,세아씨푸드,부산광역시 사하구 다대동
731695,노비에스,부산광역시 동구 초량동
731766,오일청과,서울특별시 관악구 신림동
731793,주식회사 대길에너지,대구광역시 동구 검사동
731899,지에스25 대포해맞이점 (상품권),강원도 속초시 대포동
732012,강원종합식품,울산광역시 남구 삼산동
732059,프렌치불동까스,경기도 안양시 만안구 안양동
732199,명진커피숍,부산광역시 사상구 모라동
732223,오늘 예쁨 뷰티샵 아카데미,경기도 수원시 권선구 권선동
732251,본스타일,서울특별시 강남구 신사동
732252,쥬니데이,경기도 용인시 수지구 상현동
732484,영웅체력교실,대전광역시 서구 관저동
732902,효창건설(주),전라북도 군산시 조촌동
733027,선영에너지,충청남도 천안시 서북구 쌍용동
733249,역전돼지,경기도 파주시 문산읍 문산리
733336,종로회관상계역점,서울특별시 노원구 중계동
733462,통스몰(Tong's Mall),서울특별시 서초구 서초동
733511,펀펀잉글리쉬,경상북도 구미시 산동면 신당리
733518,다동골뱅이치킨,서울특별시 중구 다동
733573,그루빙하우스,서울특별시 광진구 화양동
733614,통영상회,경상남도 통영시 서호동
733616,수영풀빌라,제주특별자치도 서귀포시 대정읍 영락리
733721,와이앤학원,경상남도 김해시 신문동
733749,두손도배,경기도 안양시 만안구 석수동
733800,조선화로집 종각점,서울특별시 종로구 관철동
733817,향공방,대구광역시 북구 구암동
733857,보름달덩이,충청남도 천안시 동남구 청당동
733862,111치킨앤떡볶이,서울특별시 송파구 잠실동
733892,신성기계(농기계수리),강원도 영월군 영월읍 덕포리
733931,세븐일레븐 남악센트레빌점,전라남도 무안군 삼향읍 남악리
733943,세종코아이비인후과,세종특별자치시 고운동
734031,서울바른소아청소년과의원,경기도 화성시 새솔동
734225,해인즈,경기도 용인시 처인구 포곡읍 둔전리
734335,위드부동산중개법인 주식회사,서울특별시 강서구 마곡동
734417,예삐공방,인천광역시 동구 금곡동
734453,튜닝바이크,경상남도 김해시 진영읍 진영리
734469,샵 미쁨,서울특별시 마포구 상수동
734572,GS25 선라이즈호점 (상품권),전라남도 고흥군 도양읍 봉암리
734718,진또배기,울산광역시 울주군 온산읍 덕신리
734743,이으시호,서울특별시 마포구 망원동
734751,무음(MOOEUM),경상남도 창원시 의창구 용호동
734757,호미불닭발 운정점,경기도 파주시 와동동
734776,저고리골농장,강원도 양구군 양구읍 상리
734890,구멍가게 염창역점,서울특별시 강서구 염창동
735027,찐빵전문점,울산광역시 울주군 온산읍 덕신리
735077,태정건설,제주특별자치도 제주시 삼도이동
735108,퓸퓸몽,제주특별자치도 제주시 이도이동
735309,미르스터디카페 운암점,광주광역시 북구 운암동
735381,LED TV 수리,경기도 남양주시 삼패동
735428,토속순대국감자탕,인천광역시 남동구 간석동
735656,돼지89,경기도 안산시 상록구 본오동
735743,송탄홍여사쇠고기부대찌개 홍카페,경상북도 문경시 산양면 연소리
735866,에이치디에스상사,충청북도 충주시 목행동
735950,큐빅보드카페,서울특별시 송파구 잠실동
735989,옹가네식품,서울특별시 영등포구 양평동6가
736076,경기월산지게차,서울특별시 동대문구 답십리동
736204,엘리시아뷰,인천광역시 계양구 계산동
736246,아웃백스테이크 대구신세계점,대구광역시 동구 신천동
736286,명성식품,충청남도 보령시 대천동
736290,골프존파크 미양 남안성,경기도 안성시 미양면 계륵리
736566,백야드빌더 모토,서울특별시 성동구 금호동4가
736601,진미당1983,울산광역시 동구 방어동
736610,케이알로스터리,충청북도 청주시 흥덕구 지동동
736726,카페봄봄 동읍점,경상남도 창원시 의창구 동읍 용잠리
736738,엑스텍이엔티,서울특별시 금천구 가산동
736833,지에스25(GS25)이천현대홈타운점(상품권),경기도 이천시 증일동
736934,행복복권,인천광역시 미추홀구 학익동
736957,바야(VAYA),인천광역시 연수구 송도동
736965,수구레집(한경점),경기도 안성시 금산동
737033,코아인PC방,서울특별시 성동구 용답동
737066,순우리인삼영주지점,경상북도 영주시 가흥동
737087,오묘한식당,경상남도 김해시 진영읍 진영리
737120,시작,광주광역시 서구 쌍촌동
737241,이재형봄빛내과,강원도 횡성군 횡성읍 읍상리
737246,여수진간장게장,전라남도 광양시 광양읍 덕례리
737268,안경압구정,서울특별시 강남구 신사동
737269,스타일세상,경상남도 창원시 진해구 안골동
737284,홍루이젠 기산점,경기도 화성시 기산동
737355,원지아이스크림할인점,경상남도 산청군 신안면 하정리
737418,몽마르닭,경기도 고양시 일산서구 대화동
737427,나다운핏,대전광역시 중구 대흥동
737492,오산현수막,경기도 오산시 은계동
737508,목포갈치낚시 스타피싱,전라남도 목포시 산정동
737541,스마트통신2,부산광역시 사상구 학장동
737582,누리마을,서울특별시 구로구 구로동
737594,애듀포유퍼펙트학원,서울특별시 동대문구 장안동
737737,아마노코리아(주) 시흥은계알파시티,서울특별시 영등포구 양평동3가
737747,츄피아노(chupiano)음악교습소,서울특별시 관악구 신림동
737766,메이플 스튜디오,경기도 남양주시 호평동
737809,엘스테이션,서울특별시 종로구 명륜1가
737818,하림에스테틱,강원도 홍천군 홍천읍 연봉리
737843,씨유(CU)파주희망점,경기도 파주시 금촌동
737858,주식회사지우넷,대전광역시 서구 괴정동
737871,주식회사 카네비컴썬델리에프앤비,인천광역시 연수구 송도동
737916,토이토이토이(toi toi toi),서울특별시 구로구 구로동
738011,단성합기도,경상북도 안동시 옥동
738069,불갑요,전라남도 영광군 불갑면 자비리
738139,흑미돈,광주광역시 광산구 수완동
738381,셀럽 줄눈 디자인,경기도 광주시 경안동
738487,전일상회,경상남도 창원시 마산합포구 남성동
738519,완소커피,광주광역시 동구 소태동
738577,로즈힐에듀,울산광역시 울주군 삼동면 보은리
738623,조선일보남대연센타,부산광역시 남구 용당동
738688,씨유(CU)흥덕서서타워점,경기도 용인시 기흥구 영덕1동
738755,대전이사용달이사원룸이삿짐센터,대전광역시 중구 유천동
738769,에스엔씨라운지,제주특별자치도 서귀포시 동홍동
738807,푸른패션,부산광역시 동구 범일동
738914,썬즈 인테리어,경기도 부천시 심곡본동
739014,마라신동,대구광역시 남구 대명동
739098,지에스25 일번가점,경기도 안양시 만안구 안양동
739200,영덕꿀맛대게,경상북도 포항시 남구 오천읍 원리
739303,그레이스카페,서울특별시 용산구 청파동3가
739370,주식회사 대자연,충청북도 영동군 용산면 백자전리
739443,에듀하이스터디카페,경기도 하남시 망월동
739595,튀돈족발,서울특별시 영등포구 양평동2가
739668,주식회사 밀알케이,서울특별시 강남구 신사동
739774,비에스코리아,인천광역시 계양구 임학동
739890,리틀바니바니,충청북도 청주시 흥덕구 가경동
740320,냉쭐,경기도 의정부시 의정부동
740404,벌떡떡볶이 경산점,경상북도 경산시 압량읍 신대리
740450,으뜸아크릴,경상남도 양산시
740517,민'S 과일,부산광역시 기장군 일광면 삼성리
740539,티.앤.티 디자인 (T.T),경기도 고양시 일산동구 성석동
740692,따뜻한인치과 (과세),서울특별시 서대문구 연희동
740766,씨유(CU) 현대부천점,경기도 부천시 중동
740769,청운라이온스클럽,전라북도 익산시 창인동1가
740830,필푸드,대전광역시 동구 자양동
740920,컴포즈커피 세곡점,서울특별시 강남구 세곡동
741005,얼음왕국아이스크림할인점 부천역곡109호점,경기도 부천시 역곡동
741022,역전우동0410 전북도청점,전라북도 전주시 완산구 효자동3가
741024,이화수 고흥점,전라남도 고흥군 고흥읍
741032,강촌숯불닭갈비,서울특별시 중구 신당동
741076,공차 홈플러스 아시아드점,부산광역시 연제구 거제동
741112,올드사이트,전라북도 익산시 어양동
741228,노복남달인수제왕만두찐빵연대베이커리,전라북도 남원시 죽항동
741295,아도르,경기도 성남시 분당구 수내동
741424,벤토테라,서울특별시 종로구 숭인동
741624,홈아로마,전라북도 전주시 완산구 효자동3가
741730,엠디샵(MD#),서울특별시 은평구 진관동
741739,SK에너지(주) 기흥셀프주유소,경기도 용인시 기흥구 구갈동
742039,또와휴게실,강원도 동해시 천곡동
742102,청룡통상,경기도 부천시 상동
742207,지에스25 (GS25) 서울라마다점(상품권),서울특별시 강남구 삼성동
742273,삼거리회,경기도 포천시 일동면 수입리
742316,만랩커피부여점,충청남도 부여군 부여읍 구아리
742436,주식회사 카카오_문화비,서울특별시 중구 순화동
742440,이공일사 기프트,강원도 속초시 청학동
742500,블루드라이어드캐터리,경기도 파주시 탄현면 법흥리
742602,회킬러를위한배달회집(진천점),대구광역시 달서구 진천동
742636,유쾌한김제현과학교습소,경기도 수원시 영통구 영통동
742658,일일오오(ililoo),서울특별시 광진구 화양동
742726,이브자리 금산점,충청남도 금산군 금산읍 상리
742751,자활기업 클린태백,강원도 태백시 화전동
742762,어텀뷰티,경기도 여주시 대신면 천남리
742807,(주)에스비자동차,대전광역시 서구 월평동
742820,시그니처골프그룹,서울특별시 영등포구 여의도동
742865,청춘당꽈배기팔공산점,경상북도 칠곡군 동명면 금암리
742877,생각더하기수학학원,경기도 용인시 기흥구 영덕1동
742937,피오씨디씨,경상북도 구미시 오태동
743000,광명대창집(시흥점),서울특별시 금천구 시흥동
743057,인제대 닭갈비,경상남도 김해시 진영읍 진영리
743060,티케이텔레콤,울산광역시 북구 천곡동
743100,생각하는교육 사우캠퍼스학원,경기도 김포시 북변동
743105,코레일유통주식회사 인천,인천광역시 중구 북성동1가
743178,반자주장산점,부산광역시 해운대구 좌동
743256,고릴라해산물,경상북도 구미시 상모동
743294,신매한우촌참숯불구이,경상북도 경산시 사동
743311,쫑이네밥집,제주특별자치도 서귀포시 성산읍 온평리
743336,처음만난 piano,서울특별시 구로구 개봉동
743356,헨젤과그레텔(청주수곡점),충청북도 청주시 서원구 수곡동
743492,쭈니돈까스 영이도시락,서울특별시 송파구 삼전동
743502,파양파군두마리치킨,전라북도 익산시 모현동1가
743540,아침 애,서울특별시 중구 인현동1가
743576,가림토교육연구소,대구광역시 수성구 범물동
743640,농업회사법인 주식회사 포항웰빙푸드,경상북도 포항시 북구 죽장면 현내리
743753,식구도시락,경기도 의정부시 가능동
743759,아시아 타이마트,전라남도 목포시 산정동
743793,동진건축 인테리어,경기도 파주시 문산읍 문산리
743856,탐미술학원,경상북도 포항시 북구 환호동
743898,지에스(GS)25 독산두산로점(상품권),서울특별시 금천구 독산동
743952,관인인테리어,경기도 김포시 양촌읍 양곡리
744042,존맛탱비빔덮밥,대구광역시 남구 대명동
744165,장보는 강아지와 고양이(용인시청점),경기도 용인시 처인구 삼가동
744215,어썸크리에이티브,부산광역시 사하구 다대동
744258,흥아상회,부산광역시 동구 수정동
744305,시골집얼큰한해장국,경기도 평택시 평택동
744345,명작(물한산장)펜션,충청북도 영동군 상촌면 대해리
744358,1980용인닭발,경기도 용인시 처인구 모현읍 능원리
744403,즈노스시 주촌점,경상남도 김해시 주촌면 선지리
744408,울릉도 분식,충청남도 서산시 읍내동
744409,한샘홈케어,대구광역시 동구 검사동
744463,2020류클라쓰,광주광역시 광산구 월계동
744682,정현유통,경기도 하남시 덕풍동
744716,플랜뷰티,충청남도 서산시 예천동
744767,서울 은마꽈배기,경기도 하남시 학암동
744770,느티나무하우스,충청북도 괴산군 연풍면 원풍리
745031,일백집서울포차,부산광역시 사하구 하단동
745149,조선미한복,광주광역시 동구 충장로4가
745152,시연우수학과학,전라북도 군산시 나운동
745164,카페드립,서울특별시 동대문구 휘경동
745170,디스탕게,인천광역시 중구 운서동
745185,산청오리,부산광역시 남구 감만동
745249,지에스(GS)25 수성테라스점,대구광역시 수성구 두산동
745272,토니모리 구리수택점,경기도 구리시 수택동
745329,꾜돈,전라북도 전주시 완산구 고사동
745339,보디가드 세븐밸리점,대구광역시 북구 동천동
745393,주식회사 와이피앤피,경기도 김포시 장기동
745477,크림바스켓(cream basket),서울특별시 동대문구 답십리동
745566,스테이앤카페,강원도 속초시 동명동
745570,미미루쥬얼리,경기도 구리시 아천동
745605,참사랑어머니회 송파강동지점,서울특별시 송파구 가락동
745609,윤쓰김밥,서울특별시 강서구 공항동
745626,삼오칠구,경기도 동두천시 보산동
745685,우리 동네 당구클럽,인천광역시 미추홀구 주안동
745715,쎈 일러스트,서울특별시 은평구 신사동
745751,바스타커피(국민시장점),부산광역시 동래구 사직동
745766,박가동,부산광역시 동래구 사직동
745777,지에스25 횡계로드점(상품권),강원도 평창군 대관령면 횡계리
746218,이플레스토랑,충청북도 충주시 연수동
746220,롱보트스모커,서울특별시 서대문구 연희동
746340,세븐일레븐 제주노형대박점,제주특별자치도 제주시 노형동
746441,한국기독실업인회태평로지회,서울특별시 종로구 인사동
746485,주화헤어클럽,부산광역시 서구 서대신동3가
746694,우리한우365안동식당,경상북도 안동시 옥동
746853,카페아에 마곡점,서울특별시 강서구 마곡동
746871,피자알볼로용암점,충청북도 청주시 상당구 용암동
746873,더(the)건강한의원,충청북도 청주시 청원구 율량동
746905,수기로지스5210,광주광역시 광산구 도천동
747090,윙윙&점프윙스줄넘기클럽,경상남도 진주시 초전동
747110,지니스튜디오,경기도 성남시 분당구 정자동
747207,김밥나라(비파점),전라남도 목포시 상동
747229,새터,충청남도 공주시 정안면 광정리
747230,수현곱창,경상남도 창원시 마산합포구 남성동
747264,PC톡,전라북도 전주시 완산구 중화산동2가
747271,주식회사 역북회직판장,경기도 용인시 처인구 역북동
747290,얼음왕국아이스크림할인점 수원아주113호점,경기도 수원시 팔달구 우만동
747307,시크릿씨,강원도 원주시 단구동
747340,스시찬 &참치,서울특별시 도봉구 방학동
747436,해를 품은달 스터디카페,서울특별시 노원구 중계동
747512,초심스터디카페 충주칠금점,충청북도 충주시 칠금동
747602,살롱하임 보정점,경기도 용인시 기흥구 보정동
747632,대원디자인포장산업 주식회사,인천광역시 서구 가좌동
747688,Make Beauty,광주광역시 광산구 월계동
747725,월드 합기도 키즈 MMA,서울특별시 구로구 천왕동
747731,무학산갈비,경상남도 창원시 마산회원구 회원2동
747751,자닮어린이집,경기도 남양주시 진접읍 금곡리
747782,갓포탄,서울특별시 동작구 상도동
747802,주얼리레터,서울특별시 노원구 공릉동
747814,씨스페이스 대둔산점,전라북도 완주군 운주면 산북리
747819,올리비아(Oliva)coffee,전라남도 진도군 진도읍 남동리
747933,커피온유,서울특별시 금천구 독산동
747954,효자동옛날통닭,전라북도 전주시 덕진구 덕진동1가
748059,？드우돈타니,경기도 안성시 동본동
748151,위니아서비스동광주점 최종천,광주광역시 북구 임동
748505,모드니애 선물공방,경기도 시흥시 하중동
748605,숨 아로마 필라테스,서울특별시 서초구 방배동
748622,주식회사 찰스보툼,서울특별시 성동구 성수동2가
748625,산애삼,경상남도 합천군 야로면 하림리
748630,푸라닭치킨진주가좌점,경상남도 진주시 가좌동
748744,초담 ( 에띠임 ),인천광역시 부평구 삼산동
748781,꽃미남컴퍼니,경기도 고양시 일산동구 장항동
748814,준수한면,경기도 고양시 일산서구 일산동
748892,영월식탁 안산본점,경기도 안산시 단원구 고잔동
749067,곤지암머리한우국밥 오창직영점,충청북도 청주시 청원구 오창읍 구룡리
749079,오픈 애드컴,서울특별시 중구 필동2가
749169,해파랑펜션,경상북도 경주시 감포읍 오류리
749192,백두대간,경상남도 통영시 무전동
749309,싸움의고수 울산동구홈플러스,울산광역시 동구 일산동
749347,하이스트에듀케이션학원,경기도 안산시 상록구 사동
749359,조가네오뎅떡볶이,대구광역시 남구 대명동
749373,(유)미스레몬,전라북도 전주시 덕진구 송천동1가
749422,명인정육,서울특별시 구로구 구로동
749476,가득,서울특별시 동작구 상도동
749676,어반스터디카페한양대점,경기도 안산시 상록구 사동
749745,내원통신,대구광역시 서구 내당동
749842,감성그루밍,서울특별시 마포구 대흥동
749850,미니스톱 산하휴게소점,울산광역시 북구
749935,효음 음악학원,경기도 이천시 갈산동
749948,히어로 퀵,경상남도 양산시 삼호동
749987,완투전자,부산광역시 동래구 사직동
750074,엘리에셀,충청북도 영동군 황간면 난곡리
750090,(주)서해씨엔씨,인천광역시 남동구 남촌동
750092,만(Mann),경기도 성남시 분당구 삼평동
750125,익선동 육회낙지탕탕이,서울특별시 종로구 돈의동
750184,엘당스무용학원,경기도 부천시 상동
750197,(주)이월드 쥬얼리 의정부점,경기도 의정부시 의정부동
750211,타다(TADA),서울특별시 중구 남대문로5가
750382,마이크로짐,경기도 화성시 산척동
750480,컴포즈 부산역점,부산광역시 동구 초량동
750541,네일러그,서울특별시 노원구 상계동
750609,세븐일레븐 부산신호원룸점,부산광역시 강서구 신호동
750622,푸라닭안양덕천점,경기도 안양시 만안구 안양동
750643,이자카야 온,충청북도 진천군 덕산읍 두촌리
750774,불도져스(BULL-DOZERS),인천광역시 미추홀구 주안동
750841,메디본,서울특별시 마포구 동교동
750893,현일병까스돈엔피자엔치킨군단,경기도 안산시 단원구 선부동
750932,여행가다,울산광역시 남구 신정동
750971,모스콘,인천광역시 연수구 송도동
751030,크로닉,서울특별시 영등포구 당산동4가
751114,파주M.H유소년축구클럽,경기도 파주시 교하동
751241,주누 라이프,경기도 성남시 중원구 갈현동
751350,(주)잔파,서울특별시 마포구 서교동
751358,교촌치킨옥길점,경기도 부천시 옥길동
751385,(주)와이비코퍼레이션,경기도 고양시 일산동구 장항동
751396,대성에너지,대전광역시 동구 인동
751628,컴포즈커피창원스마트업점,경상남도 창원시 의창구 팔용동
751741,빠마할래,부산광역시 동구 좌천동
752014,와치포원,인천광역시 서구 청라동
752020,나인(NINE),서울특별시 송파구 송파동
752046,제이에스 인베스트,경기도 남양주시 별내동
752054,유인방제,경기도 의정부시 용현동
752190,간현꿀먹은 닭강정,강원도 원주시 지정면 간현리
752194,카페서비스114,인천광역시 강화군 선원면 창리
752382,아쿠아카페,부산광역시 금정구 남산동
752677,한반도육회,전라북도 완주군 삼례읍 삼례리
752707,김포방앗간,서울특별시 서대문구 북아현동
752789,계연탄(본점),인천광역시 계양구 작전동
752821,코코후라이드,경기도 성남시 수정구 복정동
752836,올커피,경상남도 사천시 사천읍 정의리
752939,수리수리 플레이팩토,강원도 춘천시 퇴계동
753311,가동종합설비,경기도 안산시 상록구 사동
753467,열정짬뽕 덕례점,전라남도 광양시 광양읍 덕례리
753479,터틀,경기도 김포시 북변동
753546,sK매직 울산지사,울산광역시 남구 신정동
753594,펫플렉스,경기도 의정부시 호원동
753636,청석골장어,울산광역시 울주군 상북면 궁근정리
753749,(주)조우상사,부산광역시 부산진구 개금동
753910,빠뜨롱,경상남도 김해시 진영읍 진영리
753980,찐비어,경기도 군포시 금정동
754061,웃는얼굴한의원,서울특별시 강동구 길동
754116,아담한살롱,서울특별시 관악구 봉천동
754198,허스몰(HERS MALL),경기도 고양시 일산동구 백석동
754222,7.7 미용타운,서울특별시 도봉구 도봉동
754323,마음그린 심리상담센터,경상남도 창원시 마산합포구 월포동
754394,디자인 담아,경기도 화성시 송산동
754456,메가브렌드 에듀,서울특별시 은평구 역촌동
754500,주식회사 에이치미디어센터,경상북도 칠곡군 왜관읍 삼청리
754531,카페4J'S,전라남도 화순군 화순읍 동구리
754675,씨유(CU)우산동산점,광주광역시 광산구 우산동
754679,킵클린,전라남도 해남군 해남읍 해리
754716,슈파크산업,부산광역시 사상구 주례동
754825,에프앤투어주식회사,서울특별시 서초구 서초동
754832,여운영헤어메이크업연구소,대전광역시 중구 목동
754869,사랑방and쉼터,강원도 태백시 황지동
754912,한글자연에너지 이름연구소 진로적성전문상담,경기도 안양시 만안구 안양동
754991,땡큐미오설록점,제주특별자치도 제주시 한경면 저지리
755095,마운티아죽전점,경기도 용인시 수지구 죽전동
755098,아레테고등부학원,경기도 김포시 북변동
755455,숙이네 분식,서울특별시 중구 태평로1가
755543,완벽한김밥 인하대역점,인천광역시 미추홀구 용현동
755750,진존잼(jinjonjam),서울특별시 성동구 도선동
755785,유가네닭갈비 김해주촌점,경상남도 김해시 주촌면 천곡리
755817,돈까스공작소,경기도 남양주시 수석동
755891,탄드르and도네르,경기도 안산시 단원구 선부동
755893,조개판다포차,충청남도 천안시 서북구 성정동
755984,송월종합브랜드타올,부산광역시 연제구 연산동
755985,한진상회,대구광역시 북구 칠성동1가
756085,미래국수전문점,대구광역시 남구 대명동
756182,대경블루베리농원,울산광역시 울주군 청량읍 문죽리
756193,육회한사나이(형곡점),경상북도 구미시 형곡동
756230,세진TEC,부산광역시 동래구 사직동
756452,(주)신세계푸드 노브랜드버거 대치대원빌딩점,서울특별시 강남구 대치동
756470,(유)온누리청우수산,서울특별시 송파구 가락동
756510,서진종합광고,서울특별시 서초구 방배동
756551,고미(GO미) 요가,경기도 의정부시 신곡동
756569,해피펌킨스,대전광역시 서구 탄방동
756570,솔고 헬스케어 반여지점,부산광역시 해운대구 반여동
756589,달동한우곱창,울산광역시 남구 달동
756603,로더벨라,제주특별자치도 제주시 용강동
756618,리올코르틸레,서울특별시 성북구 석관동
756652,닥터 크리닝,부산광역시 북구 구포동
756696,청솔크리닝,충청남도 논산시 연무읍 금곡리
756732,들람공방,충청남도 당진시 신평면 거산리
756814,내집처럼 에어컨,대구광역시 서구 평리동
756849,미사정육점,경기도 하남시 풍산동
757133,강릉별당 빨래터,강원도 강릉시 포남동
757193,위치커피(WITCH COFFEE),대전광역시 서구 탄방동
757195,명장시대,경기도 이천시 증일동
757323,해피콩,경기도 화성시 목동
757404,사단법인 518민족통일학교,전라남도 담양군 고서면 주산리
757554,원전기,경기도 의정부시 호원동
