store_no,store_nm,addr
12915,오투스커피,경기도 화성시 동탄1동
12962,주식회사 링링콤파니,서울특별시 종로구 사직동
12988,꿀꿀이파삼,경기도 부천시 성곡동
13178,웨이스탑 화원연세점,대구광역시 달성군 화원읍
13216,아지아지 (AGAG),경기도 광주시 오포읍
13292,돈데보이,인천광역시 연수구 청학동
13303,지에스25평촌아이비점(상품권),경기도 안양시 동안구 평촌동
13362,프레임(flame),부산광역시 해운대구 송정동
13405,연화클린,인천광역시 연수구 동춘2동
13407,주식회사한국안전신호,경기도 김포시 양촌읍
13408,한삼인명지본점,부산광역시 강서구 명지1동
13533,감성밥집바다의집,제주특별자치도 서귀포시 성산읍
13592,할리스커피 속초엑스포점,강원도 속초시 조양동
13599,이쁜꽃 봄,경기도 연천군 전곡읍
13762,육회지존 당동점,경기도 군포시 군포2동
13889,조양설비,전라북도 익산시 함열읍
13912,온 미장원,인천광역시 부평구 십정2동
13932,에스(S)엔터테이먼트,부산광역시 부산진구 전포2동
14153,올더플레이트,서울특별시 관악구 낙성대동
14186,프롬피치,서울특별시 마포구 연남동
14209,대도메디케어,부산광역시 부산진구 범천2동
14348,지곡농수산마트,충청남도 서산시 지곡면
14720,새벽노을2,경상남도 거제시 사등면
14811,뉴히트당구장,충청북도 증평군 증평읍
14906,전국열쇠 이마트 검단점,인천광역시 서구 당하동
14937,옛날그시절화덕찜닭(칠곡점),대구광역시 북구 관음동
15042,리젠필라테스,서울특별시 강남구 신사동
15091,뉴욕마켓,서울특별시 동작구 노량진1동
15125,(주)에잇컴퍼니,서울특별시 강남구 논현1동
15151,데이앤데이 연수옥련점,인천광역시 연수구 옥련2동
15194,꾸미다헤어,충청북도 청주시 상당구 용암동
15270,(주)명성배관,충청남도 서산시 석남동
15286,감성커피(전주법조타운점),전라북도 전주시 덕진구 만성동
15332,브루클린칼리지,서울특별시 구로구 신도림동
15370,예은세무회계,경기도 광명시 하안3동
15778,샵리퍼브(호매실점),경기도 수원시 권선구 호매실동
15820,(주)링고홀딩스,서울특별시 강남구 도곡2동
15847,치평현대모터스,광주광역시 서구 치평동
16182,아트앤하트고현미술학원,경상남도 거제시 고현동
16232,데이탠 파스타,서울특별시 강북구 송중동
16297,공단식품얼음,충청남도 당진시 석문면
16457,소소떡볶이 장유점,경상남도 김해시 장유3동
16521,GS25 고산로제비앙(상품권),경기도 의정부시 송산1동
16801,신데렐라헤어,서울특별시 구로구 개봉2동
16823,동행브레인솔루션즈,인천광역시 서구 가정1동
16896,노즈커피 (Nose Coffee),경기도 용인시 기흥구 신갈동
16910,유진(U-JIN) 남성컷트,경기도 수원시 권선구 고색동
16965,썬바디케어,충청북도 청주시 흥덕구 신봉동
17009,목인 숲,충청남도 서산시 해미면
17021,201키친,경기도 용인시 기흥구 중동
17063,다드림떡집,전라남도 영광군 영광읍
17330,하삼동커피 상인점,대구광역시 달서구 상인1동
17372,예산면옥,충청남도 예산군 예산읍
17638,(주)장가계 구서2호점,부산광역시 금정구 구서1동
17643,퍼스트 다이렉트 모터스 수원점,경기도 수원시 권선구 평동
17689,(주)라이스바이오텍,경상북도 경산시 하양읍
17712,니알수학학원,경기도 남양주시 퇴계원읍
17717,삼첩분식,전라남도 해남군 해남읍
17820,필라테스 더 트루,경상남도 양산시 덕계동
17829,엄마네수족관,경기도 남양주시 화도읍
17955,평성물칼국수,경기도 평택시 지산동
17960,걸작떡볶이치킨고현점,경상남도 거제시 수양동
17963,참좋은사람,충청북도 충주시 봉방동
18044,순수한둠비연동점,제주특별자치도 제주시 연동
18065,거제썬트리팜,경상남도 거제시 남부면
18097,마더커피(초당점),강원도 강릉시
18288,용대농수산물직판장,강원도 인제군 북면
18388,나나횟집,서울특별시 성동구 성수1가2동
18443,엠케이똘투,광주광역시 북구 오치1동
18558,카페라메,경상남도 김해시 진영읍
18694,화이트펜슬 대방점,경상남도 창원시 성산구 대방동
18838,석촌카페,전라남도 화순군 동면
19028,(주)요나단,서울특별시 성북구 장위1동
19038,골프존파크 청담CC,서울특별시 강남구 청담동
19373,하삼동커피 옥포점,경상남도 거제시 옥포2동
19420,풍화대반점칠금.금릉점,충청북도 충주시 교현2동
19505,주식회사 대운주유소,충청남도 천안시 서북구 신당동
19572,79대포 부산주례점,부산광역시 사상구 주례2동
19593,주식회사 블루와이디,경상북도 영덕군 축산면
19668,신영소방안전,경기도 수원시 권선구 당수동
19678,주식회사 우리건설,대전광역시 유성구 온천1동
19739,마이홀리커피,경기도 안산시 단원구 고잔동
19904,정호산업사,대구광역시 북구 산격1동
20261,강일학원2관학원,서울특별시 강북구 송중동
20310,로스쿠바노스 (LOS CUBANOS),대구광역시 중구 삼덕동
20398,메가엠지씨커피 행당역점,서울특별시 성동구 행당2동
20400,아이작(ISSAC),경기도 광주시 오포읍
20437,헬레나뷰티,경상남도 창원시 성산구 반림동
20467,스테이펍,제주특별자치도 제주시 조천읍
20505,너랑나랑라이브,울산광역시 동구 남목2동
20533,베리로찌(BERRY LODGE),대전광역시 서구 탄방동
20742,함박골가든,경상북도 문경시 가은읍
20820,와이엘코리아청산,충청북도 옥천군 청산면
20899,국가대표홈케어,경기도 수원시 팔달구 인계동
20915,몽트쿡(Mont Cook),경기도 의정부시 송산3동
20987,케이원항공,울산광역시 울주군 온양읍
20993,헤라 노랴연습장,경기도 고양시 일산동구 장항동
21033,별난만두건대점,서울특별시 광진구 화양동
21048,용달스토리,경상남도 거제시 상문동
21298,곱도리식당 안산직영점,경기도 안산시 단원구 고잔동
21316,온누리환경,경기도 의정부시 송산1동
21372,박상연푸드,대전광역시 중구 대흥동
21645,에스엠제이,경기도 안산시 상록구 부곡동
21646,영동그집,서울특별시 강남구 논현1동
21722,디자인.펀,세종특별자치시 새롬동
21762,트레저컬렉션주식회사,경기도 수원시 팔달구 우만동
21798,재영테크,경기도 수원시 권선구 권선동
22225,이마트24 대전갈마랜드점,대전광역시 서구 갈마2동
22272,주식회사 원애즈원,서울특별시 금천구 독산1동
22325,경현메디텍,서울특별시 노원구 공릉1동
22460,태영방역환경,광주광역시 북구 용봉동
22493,주식회사 상상너머,강원도 홍천군 북방면
22525,예감푸드,경기도 평택시 비전2동
22592,찹쌀왕통닭,경기도 평택시 안중읍
22603,블루마린,제주특별자치도 제주시 우도면
22637,웰리스마켓,충청북도 청주시 서원구 성화동
22704,그린건축학전문학원,경기도 성남시 수정구 신흥동
22773,뉴지엠(GM),서울특별시 중구 광희동
22816,월드노래뱅크,경기도 고양시 일산서구 일산동
22935,오산조은참치 대구현풍점,대구광역시 달성군 현풍읍
22966,스시쏭,부산광역시 서구 충무동
23094,아가다,경기도 의정부시 녹양동
23248,파리인서울,서울특별시 성북구 동선동
23255,가련한철민씨,경상남도 거제시 고현동
23390,혼밥대왕 서울천호점,서울특별시 강동구 천호1동
23399,리버스영,경기도 고양시 일산서구 주엽동
23424,위례반월,경기도 하남시 위례동
23435,손큰삼촌네,전라북도 군산시 신풍동
23477,뚜레쥬르김포구래점,경기도 김포시 구래동
23560,이팝(2pop),경기도 시흥시 은행동
23567,선인장커피,서울특별시 용산구 한강로동
23636,코코호도배곧신도시점,경기도 시흥시 배곧동
23748,추억을 DAMDA,경상남도 창원시 마산회원구 양덕동
24082,한신설비,충청북도 청주시 청원구 주성동
24176,보릿고개 상회,경상북도 경주시 현곡면
24326,렌탈_이니시스,서울특별시 중구 소공동
24389,구피동물병원,인천광역시 연수구 연수1동
24392,트레저컬렉션주식회사,경기도 수원시 팔달구 우만동
24458,백양세탁전문점,서울특별시 양천구 신월6동
24481,남자떡볶이,강원도 삼척시 근덕면
24496,위넌스터디카페 수지동천점,경기도 용인시 수지구 동천동
24509,텐푸라인,서울특별시 강남구 압구정동
24531,더크린동구지사,광주광역시 동구
24578,에이치투댄스스튜디오,서울특별시 광진구 중곡4동
24583,스피드메이트 토평점,경기도 구리시 수택3동
24778,앨리상점(Alley sangjeom),부산광역시 동래구 안락1동
24899,용원축산,부산광역시 강서구 녹산동
24912,본죽 중계은행사거리점,서울특별시 노원구 중계1동
25001,더벤티전주인후점,전라북도 전주시 덕진구 인후동2가
25055,성산주방산업,대전광역시 동구 가양2동
25116,부처스레드,부산광역시 해운대구 중1동
25353,구끼구끼민락본점,경기도 의정부시
25457,마슈,경기도 양평군 양서면
25800,신가네돈까스,대구광역시 서구 상중이동
25827,고향국수김밥,경상남도 양산시 물금읍
25875,스시앤키친,경기도 고양시 덕양구 도내동
25926,벚꽃참치,대전광역시 서구 월평1동
26027,주식회사 호텔 덕구온천,경상북도 울진군 북면
26078,경복궁헤어,서울특별시 종로구 사직동
26201,비비유흥주점,경상북도 영덕군 영덕읍
26214,피쉬버켓,서울특별시 마포구 합정동
26234,하나크레인(금마크레인),전라북도 익산시 영등2동
26271,아이테르 디테일링,경기도 고양시 일산동구 풍동
26521,지에스25 (GS25) 부개휴먼시아점(상품권),인천광역시 부평구 부개3동
27114,주먹순두부짬뽕,경기도 광주시 남한산성면
27206,라꾸스 키친,경상북도 구미시 선주원남동
27249,건강의료기기 한국병원점,충청북도 청주시 상당구 영운동
27264,피아노랑나랑학원,울산광역시 북구 효문동
27342,곤지암호프,경기도 광주시 곤지암읍
27433,갤러리 골프and헬스,경기도 안성시
27516,마시그래이 동성로점,대구광역시 중구 성내1동
27530,주주뷰티샵,대구광역시 북구 산격2동
27531,더 보스퀘,대구광역시 서구 상중이동
27732,주식회사 비케이알 울산성남점,울산광역시 중구 중앙동
27739,가진식당,강원도 고성군 죽왕면
27823,누트산업,인천광역시 연수구 송도1동
27839,더 깜끔케어,경상남도 창원시 의창구 봉곡동
27860,에스케이렌터카 주식회사 영등포5점,서울특별시 영등포구 양평2동
27930,재석컴퍼니,부산광역시 연제구 거제2동
28006,춤의공간,서울특별시 마포구 합정동
28015,한운농장,경상북도 상주시 함창읍
28101,일상다완 티하우스,서울특별시 서초구 방배4동
28305,랜드피아 음식점,광주광역시 서구 치평동
28812,프롬 더 네임,경상남도 김해시 장유2동
28848,에이스 시스템,경기도 고양시 덕양구 화정동
29005,마녀푸드,경기도 부천시 중동
29031,모나미(monami),전라북도 군산시 조촌동
29050,구루북스,경상남도 김해시 장유2동
29060,세라젬나비엘제주중앙겔러리,제주특별자치도 제주시 이도1동
29113,충주연합렉카,충청북도 충주시 교현.안림동
29136,도봉산마트,서울특별시 도봉구 도봉1동
29241,도깨비박스,강원도 인제군 인제읍
29242,로액슈얼(lo axual),서울특별시 강동구 천호1동
29339,다다믄,부산광역시 해운대구 반여1동
29393,수일크레인,경기도 수원시 권선구 곡반정동
29458,고아옥,대구광역시 남구 이천동
29482,(주)암사통닭,서울특별시 강동구 암사1동
29571,국민 수산,세종특별자치시 아름동
29643,정아각송도점,인천광역시 연수구 송도1동
29733,김가네과일,서울특별시 강북구 번1동
29781,본한식 뷔페,충청북도 보은군 보은읍
29912,서울특별시 은평병원,서울특별시 은평구 응암2동
29987,몽슬 슬라임 카페,제주특별자치도 서귀포시 대정읍
30032,한우리독서토론논술중랑금호논술교습소,서울특별시 중랑구 망우본동
30158,GS25 성산동남점,제주특별자치도 서귀포시 성산읍
30207,다몰입스터디카페 장기센터,대구광역시 달서구 장기동
30233,천상운집,경기도 안양시 동안구 관양동
30379,에듀카드_2,서울특별시 강남구 삼성1동
30450,다운,부산광역시 부산진구 범천1동
30508,원주출장세차스팀가013호점,강원도 원주시 소초면
30512,주식회사 세계무역교류센터,서울특별시 영등포구 영등포동
30514,덴탈디자인박스,부산광역시 기장군 정관읍
30572,지에스코리아 향남대리점,경기도 화성시 향남읍
30588,삼봉산돼지국밥,경상남도 함안군 가야읍
30618,응응스크르 세종금남점,세종특별자치시 금남면
30642,하늘유통,충청남도 논산시 취암동
30668,동백살롱,울산광역시 남구 삼산동
30810,커피베이안산중앙역점,경기도 안산시 단원구 고잔동
30840,스마트LED 전광시스템,울산광역시 북구 농소2동
30844,마바스헤어살롱,대구광역시 수성구 고산3동
30853,삼팔육,서울특별시 용산구 용산2가동
30860,1도씨맥주효자점,전라북도 전주시 완산구 효자동1가
30909,천상대신암,경상북도 구미시 원평2동
30944,크로바78,서울특별시 구로구 구로2동
31196,씨유(CU)관악진미점,서울특별시 관악구 서원동
31353,(주)11월의아뜰리에,세종특별자치시 부강면
31426,분도네가게,서울특별시 은평구 불광2동
31448,영지의료기종합상사,강원도 정선군 정선읍
31528,이야풀빌라(E-YA펜션),경상남도 거제시 일운면
31659,리치원룸펠,서울특별시 강남구 도곡1동
31763,해법수학 도청우방3차점,경상북도 예천군 호명면
31921,아이터치창의수학교습소,서울특별시 서대문구 남가좌2동
31985,푸르넷 정림학원,대전광역시 서구 정림동
32003,미스터살롱(Mr.SALON),전라남도 무안군 삼향읍
32021,강씨가문의족발,경기도 화성시 향남읍
32086,항공리서치 (주),서울특별시 마포구 아현동
32197,쏭클라스 엔터테인먼트,서울특별시 강서구 가양1동
32325,홍산흑염소,충청남도 부여군 홍산면
32355,최강짱이네볶음and찌개,경기도 수원시 권선구 금곡동
32363,타누끼(쿠시카츠),부산광역시 연제구 연산9동
32459,홈케어,대전광역시 유성구 온천1동
32486,바빈(BAVIN) 오치점,광주광역시 북구 오치2동
32610,강북바를정치과의원,서울특별시 강북구 수유2동
32797,해피안의료기 만덕점,부산광역시 북구 만덕2동
32858,지에스(GS)25 옥동센타점(상품권),경상북도 안동시 옥동
32913,컴포즈커피 옥정호수공원점,경기도 양주시 회천4동
32984,60계치킨(광주중흥신안점),광주광역시 북구 중흥3동
33031,희수산,강원도 속초시 청호동
33056,루이나벌룬,경기도 고양시 덕양구 신원동
33067,에그드랍 영통역점,경기도 수원시 영통구 영통동
33151,공항에너지,충청북도 청주시 흥덕구 송정동
33382,다헌도예,전라남도 보성군 미력면
33388,씨유(CU) 거제오션호텔점,경상남도 거제시 옥포1동
33675,카페동그리,경기도 수원시 장안구 정자동
33684,살롱드 해리,경상남도 함안군 가야읍
33820,서울식물원푸드 보스간장게장,서울특별시 강서구 가양1동
33930,해피특공대,인천광역시 계양구 계양3동
34085,김수미영어교습소,전라북도 전주시 완산구 중화산동2가
34166,김밥공감 태평양물산점,서울특별시 구로구 구로3동
34220,국수생생,경기도 의왕시 부곡동
34230,은솔세차장,전라북도 전주시 완산구 중화산동2가
34568,씨유(CU)정읍IC점,전라북도 정읍시 농소동
34575,전북수공예협동조합,전라북도 전주시 완산구 풍남동3가
34586,만억중국마트,인천광역시 서구
34677,코닥 대전은행점,대전광역시 중구 은행선화동
34693,바른치킨 인천신현점,인천광역시 서구 신현원창동
34800,(주)제이에스와이글로벌,서울특별시 강남구 역삼2동
34890,채석강맛집,전라북도 부안군 변산면
34993,스톡홀름샐러드 시지점,대구광역시 수성구 고산1동
35048,정선두렉카,전라남도 강진군 군동면
35097,한양수어린이집,충청남도 천안시 서북구 직산읍 삼은리
35100,양주재래식손두부(덕정동),경기도 양주시 회천1동
35415,주식회사다미노,세종특별자치시 연동면
35488,제이엔에스테크,경기도 군포시 광정동
35528,웨딩초이,대구광역시 남구 봉덕3동
35581,사진관한담,제주특별자치도 제주시 애월읍
35718,금강무역,경기도 안성시 보개면
35962,씨유(CU)상인파크드림점,대구광역시 달서구 상인1동
36104,명일전복,제주특별자치도 제주시 일도2동
36238,에스케이렌터카 주식회사 방배4점,서울특별시 서초구 방배4동
36491,이쿠얼키(주)_2,서울특별시 강남구 수서동
36513,남선석유 (주)구도일주유소 해성,경기도 성남시 중원구 하대원동
36881,한국미싱상사,부산광역시 동구 범일2동
37225,민준유통,대전광역시 서구 정림동
37296,번영통상,전라북도 완주군 이서면
37406,월드크리닝 부산 대연롯데캐슬점,부산광역시 남구 대연6동
37577,대남창호,경상남도 양산시 물금읍
37629,건강로행복식당,강원도 원주시 반곡관설동
37639,화목뷔페,부산광역시 수영구 광안3동
37820,유성본가누릉지삼계탕,세종특별자치시 조치원읍
37904,행복크린세탁소,충청북도 충주시 연수동
37935,헬스 앤 스윔,충청북도 청주시 상당구 용정동
38033,홈플러스익스프레스 수원매탄2점,경기도 수원시 영통구 매탄동
38112,이정아뜨리에,경기도 성남시 분당구 분당동
38253,지에스25(GS25) 도곡STX점,서울특별시 강남구 도곡2동
38370,평양스웨디시,경기도 남양주시 평내동
38490,그린홈수예,경기도 구리시 교문1동
38594,딜리카페,부산광역시 강서구 명지1동
38599,이즈,충청남도 예산군 예산읍
38615,탱탱매운탕,대전광역시 대덕구 석봉동
38635,와이디프렌즈,서울특별시 중랑구 상봉2동
38695,아트앤하트고양원흥삼송3차아이파크미술교습소,경기도 고양시 덕양구 원흥동
38881,소망인삼,부산광역시 부산진구 부전1동
38883,카앤피플인천서구9호점,경기도 김포시 구래동
38945,S (에스)담,서울특별시 관악구 미성동
39066,씨유(CU)남동NIC점,인천광역시 남동구
39091,거성종합물류,전라남도 담양군 대전면
39114,스타카롱,서울특별시 동작구 노량진2동
39156,성신공조,경기도 여주시 흥천면
39164,뉴라이프,충청남도 서산시 지곡면
39176,으라차창,경상북도 경산시 진량읍
39188,세광대박집,인천광역시 강화군 선원면
39341,바이앤드,부산광역시 강서구 강동동
39416,훈남닭발 옥포점,경상남도 거제시 옥포2동
39542,맥스(MIX),경기도 평택시 신장1동
39597,용두암해녀촌,제주특별자치도 제주시 용담2동
39674,지에스25 서천희망점(상품권),경기도 용인시 기흥구 서천동
39770,주식회사 오토그린,대전광역시 유성구 온천1동
39823,익투스브레인매쓰수학교습소,충청남도 천안시 서북구 불당동
40030,아이홉브런치,부산광역시 수영구 민락동
40032,주식회사 오르브,경상남도 진주시 천전동
40121,1만원대 아산시 출장세차(태림카워시),경기도 평택시 비전1동
40323,레진우드,제주특별자치도 서귀포시 서홍동
40358,강화종합설비,부산광역시 동래구 사직2동
40386,아미푸드(ARMI FOOD),울산광역시 울주군 범서읍
40407,청춘골뱅이2,충청남도 천안시 서북구 쌍용동
40441,조커바버클럽,경기도 부천시 심곡동
40533,모디쉬(MODISH),서울특별시 송파구 가락2동
40588,원유통,서울특별시 관악구 미성동
40716,시흥 정왕 2669,경기도 시흥시 정왕2동
40804,대성 설비,경기도 부천시 심곡동
40835,전주우렁쌈밥,경기도 광주시 곤지암읍
40857,츠쿠루,서울특별시 중랑구 묵1동
40869,살롱드뽐왁싱and스킨,경상남도 김해시 내외동
40987,누리마을감자탕동호점,대구광역시 동구 안심3.4동
41270,하마물산,경상남도 창원시 성산구 상남동
41296,네일이지(nail_ez),경기도 시흥시 배곧동
41496,로만 강서지사,부산광역시 사상구 모라1동
41691,송림식자재마트,인천광역시 동구 송림6동
41809,싼이마트,경기도 수원시 권선구 호매실동
41908,CJ CGV,서울특별시 중구 회현동
42007,육판서참숯불갈비,충청북도 청주시 서원구 성화동
42018,나루식당 명동직영점,서울특별시 중구 회현동
42273,엠투엠수학,대구광역시 달서구 월성1동
42338,동인자동차정비,경기도 수원시 영통구 신동
42462,여의도 팩토리까페 커피드메소드,서울특별시 영등포구 여의동
42520,1급 동아탑정비,경기도 김포시 양촌읍
42534,자담치킨(덕신점),울산광역시 울주군 온산읍
42572,영칼로리키친원주점,강원도 원주시 무실동
42620,역전우동 영통역점,경기도 수원시 영통구 영통동
42655,푸른셀프워시,충청남도 아산시 온양1동
42782,엘샤론 찬환경 염색,경기도 용인시 수지구 동천동
42786,소나무숲,전라남도 무안군 망운면
42871,달시 아이스크림 세계과자 숙천점,대구광역시 동구 안심3.4동
