store_no,store_nm,addr
759433,카페섬진강,전라남도 구례군 토지면 파도리
759501,연세본초당,경기도 수원시 영통구 이의동
759576,로드하우스,경기도 김포시 풍무동
759637,제주별별여행사,제주특별자치도 제주시 용담이동
759716,샤.이.니,서울특별시 구로구 구로동
759785,유목카츠,서울특별시 송파구 송파동
759837,오구본가만리점,서울특별시 용산구 서계동
759970,우리야음푸드,울산광역시 남구 야음동
760221,토지보건지소,전라남도 구례군 토지면 파도리
760240,(주)벽승,부산광역시 남구 용당동
760280,갈매 홍대박 아구,경기도 구리시 갈매동
760486,제네스,인천광역시 강화군 불은면 신현리
760498,스터디인투 영통점,경기도 수원시 영통구 영통동
760651,수암혼다바이크수리,경기도 안산시 상록구 장상동
760903,(주)평화전자,충청남도 천안시 동남구 목천읍 도장리
760982,공공협동조합,전라남도 순천시 금곡동
761051,칸,경기도 성남시 분당구 서현동
761119,주식회사 유성무역,서울특별시 광진구 화양동
761182,케이하우스(K HOUSE),경기도 고양시 일산동구 정발산동
761374,달콤달콤,전라남도 순천시 연향동
761476,주식회사 플라워마트 태재점,경기도 광주시 오포읍 신현리
761620,용호1번가 포장센타,부산광역시 남구 용호동
761647,주식회사 한서종합물류,강원도 홍천군 북방면 중화계리
761666,김가네김밥 평택더샵센트럴점,경기도 평택시 동삭동
761712,뉴탑인테리어,인천광역시 서구 가좌동
761718,대한HJ유품정리.청소,충청북도 청주시 흥덕구 복대동
761741,소정,경상남도 진주시 초전동
761832,이지워시24빨래방,충청북도 청주시 청원구 오창읍 주성리
761907,선비꼬마김밥달서시장점,대구광역시 달서구 본리동
762051,마라정,서울특별시 송파구 잠실동
762618,출출토스트분식,경상남도 창원시 의창구 팔용동
762871,트래블잇,경기도 부천시 괴안동
762959,주식회사 뉴스타피아,충청북도 증평군 도안면 연촌리
763038,유로코피자 중서구점,부산광역시 서구 동대신동1가
763105,여의도복떡집,서울특별시 서초구 서초동
763223,화양농수산물유통,광주광역시 북구 오치동
763293,필유필라테스,경기도 용인시 수지구 죽전동
763558,주식회사 엠엠피,대구광역시 북구 산격동
763565,제이디 푸드 (JD FOOD),경기도 김포시 대곶면 대명리
763791,마타아시타,경상북도 김천시 신음동
763866,지에스25 광주초월중점(상품권),경기도 광주시 초월읍 쌍동리
763875,더웰타워운영위원회,부산광역시 연제구 연산동
763905,필름포럼,서울특별시 서대문구 대신동
763988,컴포즈커피 나주일등점,전라남도 나주시 이창동
764188,연세오늘인치과의원,인천광역시 부평구 부평동
764248,그리너,서울특별시 마포구 동교동
764300,맥ENC하우스클린,부산광역시 서구 토성동5가
764304,무인셀프 아이스크림할인점,세종특별자치시 새롬동
764368,바른치킨 양산물금점,경상남도 양산시 물금읍 물금리
764462,초승만두,부산광역시 해운대구 우동
764643,GS25 군포한림점 (상품권),경기도 군포시 금정동
764817,러프글로스(rough gloss),서울특별시 마포구 연남동
764941,신북경짜장,부산광역시 강서구 송정동
764947,스튜디오묵빛,전라북도 전주시 덕진구 우아동3가
765334,더 야채드림,부산광역시 해운대구 반여동
765350,오빠스탕,서울특별시 성북구 정릉동
765641,펀앤쇼,충청북도 청주시 서원구 산남동
765655,중앙돈까스,전라북도 익산시 중앙동2가
765800,라도 포장마차,경기도 광주시 경안동
765812,김밥천국이가네3호점,충청남도 아산시 탕정면 호산리
766134,카페 쌩루이,부산광역시 남구 대연동
766193,해피상사,충청남도 예산군 예산읍 주교리
766235,렌즈타운 서면태화점,부산광역시 부산진구 부전동
766268,로슬린헤어,경상북도 경산시 계양동
766339,지에스(GS)25 부산센트빌점,부산광역시 부산진구 양정동
766536,지에스25(GS25)S강남역3호점,서울특별시 강남구 역삼동
766577,씨유(CU) 위례광장점,서울특별시 송파구 장지동
766618,회성각,경상북도 경주시 외동읍 문산리
766695,벽창호&레노마홈 통영점,경상남도 통영시 광도면 죽림리
766747,레플,인천광역시 연수구 송도동
766899,나우서비스주식회사,경기도 성남시 수정구 창곡동
767047,톨비스트서귀포점,제주특별자치도 서귀포시
767062,놀이터맥주,전라남도 목포시 옥암동
767175,유타로,대구광역시 중구 남일동
767181,주식회사 남우개발(캉캉스랜드),세종특별자치시 장군면 봉안리
767299,봉쥬르레스토랑,인천광역시 남동구 만수동
767317,고팥슈,경기도 남양주시 다산동
767362,미술로생각하기(송파장지센터),서울특별시 송파구 장지동
767459,주식회사 지원티앤비,경기도 고양시 일산서구 대화동
767505,이구,전라북도 전주시 덕진구 덕진동1가
767516,키티네일,서울특별시 강동구 천호동
767635,정기철,서울특별시 송파구 풍납동
767749,곰동네식품 양산덕계점,경상남도 양산시 덕계동
768556,유익푸드(찜햇닭),부산광역시 금정구 구서동
768713,호식이두마리치킨(단계2호점),강원도 원주시 단계동
768873,한빛가발,전라남도 목포시 용당동
769002,영덕푸드,대구광역시 달성군 화원읍 설화리
769003,오이소박이,경기도 수원시 장안구 정자동
769103,아노브 주식회사,서울특별시 마포구 연남동
769315,정가네마켓,경상북도 구미시 상모동
769531,카이트 텐트트레일러,경기도 남양주시 진건읍 진관리
769648,(주)비에스씨트레이딩,서울특별시 구로구 구로동
769892,마이(MY) 스터디 카페,대구광역시 달서구 용산동
769909,오렌지디자인,경상남도 창원시 의창구 팔용동
769915,다빈푸드,인천광역시 부평구 부평동
769937,병장군장점,경기도 동두천시 지행동
769967,거상보일러수도설비누수탐지하수도위생건축,경기도 파주시 문산읍 문산리
769987,자움 필라테스,서울특별시 강서구 마곡동
769988,어린이영어스튜디오(Story Scoops),서울특별시 성북구 하월곡동
770027,하남경찰서 복지회,경기도 하남시 하산곡동
770247,단골손님창원상남점,경상남도 창원시 성산구 상남동
770260,영광DandI,서울특별시 강동구 성내동
770316,일공칠디자인,경기도 하남시 망월동
770331,이율영어학원,서울특별시 서초구 반포동
770435,랑이 쏘잉,경기도 양평군 강상면 신화리
770499,경주민물,경상북도 경주시 성건동
770511,던킨 수내역점,경기도 성남시 분당구 수내동
770827,현 푸드,경기도 성남시 중원구 상대원동
770922,안경을쓰다역촌역점,서울특별시 은평구 대조동
771121,트원스 하키,경기도 용인시 수지구 성복동
771257,장인미역,서울특별시 송파구 잠실동
771260,고수 한남점,서울특별시 용산구 한남동
771748,미쓰밥,대구광역시 북구 복현동
771792,마라푸드,서울특별시 동작구 신대방동
771852,미라네포차,경기도 김포시 고촌읍 신곡리
771965,족발슈퍼단구점,강원도 원주시 단구동
772070,승리하다2관학원,경기도 성남시 분당구 정자동
772201,위드스터디카페,경상북도 김천시 신음동
772577,엘린캣,인천광역시 미추홀구 학익동
772725,인셀덤 사하대리점,부산광역시 사하구 괴정동
773128,피어라공방,서울특별시 성동구 마장동
773138,충남주방냉동,충청남도 예산군 오가면 월곡리
773354,클럽앤비,광주광역시 서구 치평동
773417,치킨매니아(가좌점),인천광역시 서구 가좌동
773586,대현모피,서울특별시 영등포구 대림동
773749,동의상사,대구광역시 수성구 범어동
773873,주식회사 모모 신기지점,전라남도 여수시 신기동
773983,에스푸드연구소,서울특별시 강북구 수유동
774032,심야스테이크 아주대점,경기도 수원시 팔달구 우만동
774097,메인프라자,경기도 하남시 풍산동
774161,한아가설산업(주),경기도 고양시 덕양구 화전동
774186,고부지업사,전라북도 정읍시 시기동
774383,제이수아,경상남도 거창군 거창읍 중앙리
774463,마쿠우육면,경기도 시흥시 정왕동
774494,리베에스테틱,울산광역시 남구 신정동
774551,(주)효광기획,경상북도 안동시 태화동
774781,경희대 하길태권도장,경기도 화성시 향남읍 하길리
774878,미소(miso),부산광역시 수영구 남천동
774908,(주)가람푸드,경기도 김포시 걸포동
775080,뽕이덮밥,충청북도 청주시 상당구 용암동
775471,로플리,경기도 수원시 장안구 정자동
775615,(주)피엠에스모벨카펜터,경기도 파주시 월롱면 영태리
775862,자담치킨(고양행신점),경기도 고양시 덕양구 행신동
775865,화 답하다,서울특별시 구로구 개봉동
775958,(주)이스턴웰스 본사,서울특별시 동작구 신대방동
776181,골프아카데미용품,경기도 파주시 와동동
776186,스파커치1호점,대전광역시 유성구 죽동
776260,카페.마벨,경기도 남양주시 화도읍 마석우리
776364,한라맥주 대전둔산점,대전광역시 서구 둔산동
776397,솔레일 샵,경기도 남양주시 오남읍 양지리
776688,자동차검사소광일 유한회사,전라남도 목포시
776764,(주)그린유엔아이,충청남도 논산시 연산면 청동리
776794,게임존(Game Zone),강원도 춘천시 남산면 백양리
776933,참마트 정육,대구광역시 달서구 유천동
776936,더블유알(WR)인터내셔널,경상북도 구미시 진평동
776947,수(soo) flower,경기도 양주시 장흥면 삼하리
777087,에이치케이3 스포츠(HK3 sports),서울특별시 종로구 신문로2가
777220,마이쿡 마들점,서울특별시 노원구 상계동
777355,벌크커피 양림점,광주광역시 남구 양림동
777413,하남최강초밥,경기도 하남시 신장동
777465,제천왕암89,충청북도 제천시 왕암동
777612,농협 40번 대교상회,대구광역시 북구 매천동
777632,미도인 파이낸스여의도,서울특별시 영등포구 여의도동
777719,즈불론,인천광역시 남동구 만수동
777943,쥬씨and차얌,서울특별시 광진구
777961,뿐야난다 요가,인천광역시 남동구 간석동
777969,손학희빌딩,부산광역시 사하구 괴정동
778071,한산초등학교 병설유치원,경기도 고양시 일산서구 덕이동
778168,천지렌탈,경기도 용인시 처인구 백암면 백봉리
778232,레드스톤밸리,충청북도 보은군 마로면 관기리
778337,포엔비어,경기도 구리시 수택동
778360,Bonbonniere,인천광역시 서구 청라동
778737,농업회사법인 유한회사 에스에이치,전라북도 익산시 황등면 신기리
778765,디자인뮤지엄,서울특별시 강남구 논현동
778922,크로스핏 베이스캠프,충청남도 당진시 수청동
779093,플랜369(plan369),경기도 양주시 옥정동
779775,주식회사 메디아나그룹,서울특별시 마포구 성산동
779837,무거동KCC웰츠타워입주자대표회의,울산광역시 남구 무거동
779900,카페인중독 영종도하늘도시점,인천광역시 중구 중산동
779911,네일 반짝,경기도 수원시 팔달구 매산로2가
780039,반짝이는 순간,경기도 성남시 수정구 태평동
780208,경선식에듀,경기도 수원시 영통구 영통동
780263,분당비상태권도장,경기도 성남시 분당구 금곡동
780329,세무회계 서율,강원도 춘천시 동내면 거두리
780387,삼삼만두,부산광역시 서구 암남동
780568,길따라,경상남도 창원시 마산합포구 진전면 이명리
780580,귀족미가,전라북도 전주시 덕진구 덕진동2가
780681,왠항반점,부산광역시 사하구 장림동
780782,제이브라운컴퍼니,서울특별시 강남구 삼성동
780932,빽다방야당역점,경기도 파주시
780940,황토참숯불생오리(직영점),울산광역시 남구 삼산동
781254,망포초밥,경기도 수원시
781441,한국표준금거래소 거제점,경상남도 거제시 고현동
781486,제이핸즈,강원도 춘천시 사농동
781600,테이블오더_1,서울특별시 중구 순화동
781710,두마리찜닭두찜광주첨단1지구점,광주광역시 광산구 쌍암동
781770,얼큰이녹돈갈비,전라북도 군산시 문화동
781862,피엔피엠(PnPm),대전광역시 서구 둔산동
782025,뽀블슈가링왁싱,경기도 안산시 단원구 고잔동
782088,다드림할인마트,인천광역시 연수구 선학동
782161,주식회사유앤아이네트웍스,서울특별시 금천구 가산동
782210,배스킨라빈스포항초곡점,경상북도 포항시 북구 흥해읍 초곡리
782248,티샷스크린골프,경기도 양주시 광적면 가납리
782368,본죽앤비빔밥 송도퍼스트파크점,인천광역시 연수구 송도동
782508,루즈커피,대전광역시 유성구 봉명동
782618,막창로2가 성남중앙점,경기도 성남시 중원구 중앙동
782623,비비메디코스 (BB medicos),울산광역시 남구 삼산동
782624,(주)한국아이티에스,경상북도 경산시 옥곡동
782757,나루FDC,경기도 화성시 능동
782819,에스에스,경기도 광주시 오포읍 신현리
782858,이스턴베어,서울특별시 종로구 창신동
783021,조커닭,전라북도 전주시 덕진구 송천동1가
783389,빠른달팽이,경기도 광주시 경안동
783420,미네2017,전라북도 전주시 덕진구 여의동
783890,세븐일레븐 광주우산중흥점,광주광역시 광산구
783917,지에스(GS)25 진안중앙(상품권),전라북도 진안군 진안읍 군상리
783935,성준용달화물 편의점마트,인천광역시 부평구 산곡동
783957,오늘버거,경상북도 구미시 구평동
784014,브릿지아카데미학원,제주특별자치도 제주시 화북이동
784113,더럭스(THE LUX),경기도 김포시 구래동
784335,람 디자인,경기도 양주시 남방동
784649,(주)고창천일염생산가공 협의회,전라북도 고창군 무장면 옥산리
784897,컴포즈 창원반지점,경상남도 창원시 성산구 반지동
784964,부산DPF클리닝센터,부산광역시 사하구 구평동
785062,셔플홀릭,서울특별시 서대문구 창천동
785394,벤츠란제리,충청북도 음성군 맹동면 두성리
785557,목화로피어난 커튼,경기도 하남시 망월동
785611,제주 옹기백화점,제주특별자치도 제주시 노형동
786031,우젤 닭강정,대전광역시 동구 용운동
786081,오한수우육면가여의도광장점,서울특별시 영등포구 여의도동
786084,제이엔제이(JandJ)영수 전문과외,울산광역시 동구 방어동
786353,신이라 불리는 짬뽕,부산광역시 북구 화명동
786552,더에스,세종특별자치시 다정동
786656,이서코다리전문점,경기도 안양시 동안구 관양동
786767,이마트24 대전평촌점,대전광역시 대덕구 평촌동
786808,하파츠37,대구광역시 달서구 용산동
786994,로만헤어,전라북도 무주군 안성면 장기리
787021,(주)대원플러스알앤씨제사차,서울특별시 강남구 논현동
787060,달콤한다이어트헬스PT,경기도 부천시 옥길동
787108,무지개,경기도 김포시 하성면 원산리
787297,포커스온 스터디카페,충청남도 아산시 배방읍 공수리
787384,샌드몽,인천광역시 남동구 서창동
787493,류마통내과의원,부산광역시 금정구 남산동
787566,글로벌유통,전라남도 순천시 조례동
787753,한입스푼,충청북도 청주시 상당구 용암동
787810,배달하는포차,울산광역시 동구 전하동
787886,카펠라휘트니스센터,강원도 춘천시 퇴계동
787899,낭만하루,전라남도 여수시 교동
787913,혁신산업,울산광역시 중구 복산동
787942,신호뒷고기,부산광역시 강서구 신호동
788013,GS25 율곡로점,서울특별시 종로구 연건동
788179,권선시장수제족발,경기도 수원시 권선구 권선동
788238,조은식자재할인마트,충청북도 제천시 명동
788501,기탄사고력교실 지제더샵,경기도 평택시
788590,파스타입니다 의정부역점,경기도 의정부시 의정부동
788773,아이스크림에브리데이,경기도 의왕시 오전동
789051,(유)에쿠스,경기도 광명시 광명동
789181,성내 코코닭,서울특별시 강동구 성내동
789270,마마세이 뮤직,경기도 성남시 분당구 구미동
789363,처갓집양념치킨 난곡점,서울특별시 관악구 신림동
790083,진주참신경외과의원,경상남도 진주시 초전동
790116,나이스마트 (노변점),대구광역시 수성구 시지동
790147,현대오토에버 늘해랑어린이집,서울특별시 강남구 대치동
790166,모모랑 라이더카페,서울특별시 광진구 중곡동
790245,민들레수산,서울특별시 동작구 노량진동
790272,나눔디톡스족욕카페,경상북도 경산시 진량읍 봉회리
790343,만흥수산,경기도 부천시 심곡동
790805,동탄연세정형외과의원,경기도 화성시 오산동
790808,별난고양이꿈밭사회적협동조합,제주특별자치도 제주시 삼도이동
790811,레브무드,제주특별자치도 제주시 노형동
790831,대박채소,대전광역시 동구 판암동
790874,지에스(GS)25 한강잠실3호점,서울특별시 송파구 잠실동
790964,희망 정신건강의학과 의원,경기도 수원시 팔달구 인계동
791003,마미자리 용인.성남.광주.지사,서울특별시 노원구 상계동
791026,하삼동커피 감천점,부산광역시 사하구 감천동
791194,언양닭칼국수 태화점,울산광역시 중구 태화동
791263,순천다솜꽃도매,전라남도 순천시 조례동
791378,달린플린,인천광역시 연수구 송도동
791451,경남NSR 창원점,경상남도 창원시 성산구 중앙동
791454,도흥건설,경상남도 의령군 의령읍 서동리
791460,디테일러명김해1호점,경상남도 김해시 내덕동
791578,고주방,경기도 화성시 방교동
791784,쌍문삼겹살,서울특별시 도봉구 쌍문동
791811,모가엘가어린이집,대구광역시 달서구 상인동
791924,얼핏스킨살롱,부산광역시 부산진구 부전동
792028,아미헤어룸,경기도 부천시 송내동
792034,깻잎두마리치킨(부곡점),경기도 안산시 상록구 부곡동
792214,변호사박봉석법률사무소,경상남도 창원시 성산구 사파동
792283,sayfleur,광주광역시 북구 우산동
792344,컴 폴 커피(come for coffee),서울특별시 강북구 번동
792378,일진소방주식회사,전라북도 정읍시 상동
792564,야미,경기도 시흥시 정왕동
792635,성산포수협외식산업센터(회판매),제주특별자치도 서귀포시 성산읍 성산리
792693,모바일 스토어,경기도 양주시 덕계동
792925,태백 매콤이 닭발편육,강원도 태백시 황지동
793173,혼밥대장 비전점,경기도 평택시 비전동
793249,양(羊)식당,경기도 이천시 중리동
793282,일(1)인한식당,충청남도 당진시 송산면 유곡리
793340,피오라 유리공방(Piece of Light Stained Glass Studi,경기도 용인시 처인구 모현읍 능원리
793410,예쁜공간욕실,서울특별시 도봉구 도봉동
793458,쇼콜라 옐로블리,경기도 고양시 덕양구 동산동
793504,클린예술,경상남도 김해시 부원동
793538,꼼꼼대장,서울특별시 서대문구 연희동
793570,젠틀펫 울트라,대구광역시 서구 중리동
793758,윤선생우리집앞영어교실 관저예미지영어교습소,대전광역시 서구 관저동
793787,더웰스토리,대전광역시 대덕구 중리동
794071,밥달나무,서울특별시 강남구 논현동
794260,야심한 오늘같은밤 한잔,부산광역시 사상구 괘법동
794279,윤밀,서울특별시 구로구 오류동
794291,씨유(CU)성빈센트점,경기도 수원시 팔달구 지동
794318,명동닭튀김 첨단점,광주광역시 광산구 쌍암동
794350,조선에서왔소 김해직영점,경상남도 김해시 내동
794424,리폼드크로스핏(1호점),경기도 김포시 운양동
794694,더헤어레이,강원도 삼척시 남양동
794742,온빛전기조명,경기도 시흥시 매화동
795417,세븐일레븐 중구스카이점,부산광역시 중구 부평동3가
795461,원진빌딩,충청남도 서산시 석림동
795488,타이어 공임나라,광주광역시 북구 삼각동
795494,하이,대구광역시 수성구 범물동
795548,할리스커피 청주동남점,충청북도 청주시
795579,부산개인택시 (부산37바9622),부산광역시 연제구 연산동
795800,이디야진도점,전라남도 진도군 진도읍 교동리
795861,비스타학원,경기도 의정부시 금오동
796090,부천과자점,경기도 부천시 심곡본동
796229,대전종합물류,대전광역시 대덕구 비래동
796280,타오유학원,서울특별시 동대문구 신설동
796365,(주)가보세여행사,부산광역시 동래구 온천동
796412,에브로더,광주광역시 서구 쌍촌동
796491,서귀롱,제주특별자치도 서귀포시
796544,구산 하루애 협동조합,광주광역시 남구 압촌동
796615,하진,전라북도 전주시 덕진구 덕진동1가
796958,터치브로우,광주광역시 광산구 장덕동
796964,컴포즈커피 창원용호롯데상가점,경상남도 창원시 의창구 용호동
797049,에스배드민턴,전라북도 군산시 경장동
797214,중화 인터네셔널,경기도 안산시 단원구 원곡동
797233,버프,경기도 시흥시 대야동
797474,스트럭처커피(STRUCTURE COFFEE),경상남도 김해시 대동면
797477,태울한식부페,강원도 강릉시 강동면 정동진리
797555,이화,충청남도 천안시 동남구 신부동
797671,키즈니영어,경기도 성남시 분당구 금곡동
797675,남선,서울특별시 마포구 공덕동
797842,서울마약식당,경기도 양주시 광사동
797932,음성온빛안과의원,충청북도 음성군 음성읍 읍내리
798213,아이오니,전라북도 전주시 완산구 효자동3가
798252,진 요양원,인천광역시 계양구 계산동
798489,카페자연다울수록,전라북도 순창군 순창읍
798502,프시케,서울특별시 강남구 논현동
798621,라쌤영어,경기도 고양시 일산서구 일산동
798913,더벤티 평내호평역점,경기도 남양주시 호평동
798931,타다(TADA),서울특별시 마포구 아현동
798951,가나안메디컬,대전광역시 동구 정동
799245,맛있는3단숙성다드림(거제아주점),경상남도 거제시 아주동
799298,월드클래스홀덤펍 (PUB),경상남도 창원시 성산구 상남동
799300,청평실력이쑥쑥학원,경기도 가평군 청평면 청평리
799426,연수피엔씨 주식회사,인천광역시 미추홀구 용현동
799458,씨유(CU) 공덕SK리더스뷰점,서울특별시 마포구
799665,악동떡볶이,서울특별시 광진구 자양동
799815,천일축산,경기도 남양주시 오남읍 오남리
799965,경양가츠춘천점,강원도 춘천시 동내면 거두리
800044,호지안 (HOZIAN),서울특별시 송파구 잠실동
800054,제이원 축구클럽,경기도 광주시 장지동
800210,용궁연잎호두,부산광역시 기장군 기장읍 시랑리
800232,더하우즈,서울특별시 중랑구 면목동
800440,푸르넷 힐스 공부방,전라남도 여수시 덕충동
800504,이 (e)해법수학and셀파수학교실,경상남도 창원시 마산합포구 월영동
800758,먹고또와유,충청남도 공주시 신관동
800976,디퍼런트,서울특별시 송파구 문정동
801064,본도시락 민락지구점,경기도 의정부시 민락동
801071,김종구어묵,경상남도 통영시 북신동
801110,에덴산업,전라남도 순천시 장천동
801304,포항미래FAT상담교육센터,경상북도 포항시 남구 이동
801305,지은세탁소,충청남도 논산시 부창동
801431,온나플라워,경기도 고양시 일산동구 장항동
801499,에그왁싱(Egg Waxing),경기도 김포시 구래동
801554,단하,세종특별자치시 어진동
801590,탕수육주는육군짬뽕,충청북도 청주시 청원구 오창읍 구룡리
801593,깊은밤의서정곡,울산광역시 남구 무거동
801633,리틀스키퍼(Little Skipper),경기도 고양시 일산동구 백석동
801678,경인홈시스템,경기도 용인시 처인구 포곡읍 삼계리
801962,메이잡화점,충청북도 청주시 흥덕구 복대동
802009,에이플,경기도 안산시 상록구 본오동
802388,러블리제이 1호점,경기도 동두천시 생연동
802425,주식회사 그린보드,강원도 춘천시 동내면 신촌리
802478,이디야 비산사거리점,경기도 안양시 동안구 비산동
802621,사골먹은감자탕사감부대찌개,인천광역시 서구 가정동
802742,중화볶음의정석,충청남도 아산시 음봉면 소동리
802944,(주)경인석유고속도로동명(춘천)충전소,경상북도 칠곡군 동명면 가천리
802958,별다방,경상남도 밀양시 단장면 단장리
803002,마산아구해물찜탕,경기도 시흥시 하중동
803140,주식회사 다운진프라임어학원,서울특별시 마포구 대흥동
803154,슈퍼파워좌회전,서울특별시 강북구 수유동
803162,에이비씨상사,충청남도 당진시 송악읍 반촌리
803349,아산모닝글로리문고,서울특별시 송파구 풍납동
803393,아마노코리아(주) 엠버418오피스텔,서울특별시 영등포구 양평동3가
803442,헤븐리터치,경기도 광명시 하안동
803559,씨에이치이,경기도 고양시 덕양구 토당동
803610,토스트럭 신사가로수길점,서울특별시 강남구 신사동
803773,아누트헤어,대구광역시 수성구 수성동4가
803829,지에스25 안성칠곡(상품권),경기도 안성시 원곡면 칠곡리
803978,추억의 삼거라과자,부산광역시 서구 토성동5가
803994,리베라골프트레이닝센터,서울특별시 관악구 신림동
804107,배곧충효태권도,경기도 시흥시 정왕동
804163,신진통닭오산원동점,경기도 오산시 원동
804263,미니스톱 상계푸르지오점,서울특별시 노원구 상계동
804323,아이스짱,인천광역시 남동구 논현동
804402,딘,부산광역시 북구 금곡동
804464,내몸살리기,전라남도 순천시 덕암동
804637,윤쉐프,서울특별시 구로구 구로동
804799,지(G)클라스,울산광역시 울주군 청량읍 상남리
804933,밀가루집,서울특별시 중랑구 면목동
804940,요리하는곰탱이,인천광역시 서구 청라동
805025,다도회수산,광주광역시 광산구 쌍암동
805046,여의도마루,서울특별시 영등포구 여의도동
805329,우아한 네일,인천광역시 부평구 부개동
805346,(주)에이치앤리빙,서울특별시 동대문구 장안동
805368,넘버원 No.1 세차장,경기도 용인시 수지구 상현동
805497,무인카페 나우커피(가좌점),인천광역시 서구 가좌동
805942,법률사무소 진률,서울특별시 서초구 서초동
805971,고향한식부페,경기도 광주시 오포읍 문형리
806138,동서ENG,대구광역시 동구 각산동
806210,미지신발,광주광역시 동구 학동
806270,씨밀레(CIMILLE flower room),경기도 안성시 현수동
806277,헤아(hea.),충청북도 진천군 덕산읍 두촌리
806284,마린보이요트클럽,서울특별시 영등포구 여의도동
806782,로또운동요법,서울특별시 구로구 가리봉동
806863,에그박스 권선인계점,경기도 수원시 권선구 권선동
806916,투가이즈다이닝,대구광역시 남구 대명동
807021,일층함박,경기도 부천시 옥길동
807127,내동컴퓨터에이에스,대전광역시 서구 괴정동
807381,미술실,서울특별시 용산구 한강로3가
807490,배충근내과의원,대구광역시 수성구 수성동3가
807729,강담스터디카페,경기도 광명시 철산동
807879,우진디자인시스템,부산광역시 사상구 감전동
808055,프랭크버거 화정점,경기도 고양시 덕양구 화정동
808066,모던공조,대전광역시 서구 복수동
808201,세남자의광택 RMD달서구점,대구광역시 달서구 두류동
808370,고덕동 커피,서울특별시 강동구 고덕동
808484,카페 미스터 버거,부산광역시 기장군 기장읍 대라리
808561,주식회사 데커,서울특별시 송파구 방이동
808607,지에스(GS)25 우정버들로점,경기도 화성시 우정읍 주곡리
808780,주식회사 베그너하우스,서울특별시 용산구 한남동
808796,샤이닝창호,경기도 평택시 청북읍 한산리
808811,(주)와이즈만영재교육 방배본원학원,서울특별시 서초구 방배동
808816,모토키이(Motokii)안동직영점,경상북도 안동시 이천동
808866,로뎀디앤아이,경기도 구리시 갈매동
808981,류비피부,경상북도 경산시 압량읍 신대리
809243,투데이즈플라워,대전광역시 서구 월평동
809247,유리네 샌드위치,경기도 의정부시
809453,불닭발땡초동대문엽기떡볶이 강릉옥천점,강원도 강릉시 옥천동
809831,도도수완점,광주광역시 광산구 장덕동
809852,1 rest(구계곡매점),경기도 가평군 청평면 청평리
810041,지에스(GS)25 언양북문점(상품권),울산광역시 울주군 언양읍 동부리
810158,피우다,경상남도 양산시 동면 석산리
810374,바우네나주곰탕산북점,전라북도 군산시 산북동
810600,제주돈삼겹애월직영점,제주특별자치도 제주시 애월읍 애월리
810624,브라보 당구장,서울특별시 영등포구 당산동3가
810858,(주)인스타짐구로디지털단지역점,서울특별시 구로구 구로동
811061,잠꾸러기,전라남도 여수시 웅천동
811130,지에스(GS)25 대명점(상품권),대구광역시 남구 대명동
811254,샵(#)2020,경상남도 김해시 장유동
811264,빅스타피자(관저도안점),대전광역시 서구 관저동
811317,반찬사랑카페,경기도 남양주시 화도읍 묵현리
811326,이가밀방,서울특별시 강서구 방화동
811367,탑 스터디카페,경기도 안산시 상록구 본오동
811369,다양해,서울특별시 성북구 정릉동
811405,뉴라인성형외과 의원,서울특별시 서초구 잠원동
811553,평택원예농업협동조합 하나로마트,경기도 평택시 용이동
811569,주-온누리투어,경기도 이천시 중리동
811574,지경ENG,전라북도 익산시 평화동
811671,좋 은 날,충청남도 부여군 부여읍 구아리
811684,쎈언니노래연습장,서울특별시 송파구 가락동
811778,주식회사 메타애니멀,경기도 화성시 반송동
811804,무뚝이청국장and순두부,충청남도 아산시 탕정면 명암리
811942,크라운호프 문래점,서울특별시 영등포구 문래동3가
812071,광덕고현우한의원,경기도 안산시 상록구 월피동
812111,GS25 갈산역점 (상품권),인천광역시 부평구 갈산동
812114,디에프정신건강의학과의원,서울특별시 강남구 청담동
812177,순스과자점,서울특별시 도봉구 방학동
812185,신일토기,경기도 하남시 천현동
812325,주식회사 와이즈소프텍,서울특별시 마포구 합정동
812445,보떼 데코,서울특별시 서초구 잠원동
812488,오크린환경,인천광역시 서구 금곡동
812662,돌격꽃게장 본점,경상북도 칠곡군 석적읍 중리
812725,스파렉스,경기도 광주시 오포읍 양벌리
812813,세라젬 웰카페 광명철산점,경기도 광명시
812837,족욕365,대구광역시 달성군 다사읍 죽곡리
812876,문어식당,서울특별시 중랑구 면목동
812897,주식회사 시소,경기도 군포시 산본동
812948,울집와,경기도 시흥시 조남동
813236,카멜프레스,서울특별시 강남구 신사동
813369,커피방앗간다온,경상남도 창원시 마산합포구 중앙동3가
813792,진양양꼬치,서울특별시 종로구 효제동
813933,토이푸TOYPOO,대구광역시 중구 삼덕동1가
813944,디어유,경기도 평택시 포승읍 도곡리
813948,지니(Genie),경기도 안양시 만안구 안양동
813949,스피드메이트파워디젤 주식회사,경기도 시흥시 정왕동
814010,마린플래닛,강원도 강릉시 사천면 사천진리
814278,음식을 만드는 사람들,충청남도 공주시 신관동
814592,소담채,경상북도 안동시 동문동
814627,오양상사,전라북도 남원시 왕정동
814635,리수에노,경기도 의정부시 의정부동
814669,주식회사 들,경기도 고양시 일산동구 장항동
815046,쎈언니술공장(쎈술),서울특별시 관악구 신림동
