store_no,store_nm,addr
4965,캘리핏 댄스학원,경기도 화성시 청계동
4976,원할머니보쌈족발 야탑성남시청배달점,경기도 성남시 중원구 여수동
5064,우리동네 무인 아이스크림,서울특별시 성동구 옥수동
5115,고래설비,경기도 수원시 장안구 정자동
5192,플라워 포엠,부산광역시 부산진구 부암동
5289,밤밭사계절장어엔랍스터낚시터,경기도 포천시 가산면 마전리
5307,매일반찬천국,부산광역시 수영구 망미동
5324,대광피플즈 주식회사,경기도 광주시 오포읍 매산리
5353,쉼표필라테스 연산점,부산광역시 연제구 연산동
5384,다산숲동물메디컬센터and동물행동클리닉,경기도 남양주시 다산동
5486,대성무역,충청남도 논산시 반월동
5567,까꿍포차,부산광역시 부산진구 초읍동
5796,쉽게하는 다이어트,경기도 안양시 만안구 박달동
5883,금촌고향우렁쌈밥전문점,경기도 파주시 금촌동
5904,심봉사도로케 청천점,인천광역시 부평구 청천동
5917,갯골사랑애보호작업장,경기도 시흥시 포동
6034,여기308,제주특별자치도 제주시 구좌읍 월정리
6039,이마트24 SELF첨단LH3단지점,광주광역시 광산구 월계동
6108,거송갈비찜 진해점,경상남도 창원시 진해구 풍호동
6191,누스아트(마음그림공감연구소),경기도 고양시 덕양구 행신동
6395,지에스25양양푸르미점,강원도 양양군 양양읍 월리
6401,나렌시아 케이크(Narensia Cake),서울특별시 도봉구 창동
6446,주식회사 광물,전라남도 여수시 덕충동
6546,주식회사 천지_카페1964,부산광역시 중구 동광동2가
6672,서천냉동냉장,충청남도 서천군 서천읍 군사리
6731,천지5호,인천광역시 부평구 십정동
6789,하삼동커피숍롯데캐슬프리미어점,경상남도 창원시
6806,돌격수학학원,경기도 용인시 수지구 상현동
6878,주식회사 바른손,서울특별시 강서구 마곡동
6907,마당뒷고기,경기도 화성시 봉담읍 동화리
6926,후카존,경기도 수원시 팔달구 인계동
7005,성남총화훼영농조합법인,경기도 성남시 중원구 성남동
7071,빽다방 수원SKV1점,경기도 수원시 권선구 평동
7523,주식회사 디엔지모빌리,경기도 하남시 하산곡동
7556,녹산카고크레인,경상남도 김해시 지내동
7671,지에스25 영종스카이탑 다와라(상품권),인천광역시 중구
7683,유엔아이디자인,경기도 남양주시 평내동
7764,새벽돼지,서울특별시 마포구 상암동
7782,플랜트경남고성라운지,경상남도 고성군 고성읍 동외리
7843,소소한면,강원도 강릉시 내곡동
8015,찜닭킹 영천점,경상북도 영천시 작산동
8049,제주둘레국수 이천부발점,경기도 이천시 부발읍 무촌리
8075,신(新) 달인가구,서울특별시 중구 황학동
8259,내저바다향,전라남도 장흥군 대덕읍 신월리
8310,맛나감자탕 명지국제신도시점,부산광역시 강서구 명지동
8399,공감스터디카페 부천옥길점,경기도 부천시 옥길동
8447,숙구제,서울특별시 은평구 수색동
8450,기발한치킨 광적점,경기도 양주시 광적면 가납리
8531,프리튀르,제주특별자치도 서귀포시 안덕면 서광리
8546,스마트일본어 한일교육문화연구소,강원도 원주시 명륜동
8725,코성(KOK-seong)유통,경상남도 창원시 진해구 경화동
8766,논현충전소,인천광역시 남동구 고잔동
8823,에스케이바이오사이언스(주)_정기결제,서울특별시 중구 순화동
8957,피자마루 선학점,인천광역시 연수구 선학동
8964,오롯시청과,경상남도 창원시 마산회원구 석전동
9229,(주)셀플러스코리아,경기도 성남시 분당구 삼평동
9254,스마일페이(문화비)_3,서울특별시 강남구 역삼동
9423,처갓집양념치킨 도당점,경기도 부천시 도당동
10031,숙명조이엘 음악학원,경기도 의정부시 녹양동
10149,브리즈,전라남도 순천시 연향동
10196,아소비 인천송도마리나109점,인천광역시 연수구
10252,더블유쇼핑_상담원,서울특별시 중구 순화동
10266,보수청과113호,부산광역시 중구 보수동3가
10339,만보자동문,광주광역시 북구 동림동
10488,미래뷰티산업협동조합,제주특별자치도 제주시 연동
10655,한양코스메틱(HANYANG COSMETICS),경기도 안산시 상록구 사동
10898,오픈하우스,서울특별시 광진구 구의동
10983,미네래쉬뷰티,경기도 수원시 영통구 영통동
11467,지엘씨앤씨,서울특별시 중랑구 신내동
11640,삼식이 닭한마리,경상남도 창원시 마산회원구 합성동
11690,대광,경기도 광주시
11738,비허밍스터디카페(오산점),경기도 오산시 금암동
12095,존프랭클남산주짓수,서울특별시 중구 남산동1가
12238,스터디하우스앤카페(and cafe)동광주점독서실,광주광역시 북구 각화동
12327,이루리스터디카페명륜역점,부산광역시 동래구 온천동
12450,골드블루행복농장,전라남도 화순군 사평면 검산리
12573,파리엔느 사당점,서울특별시 동작구 사당동
12628,한얼예술기획,충청북도 옥천군 옥천읍 금구리
12853,파크랜드 대구신암점,대구광역시 동구 신암동
13021,방문판매_2,서울특별시 강남구 역삼동
13246,화목커피숍,경기도 평택시 오성면 숙성리
13309,그곳,전라북도 전주시 완산구 남노송동
13457,남도분식화성행궁점,경기도 수원시 팔달구 장안동
13546,플루800임은점,경상북도 구미시 임은동
13714,중앙야채나물백화점,서울특별시 영등포구 영등포동5가
13735,공차 마전점,인천광역시 서구 마전동
13741,한스테이블,서울특별시 강서구 화곡동
13808,아름다운 노래주점,울산광역시 남구 신정동
13949,아야 커피(AYA COFFEE),서울특별시 강남구 역삼동
14035,주식회사 써티원,서울특별시 강남구 신사동
14340,루시스타 김포공항,서울특별시 강서구 방화동
14593,진복국보리굴비,경기도 성남시 분당구 수내동
14661,성화양초,대전광역시 동구 대별동
14851,브랜든음악나디아어학원,경상남도 창원시 의창구 용호동
14899,명품갈비,경상북도 경주시 황성동
15170,구씨네,인천광역시 연수구 선학동
15489,코오롱골프 멀티 만수점,인천광역시 남동구 만수동
15509,코코피,경상북도 상주시 공성면 옥산리
15581,터디자인,전라북도 익산시 중앙동1가
15584,파크랜드 양정점,부산광역시 부산진구 양정동
15630,주문진막국수돼지국밥,경상남도 양산시 주남동
15790,태봉자동차정비,경상남도 김해시 진례면 송현리
15920,리온(매곡점),광주광역시 북구 매곡동
16099,？식당,제주특별자치도 서귀포시 성산읍 시흥리
16266,승호아빠,서울특별시 중구 신당동
16332,으뜸플러스안경(구월점),인천광역시 남동구 구월동
16366,씨제이올리브영(주)울산업스퀘어점,울산광역시 남구 삼산동
16769,고창풍천장어수산,경기도 안양시 동안구 호계동
17066,카페는,경기도 화성시 청계동
17108,튜터링(무),서울특별시 강남구 역삼동
17444,행복솔루션(이혼상담사오인룡사무소),대구광역시 수성구 범어동
17539,신야성,경기도 수원시 영통구 매탄동
17547,카페하즈,대구광역시 북구 사수동
17656,인아트전주대리점,전라북도 전주시 완산구 중화산동2가
17660,중인마트,전라북도 전주시 완산구 중인동
17683,인아디자인스튜디오,서울특별시 송파구 송파동
17734,투이뻐,대구광역시 동구 효목동
17738,튼튼마디외과의원,충청남도 서천군 서천읍 군사리
17934,이비 컴퍼니,서울특별시 용산구 한남동
18034,모든자원,부산광역시 강서구 대저1동
18392,흥부경매장,부산광역시 강서구 봉림동
18414,오뉴컴퍼니,경기도 김포시 사우동
18627,주식회사세종서가,충청북도 청주시 흥덕구 복대동
18723,제주돈카츠,서울특별시 서초구 서초동
18847,보약마을,강원도 태백시 황지동
18851,아이원트심리발달센터,부산광역시 기장군 정관읍 매학리
18964,가뽀세헤어,대구광역시 북구 구암동
19103,떡돌이와 막국수 친구들,경상남도 양산시 삼호동
19272,수원왕갈비통닭 광명점,경기도 광명시 일직동
19546,짚신당구클럽,광주광역시 북구 양산동
19562,펜보 Penbo Company,서울특별시 금천구 시흥동
19605,주식회사 고트(GOAT),인천광역시 서구 당하동
19712,(주)정산푸드시스템(홀릭),경상남도 김해시 내동
19899,큐이디(QED) GOLF FITING STUDIO,전라남도 광양시 광양읍 구산리
19947,렌즈미 미사역점,경기도 하남시 망월동
19953,토고리옛날막창.소갈비살,인천광역시 계양구 계산동
20029,제주차롱집,제주특별자치도 서귀포시 표선면 표선리
20207,제이발레아트학원,경기도 수원시
20237,연꽃당구장,경기도 시흥시 하중동
20347,주)백합상사 슬립앤슬립 아주대병원점,경기도 수원시 영통구 원천동
20446,IPHONE FIX,경기도 평택시 팽성읍 안정리
20497,토리베이크,충청남도 서산시 동문동
20537,에어스자판,서울특별시 용산구 용산동6가
20569,한신더휴센트럴포레2어린이집,부산광역시 기장군 일광면
20608,한솥도시락예천신도시점,경상북도 예천군 호명면 산합리
21069,응온비엣(맛있는 베트남),부산광역시 해운대구 우동
21163,먹깨비,경기도 동두천시 생연동
21360,인블룸,충청남도 천안시 서북구 성정동
21573,갈마살롱,대전광역시 서구
21609,민물장어집,충청북도 영동군 황간면 남성리
21671,거제상신상사,경상남도 거제시 수월동
21675,보글팩토리,경기도 의정부시 신곡동
21763,반정인테리어 디자인,서울특별시 서대문구 홍제동
21773,전화결제(키인)무_4,서울특별시 강남구 역삼동
21817,속닥속닥,경상남도 진주시 하대동
21850,포 베이프,서울특별시 도봉구 창동
21970,고려산농원,인천광역시 강화군 하점면 부근리
22240,케이스타일 (kstyle),부산광역시 서구 아미동1가
22739,지코바논산2호점,충청남도 논산시 대교동
22754,어머니밥상and음식.반찬,경기도 안양시 동안구 평촌동
22819,빽다방전주하가점,전라북도 전주시 덕진구 덕진동2가
22847,오복닭강정,전라북도 전주시 덕진구 송천동1가
22885,두연가다,경기도 여주시 오금동
23002,창조냉동,대전광역시 중구 유천동
23058,이마트24 R공주대점,충청남도 공주시 신관동
23125,카페051 남산역점,부산광역시 금정구 남산동
23390,굿샷스크린골프 굿샷식당,대전광역시 대덕구 송촌동
23417,폴룩스화인아트주식회사,경기도 부천시 소사본동
23457,봉봉소아청소년과,경기도 고양시 일산동구 식사동
23486,티알 커뮤니케이션즈,경기도 안양시 동안구 비산동
23493,영앤꼬치,대구광역시 수성구 중동
23543,59독,부산광역시 강서구 녹산동
23603,그녀의 드레스룸,대구광역시 서구 내당동
23992,에이스교육,경기도 안양시 만안구 안양동
24049,쎄이뀨,대전광역시 유성구 지족동
24125,플라워드에오스,서울특별시 서초구 반포동
24140,대감게장,전라남도 여수시 학동
24283,태화운수 (주),충청북도 제천시 산곡동
24357,사랑아구찜,전라남도 여수시 충무동
24366,걱정(마요)MAYO CAFE,서울특별시 구로구 구로동
24671,까망토끼 창작소,서울특별시 동대문구 답십리동
24810,주식회사린앤씨,서울특별시 강남구 논현동
24868,약용식물교육개발원,강원도 홍천군 홍천읍 갈마곡리
25055,신솥해장국and돼지국밥,경기도 김포시 대곶면 율생리
25103,피자나라치킨공주 광주신가점,광주광역시 광산구 신가동
25134,러브이담,경기도 파주시 탄현면 성동리
25282,명가 옛날통닭(태안점),충청남도 태안군 태안읍 동문리
25298,아로이커피 고양점,경기도 고양시 덕양구 고양동
25416,위그위그(wigwig),서울특별시 강북구 번동
25427,안녕커피 sea,부산광역시 해운대구 중동
25446,다름 농수산물(본점),대전광역시 서구 탄방동
25554,코끼리상회,대구광역시 중구 수창동
25559,베이커리 197,경상북도 구미시 고아읍 문성리
25573,오영미인나라,광주광역시 북구 각화동
25656,삼정ENE,경기도 이천시 고담동
25787,민애헤어샵,경상남도 창녕군 창녕읍 말흘리
25841,빅스톤영어교습소,대구광역시 중구 동인동2가
25937,오빠네 대패점빵,부산광역시 기장군 정관읍 달산리
26158,다해중기,경기도 오산시 내삼미동
26195,원조 춘천 중앙로 숯불닭갈비,서울특별시 노원구 공릉동
26248,까페 청계천,서울특별시 종로구 장사동
26257,경희대석사청학태권도장,경기도 안양시 동안구 호계동
26332,주원자동차공업사,경기도 남양주시 진건읍
26336,제주은희네해장국(송추점),경기도 양주시 장흥면 교현리
26342,(주)지티에스골프동탄지점,경기도 화성시 영천동
26375,아바영어교습소,부산광역시 서구 서대신동3가
26480,닭사부 신길점,경기도 안산시 단원구 신길동
26538,대박 청과,경상북도 구미시 형곡동
26681,시연 머리하다,경기도 평택시 비전동
26859,포엠,경기도 시흥시 정왕동
26891,이도엄마,대구광역시 수성구 만촌동
26977,포즈(pose),인천광역시 남동구 구월동
27010,주식회사 트리니티,제주특별자치도 제주시 아라일동
27272,박정훈볼링샵,인천광역시 연수구 청학동
27282,세컨드그래픽,서울특별시 강남구 청담동
27306,약손명가 에스테틱,서울특별시 구로구 개봉동
27318,호반스크린골프,전라북도 전주시 덕진구 덕진동2가
27350,네스트 257,충청북도 청주시 서원구 사창동
27451,솔 카페,서울특별시 노원구 중계동
27474,웨얼위고,경기도 광명시 광명동
27743,엠지(MG)인테리어카페,경상남도 김해시 구산동
27849,진주옵티칼,대구광역시 북구 노원동3가
27876,현대정육점,충청남도 당진시 읍내동
28087,알로하(Aloha),경상남도 거제시 고현동
28286,앤유,대구광역시 수성구 두산동
28407,투썸플레이스 울산태화강역점,울산광역시 남구 삼산동
28416,복순이네세꼬시뼈꼬시,광주광역시 북구 용두동
28428,골든테이블(Gol den Table),경기도 고양시 일산서구 대화동
28447,김밥집 꽃피는 정원,경상남도 창원시 마산회원구 내서읍 중리
28599,키친링크,서울특별시 관악구 신림동
28796,아리스앤스킨바디,부산광역시 부산진구 부전동
28838,맛있게매운직화구이불닭맛집,경상남도 창원시 의창구 도계동
28954,아이스크림 세계과자 꽁꽁냠냠 산남2호점,충청북도 청주시 서원구 산남동
29014,엘트레이드,경기도 성남시 분당구 서현동
29046,18번지 엄마 반찬,인천광역시 강화군 강화읍 용정리
29059,행복한 한길밥상,경기도 여주시 가업동
29120,문주산업,광주광역시 서구 매월동
29339,벨라쌤영어교습소,인천광역시 미추홀구 용현동
29542,메가커피 일산가로수길점,경기도 고양시 일산서구 대화동
29561,티엠디코리아(TMDKOREA),경기도 안양시 동안구 평촌동
29630,바른치킨 향남1지구점,경기도 화성시 향남읍 행정리
29789,헤어？애디안,경기도 의정부시 민락동
29822,더쉐프(The chef),경기도 수원시 장안구 영화동
29874,무인카페 도도,경상북도 경산시 하양읍 금락리
30045,삼마환경 주식회사,경기도 용인시 처인구 이동읍 서리
30061,씨유(CU)장덕영신점,광주광역시 광산구 장덕동
30170,태산커뮤니케이션,인천광역시 계양구 계산동
30173,SK에너지(주) 성수주유소,서울특별시 성동구 성수동1가
30317,구트 스튜디오,서울특별시 강남구 논현동
30580,풍문으로들었소 순대국,경기도 고양시 일산서구 대화동
30756,예듀매씽,경기도 고양시 일산서구 탄현동
30765,아이가 행복한 어린이집,경상남도 양산시 덕계동
30840,안동유통,서울특별시 동대문구 제기동
30967,로미가방,울산광역시 동구 동부동
31038,경화의부엌 가정식뷔페,부산광역시 수영구 민락동
31126,(주)유탑디앤씨 홍콩반점0410광주상무점,광주광역시 서구
31137,빛방울 작업실,광주광역시 서구 금호동
31219,횬츄리 스튜디오,서울특별시 은평구 신사동
31479,김해장식철물,경상남도 김해시 풍유동
31532,자연담은탕제원,경상남도 창원시
31535,탑스크린골프,충청남도 천안시 서북구 두정동
31593,명품초밥,경기도 수원시
31611,힐리키즈에듀,경기도 용인시 기흥구 언남동
31680,파크랜드 경기여주점,경기도 여주시 홍문동
31740,엘튜나박스(Eltonabox),대구광역시 달서구 진천동
31770,오늘 그날헤어,경상남도 창원시 의창구 중동
32197,에프원화물,충청북도 청주시 흥덕구 지동동
32370,영인텍스,경기도 포천시 내촌면 진목리
32428,더칸,전라북도 군산시 나운동
32466,오소영,경기도 수원시 장안구 정자동
32744,허밍포차,경기도 용인시 처인구 포곡읍 삼계리
32782,더드림,경기도 수원시 영통구 영통동
32783,돈국수,서울특별시 은평구 응암동
32962,주식회사코렛,경상남도 진주시 충무공동
33004,보이스 스튜디오,강원도 강릉시 포남동
33096,전주카실내크리닝,전라북도 전주시 덕진구 인후동1가
33120,지에스25(GS25) 유천하나점(상품권),대전광역시 중구 유천동
33121,지에스(GS)25 위례호반(상품권),경기도 성남시 수정구 창곡동
33208,(주)파이브앤식스,충청북도 청주시 흥덕구 송정동
33463,전호성,서울특별시 중랑구 면목동
33714,와이제이카케어,제주특별자치도 서귀포시 서귀동
33742,창조 1인 독서실,경기도 안성시 공도읍 만정리
33972,디자인코,대구광역시 수성구 황금동
34004,컬쳐히어로_카카오페이,경기도 성남시 분당구 백현동
34027,시곡 주차장,충청남도 당진시 시곡동
34188,굿 피자 파스타,서울특별시 노원구 공릉동
34275,훈덕이네고기구워먹는집,인천광역시 남동구 장수동
34531,동양시스템,강원도 춘천시 동내면 고은리
34548,김진메디마사지,경상북도 경주시 안강읍 안강리
34549,얼음왕국마트 셀프빨래방워시쿱 천호점,서울특별시 강동구 천호동
34631,진흥NCT,경기도 화성시 팔탄면 지월리
34672,던킨도너츠 용산하나로마트점,서울특별시 용산구 한강로2가
34685,지에스(GS)25울산아이파크점,울산광역시 남구 신정동
34811,아봉당(Abon dang),경기도 화성시 능동
34880,문경새재가는 마실닭,대구광역시 북구 동천동
34897,대현자동차부품,충청남도 아산시 온천동
34945,배달짜글oh짜글 안산상록점,경기도 안산시 상록구 본오동
35112,주식회사 어바우트,서울특별시 서초구 서초동
35252,마실재가노인복지센터,대구광역시 달서구 성당동
35309,천마산업,서울특별시 송파구 송파동
35365,애드헤어,경기도 고양시 일산서구 일산동
35418,(주)씨에스티인터내셔날코리아,경기도 광주시 태전동
35470,GS25 처인구청점,경기도 용인시 처인구 김량장동
35491,제주닷컴_3,서울특별시 강남구 역삼동
35574,아임파인청과,서울특별시 관악구 봉천동
35694,가평생오리,경기도 가평군 조종면 현리
35762,방패군장,서울특별시 관악구 남현동
35802,괌무역,서울특별시 노원구 상계동
35846,반짝시스템,제주특별자치도 서귀포시 표선면 세화리
35853,한울요가,충청남도 공주시 중동
36046,나나댄스컴퍼니 주식회사,서울특별시 용산구 한강로2가
36260,에이티에어컨(AT 에어컨),서울특별시 송파구 풍납동
36270,극동인테리어건축,부산광역시 기장군 일광면 삼성리
36276,카페051대연SK점,부산광역시 남구 대연동
36319,리얼리터,경기도 파주시 목동동
36402,하삼동커피대구도원점,대구광역시 달서구 도원동
36428,클린앤제이 남양주4호점,경기도 남양주시 진건읍 신월리
36517,씨유(CU)시흥포동점,경기도 시흥시 포동
36654,(주)오와이로버츠앱,경기도 고양시 일산서구 대화동
36701,이투 (E2),대구광역시 남구 대명동
36760,포레움문공인중개사사무소,경기도 의왕시 삼동
36886,롤앤지,광주광역시 광산구 신가동
37039,아이스크림 세계과자 꽁꽁냠냠 용암2호점,충청북도 청주시 상당구 용암동
37150,(주) 화방관광 손오공마라탕 인천가정점,인천광역시 서구 가정동
37171,군자대한곱창 동래점,부산광역시 동래구 명륜동
37239,캔들 컬렉션,서울특별시 강북구 수유동
37280,수월경화,부산광역시 해운대구 송정동
37316,동원홈푸드ARS(무),서울특별시 강남구 역삼동
37638,라포미 경산역점,경상북도 경산시 사정동
37764,예자매네꽃풍선,경기도 양주시 덕계동
37926,오묘스토리,경기도 성남시 중원구 상대원동
37988,수원우만점작심독서실,경기도 수원시 팔달구 우만동
38090,얼음왕국 스윗타임,경기도 군포시 당동
38193,모어딥,서울특별시 강남구 신사동
38330,자미당(수송점),전라북도 군산시 미장동
38464,60판왕뚜껑삼겹살 오목천점,경기도 수원시 권선구 오목천동
38471,하늘아이키즈,전라북도 익산시 창인동1가
38634,범호기획,전라북도 정읍시 수성동
38670,수통골뱅이,경상북도 안동시 풍천면 갈전리
38779,의손건강원,경기도 시흥시 대야동
38864,울릉도홍가네식품경북총판,경상북도 상주시 낙양동
38895,이-펫(e-pet)마곡점,서울특별시 강서구 마곡동
39194,올바른 푸드,경상북도 포항시 북구 양덕동
39303,엠(M)수학과학학원,경상북도 구미시 형곡동
39565,잭슨피자 대치점,서울특별시 강남구 대치동
39657,인터넷상거래_무(문화비)_4,서울특별시 강남구 역삼동
39767,대게공장,경상남도 양산시 평산동
39871,하와이당구장,인천광역시 남동구 만수동
39924,밀밭으로,전라북도 익산시 춘포면 쌍정리
40307,나래청과카페,부산광역시 동래구 명륜동
40455,예승상사,인천광역시 계양구 박촌동
40588,25센치꼬치앤오뎅바(동천점),경상북도 경주시 동천동
40728,찐짱밥상,인천광역시 남동구 간석동
40784,동탄그레이스소아청소년과의원,경기도 화성시 영천동
40932,(주)정진후르츠,서울특별시 송파구 가락동
41000,웰컴페이먼츠_인증_비과세_2,서울특별시 구로구 구로동
41331,삐앙벨르,대전광역시 중구 은행동
41358,할미야,광주광역시 광산구 수완동
41401,펭귄하우스 시흥센트럴푸르지오점,경기도 시흥시 대야동
41658,빛글국어논술전문배움터,충청남도 천안시 서북구 불당동
41691,씨유(CU)주례대로점,부산광역시 사상구 주례동
41784,(재)대한건설기계안전관리원,서울특별시 서초구 서초동
41786,요미요미안성미술학원,경기도 안성시 옥산동
41797,꿈꾸는 언어 상담 센터,서울특별시 광진구 구의동
41890,(주)전원주택더원,경기도 성남시 분당구 판교동
41975,클레시코케이(Classico K),광주광역시 남구 봉선동
41985,좀자리,제주특별자치도 제주시 용담삼동
42233,멀티플러스알파,경기도 시흥시 목감동
42532,와이에이치비 평택지점,경기도 화성시 양감면 송산리
42557,오르비스영어교습소,인천광역시 남동구 논현동
42622,미호사진관,충청북도 청주시 청원구 오창읍 주성리
42775,컴포즈커피 오류북부점,서울특별시 구로구 오류동
42780,진성헤어ㅅㅑㅍ,대구광역시 남구 대명동
42797,제네시스 노래주점,부산광역시 연제구 연산동
43039,태영생막창가호점,경상남도 진주시 호탄동
43435,독수리상회,서울특별시 서대문구 창천동
43621,주식회사 디셀리온,서울특별시 구로구 구로동
43773,시라소니유통,인천광역시 중구 항동7가
43826,대패가1900 용원점,경상남도 창원시 진해구 용원동
44101,주식회사 송현유통,충청남도 천안시 서북구 직산읍 수헐리
44113,주식회사 창운산업,전라북도 군산시 오식도동
44239,목은인테리어,세종특별자치시 조치원읍 서창리
44283,올바른 델리,경기도 양평군 양평읍 양근리
44388,펌프,충청북도 제천시 하소동
44583,텐퍼센트명지포스코점,부산광역시 강서구
44593,힘센한우곱도리탕,경기도 시흥시 은행동
44678,본죽앤비빔밥카페 연제점,광주광역시 북구 연제동
44702,상신공업사,서울특별시 송파구 가락동
44934,디에스타 의원,경기도 수원시 영통구 이의동
44975,송현축산물,대구광역시 달서구 송현동
44997,더백그릇,경기도 고양시 일산동구 장항동
45041,땅스부대찌개(서산점),충청남도 서산시 동문동
45116,용까스용뽀끼,경기도 시흥시 은행동
45165,터미널노래클럽,경상북도 포항시 남구 대잠동
45312,뷰뜰리에,경상남도 양산시 중부동
45331,스킨프로 뷰티샵,부산광역시 부산진구 연지동
45414,요기독 강아자랑고양이랑 부산지점,부산광역시 동래구 안락동
45487,마드모아젤 뷰티살롱,세종특별자치시 나성동
45548,청담곱떡건대점,서울특별시 광진구 화양동
45587,하이카츠,대구광역시 달성군 다사읍 죽곡리
45721,신가네식당,대전광역시 유성구 봉산동
45781,최은지미용실,서울특별시 강서구 화곡동
46120,모두아헤어,경기도 구리시 인창동
46214,파크랜드 진주중앙점,경상남도 진주시 대안동
46400,에버스크린골프,경기도 화성시 반송동
46567,서로(SEORO),광주광역시 서구 금호동
46721,에스제이 영어(SJ English),경상북도 안동시 용상동
46937,디제이모터스,광주광역시 광산구 수완동
47003,골드문 영어조합법인,충청남도 태안군 근흥면 신진도리
47011,삼작소,경기도 광주시 삼동
47156,유클리드호곡관학원,경기도 고양시 일산서구 탄현동
47200,지에스25 군포번영점,경기도 군포시 금정동
47336,투래빗댄스스튜디오학원,서울특별시 강서구 마곡동
47380,영천덴트,경상북도 영천시
47473,웰컴페이먼츠_비인증_비과세_4,서울특별시 구로구 구로동
47525,구글플레이,서울특별시 강남구 역삼동
47665,(주)파크랜드 의정부호원점,경기도 의정부시 호원동
48096,넘버원댄스스튜디오,대구광역시 북구 침산동
48113,동근이숯불두마리치킨순천조례점,전라남도 순천시 조례동
48193,짚불도,제주특별자치도 제주시 한경면 판포리
48625,숨편한 홈케어 방충망 방범창 외풍차단,인천광역시 계양구 작전동
48759,세강조명,대전광역시 서구 도마동
48776,주식회사 지에스디,대구광역시 중구 동성로3가
49335,르하임스터디카페 대구금호사수점,대구광역시 북구 사수동
49348,(주)의성쎄니타리,경기도 부천시 삼정동
49512,펜크래프트,서울특별시 마포구 망원동
49556,나이스 스크린 골프영습장,경기도 여주시 창동
49707,대가야 양식장 민물장어 직판장,대구광역시 북구 동천동
49719,돈짝 석전메트로점,경상남도 창원시 마산회원구 석전동
49730,제이수제달콤,충청북도 청주시 청원구 율량동
49823,현가족발보쌈,인천광역시 남동구 만수동
49834,피엠(P.M),전라남도 광양시 중동
49896,신화옥,인천광역시 연수구 동춘동
50054,고돼지 마곡점,서울특별시 강서구 마곡동
50074,한샘리하우스 아뜰리에 드 뿌쌍 대리점,충청북도 충주시 연수동
