store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link,Correct
520163,사랑이야기 진주점,경상남도 의령군 궁류면 평촌리,,,,,,,,,X
520174,유두유(YOUDOYOU),부산광역시 부산진구 전포동,"음식점>카페,디저트>베이커리",,전라남도 순천시 오천동 986-2,전라남도 순천시 오천2길 18-9 1층 빵드밀,354090,259265,,http://instagram.com/pdm._.0310,X
520253,롤링 롤러장(매점),경기도 안산시 상록구 성포동,"쇼핑,유통>취미,레저용품",,서울특별시 금천구 독산동 291-1,서울특별시 금천구 두산로 70 현대지식산업센터 B동 706호,302508,541335,,http://ybuy.kr/,X
520287,세익이엔지,대전광역시 유성구 안산동,,,,,,,,,X
520297,주식회사 어반필드 필라테스,서울특별시 구로구 신도림동,"건강,의료>약국",,경기도 남양주시 다산동 6063-3,경기도 남양주시 다산중앙로145번길 9,325304,558491,,,X
520326,김삿갓(공도점),경기도 안성시 공도읍 진사리,,,,,,,,,X
520430,우드코리아(주),경상남도 양산시 동면 석산리,,,,,,,,,X
520461,해조민속마을,부산광역시 수영구 망미동,,,,,,,,,X
520514,제주카용품,제주특별자치도 제주시 연동,,,,,,,,,X
520550,곤지암리조트 렌탈샵 V스키,경기도 광주시 도척면 궁평리,"전문,기술서비스>세무사",,충청남도 천안시 서북구 성정1동 703-8,충청남도 천안시 서북구 쌍용대로 224,323084,468790,,,X
520889,비너스 헤어샵,경상북도 안동시 정하동,음식점>인도음식,,서울특별시 관악구 봉천동 854-13,서울특별시 관악구 관악로14길 11 3충,307621,542422,,,X
521020,현성문화기획,경상북도 영덕군 영덕읍 덕곡리,"카페,디저트>카페",,서울특별시 강남구 수서동 450-3,서울특별시 강남구 광평로46길 5,320535,543040,,,X
521118,유포리아바이진,전라북도 전주시 완산구 효자동2가,,,,,,,,,X
521308,삼구족발 명지점,부산광역시 강서구 명지동,,,,,,,,,X
521377,겜성다방,경기도 용인시 수지구 풍덕천동,,,,,,,,,X
521489,우리상포장례협동조합,서울특별시 용산구 한남동,,,,,,,,,X
521495,씨유(CU) 남악파라뷰제일점,전라남도 무안군 삼향읍,,,,,,,,,X
521560,(주)영우 롯데 광명점,경기도 광명시 일직동,,,,,,,,,X
521563,빛나개 애견미용실,대구광역시 동구 율하동,한식>닭갈비,,서울특별시 강동구 천호동 162-11,서울특별시 강동구 진황도로 61 1층 후암동닭갈비,323653,548723,,,X
521656,당진종합중기,충청남도 당진시 신평면 남산리,"쇼핑,유통>철물점",,대구광역시 북구 읍내동 1361-1,대구광역시 북구 대천로 45,450199,370985,,,X
521661,심이베커피,부산광역시 부산진구 전포동,제조업>플라스틱제품제조,,경기도 화성시 배양동 69-626,경기도 화성시 융건로 70-10,310301,513313,,http://www.npcenter.net/,X
521744,써밋영어스터디클럽,경기도 하남시 망월동,,,,,,,,,X
521754,뽀드득 케어,경상남도 양산시 물금읍 가촌리,"음식점>스테이크,립",,경기도 수원시 영통구 원천동 593 판매씨동2층 227호,경기도 수원시 영통구 광교호수공원로 80 판매씨동2층 227호,316959,519604,,,X
521962,주식회사 에스앤비,경기도 광명시 일직동,"전문,기술서비스>인테리어디자인",,서울특별시 구로구 개봉동 403-175,서울특별시 구로구 개봉로 20 1층101호,299080,543419,,https://www.instagram.com/design.factory_korea,X
522055,지에스파크24(주)킨텍스테라스트상가주차장,경기도 고양시 일산동구 장항동,어학원>영어학원,,대구광역시 동구 불로동 535-1,대구광역시 동구 팔공로26길 29,458317,367934,,,X
522065,(주)쿠보텍 서울지사,서울특별시 강남구 수서동,,,,,,,,,X
522362,훈민정원국어,울산광역시 북구 상안동,"서비스,산업>장소대여",,서울특별시 도봉구 창동 296-1,서울특별시 도봉구 해등로16길 26 타임프라자 4층,315623,561914,,https://blog.naver.com/asound11,X
522382,맥스화학교습소,서울특별시 강남구 대치동,,,,,,,,,X
522442,아낙공방,경기도 수원시 장안구 조원동,청소>종합대행업체,,대구광역시 달서구 두류동 141-2,대구광역시 달서구 두류공원로50길 23,450779,362011,,http://daegurubyfloor.modoo.at/,X
522541,제니마켓,부산광역시 금정구 장전동,중식>중식당,,부산광역시 금정구 장전동 423-36,부산광역시 금정구 부산대학로49번길 38,498992,292833,,,O
522713,계신회관천안신방점,충청남도 천안시 동남구 신방동,"음식점>도시락,컵밥",,전라남도 여수시 학동 5-25,전라남도 여수시 쌍봉로 33,369035,240999,,http://www.hsd.co.kr,X
522864,아리랑휘트니스 요가원,강원도 춘천시 석사동,,,,,,,,,X
522917,부엉이곱창,서울특별시 동대문구 이문동,"한식>해물,생선요리",,강원도 홍천군 북방면 하화계리 357-22,강원도 홍천군 북방면 홍천로 48,387269,566195,,,X
522929,짜오띵,경기도 수원시 팔달구 교동,,,,,,,,,X
523010,땅스부대찌개 옥정점,경기도 양주시,"생활,편의>편의점",,전라남도 나주시 빛가람동 287-2,,290076,269588,,http://www.emart24.co.kr,X
523105,천지산업,경기도 화성시 남양읍 신남리,"카페,디저트>카페",,서울특별시 금천구 시흥동 839-12,서울특별시 금천구 금하로 663 2층,303269,539602,,,X
523243,지에스25(GS25) 연천통현,경기도 연천군 연천읍 통현리,"쇼핑,유통>건축,토목",,경상북도 영주시 가흥1동 1381-247,경상북도 영주시 중앙로 22-9,455468,468839,,http://www.동래환경기업.com/,X
523253,엠바엠 2m,전라북도 전주시 완산구 삼천동1가,"교육,학문>문화센터",,경기도 고양시 일산서구 대화동 2205,경기도 고양시 일산서구 중앙로 1576 태진빌딩 401호,289688,564560,,http://ham79.co.kr/,X
523263,365국밥,전라남도 고흥군 동강면 유둔리,분식>떡볶이,,인천광역시 서구 심곡동 334-2 성우빌딩 1층 102호,인천광역시 서구 탁옥로 20 성우빌딩 1층 102호,282806,549917,,,X
523388,비즈바이,경기도 용인시 수지구 풍덕천동,"협회,단체>미술",,경상남도 창원시 마산회원구 내서읍 삼계리 290,경상남도 창원시 마산회원구 내서읍 광려로 28,445861,291674,,,X
523427,성심특수여객자동차(주),서울특별시 성동구 성수동2가,가구>수입가구,,서울특별시 구로구 구로동 197-28 이앤씨벤처드림타워6차 706호,서울특별시 구로구 디지털로31길 41 이앤씨벤처드림타워6차,302278,543135,,http://storefarm.naver.com/bestpiece,X
523466,카시미,전라남도 순천시 장천동,,,,,,,,,X
523546,월드SandK,서울특별시 영등포구 문래동5가,,,,,,,,,X
523566,제주밤바다 청라점,인천광역시 서구 청라동,스포츠시설>필라테스,,경기도 수원시 영통구 망포동 686,경기도 수원시 영통구 태장로82번길 32 상가동 B1 108호,316319,515496,,http://rupilates.modoo.at,X
523604,호두네수제간식,부산광역시 부산진구 연지동,한식>닭요리,,경상북도 포항시 북구 두호동 1030-4,경상북도 포항시 북구 삼호로245번길 15,524263,385367,,,X
523779,대구영상기획,대구광역시 중구 동성로2가,,,,,,,,,X
523897,제주밤바다 호평점,경기도 남양주시 호평동,,,,,,,,,X
523961,덕경호,경상남도 거제시 장목면 외포리,"도시락,컵밥>다이어트,샐러드",,경기도 수원시 팔달구 인계동 1124-1,경기도 수원시 팔달구 권광로 174 수원인계자이 102호,314410,518350,,http://www.saladykorea.com/,X
524626,참새방앗간,대전광역시 유성구 송강동,음식점>피자,,서울특별시 성북구 석관동 176-61 1층,서울특별시 성북구 화랑로40길 28,317482,557189,,http://u.mddang.kr/twb_mtemp/menu_info.php?m_code=m0005723,X
524718,커카롱,전라남도 영암군 삼호읍 용앙리,"서비스,산업>장소대여",,경기도 부천시 심곡동 399-9,경기도 부천시 부일로445번길 6 B1,292290,543424,,http://blog.naver.com/dal-dongne,X
524740,(주)마마쿡 길동점,서울특별시 강동구 길동,,,,,,,,,X
524755,다윤,경상북도 경주시 성동동,"건강,의료>요양원,요양센터",,인천광역시 남동구 만수동 109-202,인천광역시 남동구 만수서로37번길 11,287814,540749,,http://www.영재요양원.com,X
524943,카카게임장,인천광역시 중구 북성동1가,음식점>양식,,전라북도 전주시 완산구 평화동1가 735-4 1층,전라북도 전주시 완산구 평화14길 34-6,321809,355141,,,X
525142,케이에이지이영재교육학술원강남본원,서울특별시 강남구 역삼동,,,,,,,,,X
525418,써니사이드,경기도 고양시 덕양구 삼송동,음식점>양식>피자,,경기도 성남시 분당구 서현동 251-1,경기도 성남시 분당구 서현로 192 103호,322664,532116,,http://gopizza.kr,X
525513,내외골프한식당,경상북도 경산시 대평동,일식>돈가스,,경기도 남양주시 다산동 6086-2 107호,경기도 남양주시 다산중앙로123번길 9,325391,558269,,,X
525620,소연머리방,경기도 평택시 서정동,,,,,,,,,X
525655,웰컴플레이팅주식회사,경기도 화성시 반송동,"서비스,산업>무역",,경기도 구리시 토평동 512-3,경기도 구리시 코스모스길 129-13 201호,324490,553465,,http://www.matzon.co.kr,X
525663,소녀폰김포점,경기도 김포시 구래동,,,,,,,,,X
525686,라이프스타,인천광역시 미추홀구 주안동,,,,,,,,,X
525697,살롱드오브네일,인천광역시 남동구 구월동,,,,,,,,,X
525715,머리공간,전라남도 순천시 중앙동,분식>떡볶이,,경기도 고양시 덕양구 화정동 898-13,경기도 고양시 덕양구 화중로130번길 5-37,297304,560269,,,X
525741,아로앙,부산광역시 부산진구 범천동,,,,,,,,,X
525804,원래는횟집을차리고싶었다,충청남도 태안군 안면읍 창기리,,,,,,,,,X
525860,샌드당,부산광역시 사상구 덕포동,,,,,,,,,X
525909,꼬마 간장게장,경기도 김포시 사우동,"음식점>카페,디저트",,경기도 오산시 수청동 628-13 101호,경기도 오산시 내삼미로80번길 12-13 101호,317360,507833,,https://www.instagram.com/dailyoasis.osansegyo/,X
526008,(유)달콤푸드,전라북도 전주시 완산구 서신동,"술집>맥주,호프",,광주광역시 서구 치평동 1217-3,광주광역시 서구 상무연하로 69 1층 포유정통생맥주,295412,284561,,,X
526038,담양삼부자농원,전라남도 담양군 담양읍 지침리,,,,,,,,,X
526119,(주)한경유통,인천광역시 연수구 옥련동,"육류,고기요리>족발,보쌈",,경상남도 진주시 충무공동 287-6,"경상남도 진주시 에나로 146 ( 1층 110호, 라온프라이빗시티)",413365,286432,,http://www.ssaum.co.kr,X
526188,오코노미스토리,서울특별시 동작구 노량진동,"쇼핑,유통>가공식품",,대전광역시 유성구 궁동 426-2,대전광역시 유성구 대학로159번길 19,341951,418084,,,X
526351,셀독24스터디카페 포항양덕점,경상북도 포항시 북구 양덕동,"카페,디저트>떡카페",,서울특별시 서초구 서초동 1485-3 1층 다향찰밥,서울특별시 서초구 효령로 230 1층 다향찰밥,312583,542836,,,X
526795,진플학원,대전광역시 서구 둔산동,,,,,,,,,X
526999,주식회사 제이와이앤코,서울특별시 강동구 천호동,"병원,의원>피부과",,서울특별시 서초구 반포동 707-11,서울특별시 서초구 강남대로 535 3층 닥터케빈의원,313699,545726,,http://cafe.naver.com/sugarandbubble,X
527484,뮤제드소피,경상남도 창원시 의창구 북면 감계리,"문화,예술>영화관",,경기도 김포시 풍무동 202-1,경기도 김포시 풍무로 128,287454,556842,,,X
527959,오엔씨(ONC),강원도 고성군 토성면 교암리,,,,,,,,,X
528030,지에스25 신안들말길점,경상남도 진주시 신안동,,,,,,,,,X
528126,전국용달특수화물,서울특별시 강남구 개포동,"스포츠,오락>배드민턴장",,대전광역시 동구 대별동 124-1,,351565,409750,,,X
528298,대복장여관,강원도 원주시 단구동,,,,,,,,,X
528496,이화수전통육개장 계룡점,충청남도 계룡시 엄사면 엄사리,,,,,,,,,X
528513,코알라안경원 (와우렌즈)-렌즈콕,경기도 고양시 일산동구 백석동,휴대폰>휴대폰액세서리,,경기도 고양시 일산동구 장항동 864-2 109호,경기도 고양시 일산동구 중앙로1261번길 77 109호,291632,562367,,https://blog.naver.com/speed-qeen,X
528563,두향가,전라북도 정읍시 북면 한교리,"음식점>카페,디저트",,인천광역시 미추홀구 주안5동 23-17,인천광역시 미추홀구 석정로 430,283712,541294,,,X
528574,가든스튜디오 소원,울산광역시 중구 성안동,"카페,디저트>카페",,서울특별시 동작구 상도동 19-17 1층 101 102호,서울특별시 동작구 만양로 17 1층 101 102호,307121,545416,,http://www.ediya.com/,X
528756,제주축산유통,제주특별자치도 서귀포시 남원읍 남원리,,,,,,,,,X
528784,작심스터디카페 서울쌍문노해로점,서울특별시 도봉구 쌍문동,술집>요리주점,,경상남도 창원시 성산구 상남동 21-11,경상남도 창원시 성산구 마디미로43번길 3 2층,462439,291525,,https://www.makeus.net/39988,X
528792,다포딜,서울특별시 중구 신당동,,,,,,,,,X
529045,다빈치마켓,대구광역시 달서구 용산동,"쇼핑,유통>CCTV",,충청북도 청주시 흥덕구 가경동 1478-15,충청북도 청주시 흥덕구 풍년로120번길 9,349703,447103,,https://woojm1102.modoo.at,X
529182,배떡 진월점,광주광역시 남구 진월동,"한식>육류,고기요리",,경상북도 김천시 부곡동 1420,경상북도 김천시 부곡맛고을2길 49,408508,391596,,http://www.taein-fnb.com/news/?uid=120&mod=document&pageid=1,X
529372,밝은세상(LED보급소),경기도 고양시 덕양구 관산동,,,,,,,,,X
529503,앤드제이,경기도 고양시 일산서구 일산동,"쇼핑,유통>욕실용품",,전라남도 목포시 석현동 1175,전라남도 목포시 석현로 46 (석현동) 전남정보문화산업진흥원,256175,247572,,,X
529528,채움제트워싱,경상남도 거제시 연초면 연사리,,,,,,,,,X
529697,빙아이스크림 약대점,경기도 부천시 약대동,,,,,,,,,X
529953,중앙건설산업,경기도 안양시 만안구 안양동,,,,,,,,,X
529967,와우인터내셔널(다리앞카페),경기도 남양주시 진건읍 용정리,"생활,편의>꽃집,꽃배달",,경기도 수원시 영통구 매탄동 1172-12 1층,경기도 수원시 영통구 권선로 811-1 1층,314984,517466,,,X
530019,예산제일치과의원,충청남도 예산군 예산읍 주교리,"교육,학문>독서실",,서울특별시 강남구 대치동 911-35,서울특별시 강남구 삼성로71길 32 202호,316759,544816,,,X
530150,주식회사 라이크어위크앤드,경기도 평택시 동삭동,"음식점>카페,디저트",,부산광역시 남구 용호동 486-9,부산광역시 남구 용호로 188-6 105호 밸라다용호점,501454,280217,,http://instagram.com/,X
530156,컴티스트,경기도 김포시 풍무동,"전문,기술서비스>인테리어디자인",,충청남도 천안시 서북구 성성동 783,충청남도 천안시 서북구 성성11길 32 1층 나로디자인,323271,471658,,http://www.instagram.com/naro_design,X
530221,조이케이크,충청남도 아산시 둔포면 석곡리,,,,,,,,,X
530243,장산다방 시청후문점,부산광역시 연제구 연산동,,,,,,,,,X
530304,메가24 스터디룸,인천광역시 중구 운서동,,,,,,,,,X
530331,미스틱피자,부산광역시 수영구 남천동,,,,,,,,,X
530671,백광스튜디오,광주광역시 서구 금호동,,,,,,,,,X
530839,봄경,울산광역시 남구 삼산동,,,,,,,,,X
530872,예스(Yes)이사뱅크,경상남도 김해시 풍유동,,,,,,,,,X
530933,청와대 부대찌개,강원도 인제군 북면 원통리,,,,,,,,,X
531041,크린토피아 코인워시마곡6단지점,서울특별시 강서구 마곡동,,,,,,,,,X
531194,프레파라트(PREPARAT),서울특별시 강남구 역삼동,,,,,,,,,X
531210,포토아미티,인천광역시 연수구,,,,,,,,,X
531236,나우커피 숭의점,인천광역시 미추홀구 숭의동,,,,,,,,,X
531513,이마트24 금천탑골로점,서울특별시 금천구 시흥동,,,,,,,,,X
531657,문수산상황삼계탕 태화동점,울산광역시 중구 태화동,,,,,,,,,X
531729,파머스바스켓(Farmers Basket),충청북도 보은군 보은읍 삼산리,,,,,,,,,X
531738,주식회사바다를본돼지,제주특별자치도 제주시 한경면 판포리,,,,,,,,,X
531843,주식회사 북카페 강남2호점,서울특별시 강남구 역삼동,,,,,,,,,X
531887,다옴마스크,대구광역시 서구,"음악학원>노래,발성,보컬학원",,부산광역시 금정구 장전동 296-28,부산광역시 금정구 장전로 8 2층,499235,292627,,https://m.blog.naver.com/vocal0117,X
531930,원덕한마음스포츠센터,강원도 삼척시 원덕읍 호산리,"쇼핑,유통>안경원",,전라북도 김제시 요촌동 53-13,전라북도 김제시 동서로 264,300417,356550,,https://jinyskt.modoo.at/,X
532009,송강설렁탕,서울특별시 강동구 명일동,수선>구두수선,,충청북도 청주시 흥덕구 가경동 1494-3,충청북도 청주시 흥덕구 장구봉로4번길 13,349678,446699,,http://www.cholgudu.com/,X
532105,디자인마루,경기도 화성시 황계동,"생활,편의>사진,스튜디오",,서울특별시 광진구 화양동 3-41,서울특별시 광진구 능동로 129 1층,318149,549323,,http://www.inssaphoto.co.kr,X
532373,93커피(구삼커피),전라남도 나주시 빛가람동,"쇼핑,유통>문구,팬시용품",,전라남도 담양군 담양읍 객사리 270-2,전라남도 담양군 담양읍 추성로 1325,307740,302803,,,X
532415,서원정미소,강원도 양양군 서면 상평리,,,,,,,,,X
532462,와르르조개구이김제점,전라북도 김제시 교동,,,,,,,,,X
532470,숙이네 맛을 담다,광주광역시 서구 풍암동,"음식점>카페,디저트",,경기도 시흥시 정왕동 2501 후문 상가 202호,경기도 시흥시 서울대학로 328 후문 상가 202호,287561,530870,,https://instagram.com/cafe_happily?r=nametag,X
532502,삼정종합닥트,대구광역시 서구 비산동,,,,,,,,,X
532595,켈리 영어 공부방,대구광역시 북구 매천동,"쇼핑,유통>방앗간",,충청북도 괴산군 청천면 이평리 182-21,충청북도 괴산군 청천면 이평2길 3,388933,451256,,,X
532617,아우프,제주특별자치도 제주시 이도이동,,,,,,,,,X
532843,이지바이오텍(주),경상남도 김해시 진례면 담안리,,,,,,,,,X
532875,씨유(CU) 뉴교동점,대구광역시 중구 교동,,,,,,,,,X
532917,새청도농협 각남지점,경상북도 청도군 각남면 칠성리,"영,유아,아동>유아학습",,경기도 파주시 목동동 939-4 월드타워3차 5층,경기도 파주시 책향기로 573 월드타워3차 5층,288632,570243,,,X
532979,청사초롱 포장마차,경기도 안양시 만안구 안양동,"한식>찌개,전골",,경기도 고양시 덕양구 고양동 133,경기도 고양시 덕양구 벽제관로 16,303436,567390,,,X
533253,킹스 스크린골프,대전광역시 유성구 상대동,,,,,,,,,X
533381,삐아창,충청북도 청주시 흥덕구 강내면 탑연리,숙박>펜션,,전라남도 고흥군 금산면 대흥리 1256-21,전라남도 고흥군 금산면 거금일주로 3116-19,320659,209215,,https://m.cafe.naver.com/783,X
533446,인플란트50치과의원,부산광역시 중구 남포동5가,,,,,,,,,X
533490,두찜 분당백현점,경기도 성남시 분당구 백현동,,,,,,,,,X
533527,그때그만족고성점,경상남도 고성군 고성읍 성내리,"카페,디저트>케이크전문",,인천광역시 서구 마전동 900-7 105호,인천광역시 서구 완정로188번길 17 105호,281565,556634,,https://www.instagram.com/meet.u.cake/,X
533837,세븐일레븐 오산오색시장점,경기도 오산시 오산동,중식>양꼬치,,경상북도 포항시 남구 상도동 18-197,경상북도 포항시 남구 상공로 73,522619,380255,,http://ok114.co.kr/0542784700,X
533978,지에스25(GS25) 교현중앙점,충청북도 충주시 교현동,"한식>육류,고기요리",,경기도 안산시 상록구 부곡동 696-9,경기도 안산시 상록구 성호로 206,298969,525025,,,X
534018,신현동,인천광역시 서구 가정동,일식>돈가스,,전라북도 전주시 덕진구 산정동 800,전라북도 전주시 덕진구 동부대로 586,324928,360650,,http://kumhwaking.co.kr/,X
534448,데니스(DENIS),서울특별시 은평구 구산동,,,,,,,,,X
534630,미담덕장,전라북도 전주시 덕진구 금암동,"생활,편의>반려동물",,서울특별시 성북구 안암동2가 81,서울특별시 성북구 고려대로11길 24 2층,313812,554358,,https://www.instagram.com/haengbokpet,X
534722,언제나붕어,경기도 성남시 중원구 은행동,"미용>속눈썹증모,연장",,경기도 화성시 봉담읍 와우리 597,경기도 화성시 봉담읍 와우로34번길 12 상가 1동 106호,308618,512856,,,X
534764,최상인비전학원,경기도 용인시 기흥구 동백동,,,,,,,,,X
534853,이디야 용인상현중앙점,경기도 용인시 수지구 상현동,음식점>분식,,대구광역시 남구 대명동 137-8,대구광역시 남구 대명로57길 24-3,453187,360718,,http://www.bongousse.net,X
535002,지마켓_스마일페이요기요,서울특별시 강남구 역삼동,,,,,,,,,X
535036,지에스(GS25) 마석그랜드힐점,경기도 남양주시 화도읍 마석우리,"카페,디저트>와플",,인천광역시 남동구 간석동 901-47,인천광역시 남동구 구월로52번길 2,284837,540252,,,X
535048,이공학원,서울특별시 강남구 대치동,,,,,,,,,X
535262,소민운수,경기도 파주시 당하동,"생활,편의>공방",,강원도 속초시 중앙동 482-271,강원도 속초시 중앙부두길 24 청년몰 갯배st,452064,622247,,http://instagram.com/88_miyeon,X
535295,에이블 치과기공소,서울특별시 강서구 방화동,,,,,,,,,X
535514,제부콤마,경기도 화성시 서신면 제부리,,,,,,,,,X
535516,에스기획(홈즈케어),경상북도 구미시 인의동,,,,,,,,,X
535613,장가네식육점,경상남도 사천시 사남면 월성리,"생활,편의>편의점",,서울특별시 노원구 하계동 270,"서울특별시 노원구 섬밭로 232 현대아파트,우성아파트",317745,559790,,http://cu.bgfretail.com/,X
535781,마프라 디테일링샵,경상남도 김해시 관동동,,,,,,,,,X
535971,미태리행신점,경기도 고양시 덕양구 행신동,,,,,,,,,X
535992,태닝 모나코,경기도 이천시 중리동,,,,,,,,,X
536125,라인도트,광주광역시 서구 풍암동,,,,,,,,,X
536146,미스터빠삭 부산사직점,부산광역시 동래구 사직동,,,,,,,,,X
536220,(주)강남오일뱅크동서울,경기도 하남시 춘궁동,음식점>야식,,대전광역시 중구 유천동 266-38 1층(유천동),대전광역시 중구 계백로1584번길 64,346039,412891,,,X
536421,인글리쉬 사람과영어 교습소,경기도 화성시 산척동,"생활,편의>미용실",,경기도 오산시 원동 750-5,경기도 오산시 성호대로 86-1 (원동) 2층,317679,505613,,,X
536539,제이엠통신,충청남도 당진시 송산면 유곡리,"한식>족발,보쌈",,서울특별시 강남구 자곡동 636 서강플라자 1층 104호,서울특별시 강남구 자곡로 114,320240,541491,,,X
536671,헤어인블룸,대전광역시 중구 유천동,"쇼핑,유통>농수산물",,경기도 구리시 수택동 468-29,경기도 구리시 원수택로42번길 5,324353,555159,,,X
536725,봉부대,강원도 평창군 봉평면 창동리,,,,,,,,,X
536844,날씬한 온도,경상북도 칠곡군 북삼읍 인평리,,,,,,,,,X
536946,요가V장산,부산광역시 해운대구 좌동,,,,,,,,,X
536967,백석 흰 당나귀,서울특별시 종로구 누하동,,,,,,,,,X
537143,이포나루두레촌 합명회사,경기도 여주시 금사면 이포리,,,,,,,,,X
537436,천사곱창 강서구청점,서울특별시 강서구 화곡동,"쇼핑,유통>휴대폰",,경기도 이천시 창전동 464-23,경기도 이천시 애련정로87번길 62,351158,519816,,,X
537452,희나리와돌맹이,제주특별자치도 서귀포시 하효동,,,,,,,,,X
537509,피키이터,부산광역시 서구 충무동2가,"음식점>카페,디저트",,전라북도 전주시 완산구 중화산동2가 654-11,전라북도 전주시 완산구 영경2길 14,321050,357902,,,X
537525,브이아이피(VIP)스키,전라북도 무주군 설천면 심곡리,"육류,고기요리>곱창,막창,양",,경기도 평택시 용이동 464-3 108-109호,경기도 평택시 현신2길 28,323522,488547,,http://www.gobchanggo.co.kr/,X
537547,롯데시네마광주광산관매점,광주광역시 광산구 우산동,,,,,,,,,X
537577,큰소라미용실,인천광역시 미추홀구 주안동,"기계,장비제조>산업용기계제조",,경기도 시흥시 무지내동 148-1,경기도 시흥시 금오로212번길 6-17,297491,536247,,,X
537762,더약손마사지,경기도 광주시 경안동,한식>닭볶음탕,,경기도 부천시 상동 457-1 1층,경기도 부천시 상일로122번길 39 1층,290167,543786,,,X
537836,평균이상,대전광역시 유성구 관평동,"생활,편의>운세,사주",,충청남도 천안시 동남구 신부동 367-24,충청남도 천안시 동남구 중앙로 221,324571,468867,,http://instagram.com/tarot.inhye,X
537980,로즈마리 앤틱 소품,서울특별시 용산구 이태원동,음식점>분식,,충청남도 아산시 배방읍 북수리 937,충청남도 아산시 배방읍 배방로 171 102호,316738,463661,,,X
538005,딜리버리원,대전광역시 대덕구 오정동,,,,,,,,,X
538018,전주 알리다,전라북도 전주시 덕진구 여의동,"쇼핑,유통>보일러",,경기도 동두천시 생연동 483-12,경기도 동두천시 평화로 2439,317353,589635,,http://blog.naver.com/strawberry5390,X
538120,체스터톤스부동산관리(주) 클리삼성점,서울특별시 강남구 대치동,,,,,,,,,X
538150,이만복김밥,인천광역시 서구,스포츠시설>헬스장,,대구광역시 달성군 다사읍 매곡리 1547-18,대구광역시 달성군 다사읍 대실역북로1길 29-9 2층,442131,362298,,https://www.instagram.com/crossfit20tr/,X
538215,가득찬식품,광주광역시 북구 중흥동,"음식점>한식>해물,생선요리>생선회",,울산광역시 남구 달동 1369-16 101호,울산광역시 남구 도산로139번길 16 101호,520736,326751,,,X
538219,멍멍갸또,세종특별자치시 보람동,,,,,,,,,X
538274,카페무호,서울특별시 광진구 중곡동,청소>종합대행업체,,전라북도 완주군 삼례읍 삼례리 904-9,전라북도 완주군 삼례읍 삼봉로 23 2층 유사부솔루션,316666,368393,,http://www.yusabu.com,X
538345,금산홍삼,경상남도 양산시 남부동,"한식>찌개,전골",,경상남도 거제시 능포동 681-14,경상남도 거제시 능포로 134-1,467102,253264,,,X
538347,브로우앤네일제이유,경상북도 구미시 구평동,"생활,편의>편의점",,부산광역시 사하구 신평동 11-6,부산광역시 사하구 장평로 339,489273,277876,,http://www.emart24.co.kr,X
538428,씨유(CU) 구로성원점,서울특별시 구로구 구로동,,,,,,,,,X
538448,주식회사 라온스타,서울특별시 서초구 방배동,,,,,,,,,X
538506,나주친절약국,전라남도 나주시 성북동,,,,,,,,,X
538703,수리산건강식품,대전광역시 대덕구 대화동,"생활,편의>미용실",,울산광역시 울주군 온양읍 남창리 197-4,울산광역시 울주군 온양읍 남창1길 46,516505,313862,,,X
538868,GS25 고모사거리점 (상품권),경기도 포천시 소흘읍 고모리,"생활,편의>미용실",,경상북도 구미시 송정동 463-5,경상북도 구미시 송정대로 10 2F 박준뷰티랩 구미송정형곡점,430824,390729,,http://parkjungumi.cusmore.com/,X
539000,기미바바,서울특별시 송파구 가락동,"서비스,산업>기업",,경기도 시흥시 정왕동 2211,경기도 시흥시 서해안로 81-44,284813,527389,,,X
539162,주식회사 우리에프앤비,경기도 화성시 봉담읍 동화리,"음식점>카페,디저트",,대전광역시 서구 가장동 57-36 1층,대전광역시 서구 도솔로328번길 97 1층,345201,415097,,,X
539228,함경도아지미,서울특별시 강서구 마곡동,음식점>한식,,서울특별시 은평구 역촌동 3-27 1층(역촌동),서울특별시 은평구 연서로16길 34,304810,556762,,,X
539368,알즈너크라운대리점,경기도 화성시 기안동,,,,,,,,,X
539384,별빛가발,전라남도 목포시 옥암동,"음식점>치킨,닭강정",,경기도 김포시 장기동 1931-7 1층 101일부호(장기동),경기도 김포시 김포한강2로24번길 116-40,283371,561381,,,X
539402,왕가봉포차,대전광역시 유성구 노은동,"쇼핑,유통>영상,음향가전",,서울특별시 도봉구 도봉동 602-38,서울특별시 도봉구 도봉로159길 12,315827,564004,,http://www.verygoodm.com,X
539640,(주)넥서스알루미늄,부산광역시 강서구 화전동,반려동물>반려동물분양,,경기도 안산시 단원구 선부동 1032-16,경기도 안산시 단원구 선부로 91,294338,527280,,,X
539700,현대상회 데일리소잉,대전광역시 동구 원동,,,,,,,,,X
539779,최고당돈가스 산본점,경기도 군포시 산본동,,,,,,,,,X
539815,제이엘콘텐츠주식회사,서울특별시 강남구 논현동,"음식점>치킨,닭강정",,서울특별시 동대문구 장안1동 393-1,서울특별시 동대문구 답십리로66길 81 로얄연립,317767,552299,,http://hosigi9922.com,X
539877,소문난손찐빵만두,대구광역시 달성군 다사읍 세천리,,,,,,,,,X
539947,골드쉘거제점,경상남도 거제시 고현동,"카페,디저트>아이스크림",,서울특별시 용산구 원효로1가 107-1,서울특별시 용산구 원효로97길 13,309151,549334,,https://www.instagram.com/malachite.gelatoshop/,X
