store_no,store_nm,addr,category,telephone,address,roadAddress,mapx,mapy,description,link
2530,GS25 작전광원점,인천광역시 계양구 작전동,"생활,편의>편의점",,인천광역시 계양구 작전동 907-1 103호,인천광역시 계양구 도두리로 10 103호,288403,548724,,http://gs25.gsretail.com/
2582,드림씨티 컨설팅,충청북도 보은군 보은읍 교사리,,,,,,,,
2739,올탑스터디카페 신탄진점,대전광역시 대덕구 석봉동,"서비스,산업>장소대여",,대전광역시 대덕구 석봉동 770,대전광역시 대덕구 대덕대로 1555 엑슬루상가 3층 316호,348248,428044,,https://blog.naver.com/yes-jskim
2779,동민설비,경기도 포천시 영중면 양문리,건설업>전문건설업,,경기도 포천시 영중면 양문리 766-11,경기도 포천시 영중면 양문로6길 15,333807,600081,,
2787,25센치꼬치앤오뎅바,경상남도 김해시 전하동,,,,,,,,
2989,이지피지러닝,제주특별자치도 제주시 애월읍 하귀1리,교습학원>공부방,,제주특별자치도 제주시 애월읍 하귀1리 1365-2,제주특별자치도 제주시 애월읍 하귀로15길 8,252273,99695,,
3200,주스톡스,경기도 수원시 영통구 영통동,"카페,디저트>과일,주스전문점",,경기도 수원시 영통구 영통동 980-3,경기도 수원시 영통구 덕영대로1556번길 16 D동 162호,316728,516357,,
3407,아모스 용인점,경기도 용인시 기흥구 구갈동,"쇼핑,유통>미용기기,재료",,경기도 용인시 기흥구 구갈동 581,경기도 용인시 기흥구 강남로 7 501호,322733,519174,,
3447,마송스크린매점,경기도 김포시 통진읍 서암리,,,,,,,,
3636,육평가배청라,인천광역시 서구 청라동,,,,,,,,
3700,송골농원,경기도 포천시 가산면 마전리,,,,,,,,
3719,비즈(Bizz),대구광역시 중구 대신동,,,,,,,,
3729,힐링굿카페,서울특별시 강북구 미아동,,,,,,,,
3841,쿠이씽,강원도 강릉시 교동,중식>중식당,,강원도 강릉시 교동 1832-14,강원도 강릉시 하슬라로206번길 20,477533,574282,,
4227,괜찮은카페,경기도 광주시 송정동,,,,,,,,
4255,바투링크,서울특별시 광진구 자양동,,,,,,,,
4268,천일택배오정동영업소,대전광역시 대덕구 오정동,화물운송>택배,,대전광역시 대덕구 오정동 302-4,대전광역시 대덕구 오정로77번길 58,346919,417030,,
4331,반도건설,경기도 부천시 춘의동,,,,,,,,
4454,주식회사 와이지인더스트리,경기도 용인시 기흥구 상하동,,,,,,,,
4561,갤럭시아_구인증_3,서울특별시 강남구 수서동,,,,,,,,
4572,지에스25 원미대화(상품권),경기도 부천시 원미동,,,,,,,,
4609,주식회사 나누고,서울특별시 영등포구 영등포동2가,,,,,,,,
4630,주식회사 아울 하이텍,경기도 의정부시 의정부동,,,,,,,,
4681,피셀르(ficelle),강원도 강릉시 회산동,패션>여성의류,,강원도 강릉시 홍제동 991 2층,강원도 강릉시 하슬라로 18 2층,477749,572890,,http://www.ficelle.co.kr
4683,수목채,전라남도 순천시 인제동,,,,,,,,
4740,봄소와전주점,전라북도 김제시 용지면 부교리,,,,,,,,
4745,주식회사 포레스타 도산점,서울특별시 강남구 신사동,,,,,,,,
4895,메가엠지씨커피 중화역점,서울특별시 중랑구 중화동,,,,,,,,
5100,푸르지오어린이집,경기도 안성시 가사동,경기도지역화폐가맹점>지역화폐가맹점,,경기도 안성시 가사동 175 안성푸르지오,경기도 안성시 비봉로 37,336981,490235,,
5298,기탄사고력 반월e편한교실,경기도 화성시 반월동,,,,,,,,
5330,씨유(CU) 왜관2번도로점,경상북도 칠곡군 왜관읍 왜관리,"생활,편의>편의점",,경상북도 칠곡군 왜관읍 왜관리 248-13,경상북도 칠곡군 왜관읍 2번도로길 42,436060,376869,,
5551,수정몰,부산광역시 사상구 학장동,,,,,,,,
5610,한선생국밥전문점,충청남도 공주시 동현동,,,,,,,,
5677,김나윤동양학연구원,강원도 강릉시 옥천동,,,,,,,,
5717,경우투어(비)2_Fiserv,서울특별시 중구 저동2가,,,,,,,,
5879,하미란김치반찬,경기도 용인시 기흥구 상하동,,,,,,,,
5915,바디채널 시청점,제주특별자치도 제주시 이도일동,스포츠시설>헬스장,,제주특별자치도 제주시 이도일동 1774-2,제주특별자치도 제주시 서광로 301 5층,263463,101509,,https://www.bodychannel.co.kr/main/
5948,주식회사 에코건설산업,전라북도 익산시 낭산면 용기리,,,,,,,,
6045,미숙이네 옷,강원도 철원군 서면 와수리,,,,,,,,
6163,펫살롱 헤아림,서울특별시 송파구 방이동,반려동물>반려동물미용,,서울특별시 송파구 방이동 168-19,서울특별시 송파구 가락로 287-1 1층,322408,546074,,http://www.instagram.com/petsalon_hearim
6236,변호사 진주현법률사무소,제주특별자치도 제주시 이도이동,,,,,,,,
6304,디엠지스포츠(DMZ sports),경기도 고양시 일산서구 법곳동,"스포츠,오락>배드민턴장",,경기도 고양시 일산서구 법곳동 1204-14,경기도 고양시 일산서구 이산포길 274,285494,563678,,http://blog.naver.com/dmzsports
6462,강정구의 피자생각 향남점,경기도 화성시 향남읍 하길리,음식점>피자,,경기도 화성시 향남읍 하길리 1459-2,경기도 화성시 향남읍 한절이1길 6-19 1동 104호,303821,502392,,http://www.pizzathink.com/
6812,오버도즈커피2호점,서울특별시 강서구 등촌동,,,,,,,,
7157,국도도로안전(주),경상남도 창원시 마산합포구 진동면 신기리,건설업>전문건설업,,경상남도 창원시 마산합포구 진동면 신기리 128-3,경상남도 창원시 마산합포구 진동면 죽전샛길 21 사무실,443743,278455,,
7163,백운돼지꿈,광주광역시 남구 백운동,한식>돼지고기구이,,광주광역시 남구 백운동 586-7,광주광역시 남구 백운로 40-1,300642,282594,,
7176,청담돈,경기도 부천시 심곡동,"한식>육류,고기요리",,경기도 부천시 심곡동 442-4,경기도 부천시 신흥로112번길 21 청담돈,292275,544208,,http://blog.naver.com/jsh192002
7399,유한회사 오형제식자재마트,전라북도 전주시,,,,,,,,
7410,그린PT,대구광역시 북구 칠성동2가,,,,,,,,
7413,사단법인 한국선원장애인복지협회 연세나비의원,경기도 김포시 구래동,"병원,의원>내과",,경기도 김포시 구래동 6890-1,경기도 김포시 김포한강9로 36,279043,560654,,
7537,유량동집밥,충청남도 천안시 동남구 유량동,음식점>한식,,충청남도 천안시 동남구 유량동 3,충청남도 천안시 동남구 호서대길 110 들꽃,327732,469357,,
7713,에스앤지푸드,경상남도 창원시 마산합포구 진동면 진동리,,,,,,,,
7788,봄빛연합소아청소년과의원,대구광역시 북구 연경동,"병원,의원>소아청소년과",,대구광역시 북구 연경동 960-1,대구광역시 북구 동화천로 241 연경그랜드타워 2층 201호,455898,371577,,
7841,화이트리에 정자점,경기도 성남시 분당구 정자동,"카페,디저트>베이커리",,경기도 성남시 분당구 정자동 8-4,경기도 성남시 분당구 정자일로 234 1층 화이트리에,321035,530300,,
7863,구교협동조합,충청남도 부여군 부여읍 구교리,,,,,,,,
7930,엔투비 주식회사,세종특별자치시 어진동,,,,,,,,
7993,서울토탈인테리어,강원도 홍천군 홍천읍 희망리,,,,,,,,
8003,챌린지프로샵,서울특별시 강서구 염창동,,,,,,,,
8185,뉴웨이브바버샵,대구광역시 중구 사일동,"생활,편의>남성전문미용실",,대구광역시 중구 사일동 69,대구광역시 중구 중앙대로 406-18,453902,363422,,http://www.instagram.com/newwave_barbershop_kr
8192,경주황소곱창 용강직영점,경상북도 경주시 용강동,"한식>곱창,막창,양",,경상북도 경주시 용강동 657-3,경상북도 경주시 용황로7길 19,510829,365665,,
8258,길수학교습소,경기도 용인시 수지구 풍덕천동,,,,,,,,
8459,에스엠랩테크,경기도 용인시 처인구 포곡읍 삼계리,"쇼핑,유통>과학기기,장비",,경기도 용인시 처인구 포곡읍 삼계리 275-12,경기도 용인시 처인구 포곡읍 백옥대로 1835-1 재원주택상가 101호,332229,520872,,
8461,나아협동조합,경상북도 경주시 양남면 나아리,"협회,단체",,경상북도 경주시 양남면 나아리 520-1,경상북도 경주시 양남면 나아3길 14,533188,345519,,
8687,명태어장외도점,제주특별자치도 제주시 외도일동,,,,,,,,
8821,조선마방,제주특별자치도 서귀포시 서귀동,음식점>한식,,제주특별자치도 서귀포시 서귀동 553-4,제주특별자치도 서귀포시 태평로 423 1층 조선마방,266515,73131,,
8955,파티세리 라피네,경기도 부천시 중동,,,,,,,,
9010,더땡초포차삼천포점,경상남도 사천시 벌리동,,,,,,,,
9019,화이트밸런스 (White Balance),서울특별시 송파구 방이동,,,,,,,,
9324,코리아드림 주식회사,강원도 원주시 지정면 신평리,,,,,,,,
9440,이쿠얼키(주)_1,서울특별시 강남구 수서동,,,,,,,,
9529,오니카,대구광역시 서구 원대동3가,"카페,디저트>케이크전문",,대구광역시 서구 원대동3가 1275-2,대구광역시 서구 고성로15길 21-1 1층,452247,365152,,https://www.instagram.com/_onika_cake/
9561,더바른 광고기획,전라남도 무안군 무안읍 용월리,,,,,,,,
9761,신화땡초불닭,충청남도 아산시 용화동,음식점>야식,,충청남도 아산시 용화동 1123 1층 101호(용화동),충청남도 아산시 용화로48번길 3-12,311770,464301,,
10059,Google Play_PAYCO,서울특별시 구로구 구로동,,,,,,,,
10223,몽뜨레,경상남도 고성군 동해면 외산리,숙박>펜션,,경상남도 고성군 동해면 외산리 200,경상남도 고성군 동해면 외산로 564,442454,274033,,
10273,씨유(CU)포항대보점,경상북도 포항시 남구 호미곶면 대보리,"생활,편의>편의점",,경상북도 포항시 남구 호미곶면 대보리 860-1,경상북도 포항시 남구 호미곶면 해맞이로 189,540756,387584,,http://cu.bgfretail.com/
10445,커피썬(coffee sun),경상남도 창원시 진해구 용원동,"카페,디저트>카페",,경상남도 창원시 진해구 용원동 1340 애플타운헤리티지 113-1호,경상남도 창원시 진해구 신항동로 141 애플타운헤리티지 113-1호 ,474373,276928,,
10467,이은정 영어과외,경상남도 진주시 정촌면 예하리,,,,,,,,
10518,나래농장,경기도 광주시 남종면 귀여리,"쇼핑,유통>직판장",,경기도 광주시 남종면 귀여리 163,,340175,547296,,
10556,봉에프앤비 (광주효천),광주광역시 남구 임암동,,,,,,,,
10793,미니미니마켓,인천광역시 남동구 간석동,"쇼핑,유통>슈퍼,마트",,인천광역시 미추홀구 주안동 28-7 동일에센빌 101,인천광역시 미추홀구 염창로 20 동일에쎈빌,283081,541239,,http://www.nadle.kr/
10810,인쌩맥주(영통중앙점),경기도 수원시 영통구 영통동,"술집>맥주,호프",,경기도 수원시 영통구 영통동 1010-9 1층,경기도 수원시 영통구 반달로35번길 19 1층,318247,517060,,
10899,마린웍스 주식회사(MARINEWORKS CO.Ltd),부산광역시 영도구 동삼동,,,,,,,,
11013,중랑전자 주식회사 송우점,경기도 포천시 소흘읍 이동교리,,,,,,,,
11074,론드로매트셀프빨래방 월곡점,광주광역시 광산구 월곡동,,,,,,,,
11116,제이엠비즈,경상북도 문경시 동로면 석항리,,,,,,,,
11229,수제맥주집(수맥집),부산광역시 서구 서대신동3가,,,,,,,,
11314,킹콩부대찌개오산수청점,경기도 오산시 수청동,"한식>찌개,전골",,경기도 오산시 수청동 100-11,경기도 오산시 경기대로 459 1층,317210,507306,,http://kingkongbudae.co.kr/
11699,미래유통,서울특별시 은평구 대조동,"쇼핑,유통>에어컨",,서울특별시 은평구 대조동 196-1,서울특별시 은평구 연서로28길 16,304981,557772,,
11761,주영테크,경기도 부천시 삼정동,"서비스,산업>기업",,경기도 부천시 내동 178-9,경기도 부천시 부천로409번길 50,292519,547213,,
11799,헬로바베큐 포차,서울특별시 동작구 사당동,술집>포장마차,,서울특별시 동작구 사당동 127-50,서울특별시 동작구 동작대로29길 59,309889,543431,,
11948,전주꽃식물원,전라북도 전주시 덕진구 반월동,,,,,,,,
12032,아마스빈코리아 사가정역점,서울특별시 중랑구 면목동,,,,,,,,
12094,서동감자탕,부산광역시 금정구 서동,한식>감자탕,,부산광역시 금정구 서2동 210-1 2층,부산광역시 금정구 서동로 178,500889,291165,,https://foodbest0515225156.modoo.at
12125,어라운드 스터디카페 천안불당점,충청남도 천안시 서북구 불당동,"서비스,산업>장소대여",,충청남도 천안시 서북구 불당동 958 불당타운 5층 501호,충청남도 천안시 서북구 불당3길 33 불당타운 5층 501호,320658,467359,,https://aroundcbd.modoo.at
12184,꿈에그린과일,경기도 고양시 일산서구 대화동,"쇼핑,유통>과일",,경기도 고양시 일산서구 대화동 2603,경기도 고양시 일산서구 킨텍스로 240 판매시설 1층 187 호,289957,563355,,https://band.us/@fruitsdream
12364,주식회사스터디브로교육,경기도 구리시 수택동,,,,,,,,
12451,밀게이트,대구광역시 남구 대명동,,,,,,,,
12499,펍다트,서울특별시 구로구 구로동,"술집>맥주,호프",,서울특별시 구로구 구로동 1124-41,서울특별시 구로구 디지털로32나길 34 5층,303003,543041,,http://www.phoenixdarts.com/kr/community/news_view?num=1054921
12621,표준국어교습소,대구광역시 수성구 수성동1가,"교육,학문>교습학원",,대구광역시 수성구 수성동1가 110-8,대구광역시 수성구 달구벌대로456길 37-16 1층,455470,362190,,
12791,도서공연(ARS)_갤럭시아컴즈_3,서울특별시 강남구 논현동,,,,,,,,
12851,현지네 의정부부대찌개,경기도 김포시 월곶면 군하리,,,,,,,,
13276,페리카나치킨(묵동점),서울특별시 중랑구 묵동,"음식점>치킨,닭강정",,서울특별시 중랑구 묵동 250-17,서울특별시 중랑구 동일로149길 15 3동 104호,318774,556440,,https://pelicana0556.modoo.at
13303,103(동탄점),경기도 화성시 산척동,,,,,,,,
13467,가마솥품은치킨 (옥련점),인천광역시 연수구 옥련동,"음식점>치킨,닭강정",,인천광역시 연수구 옥련동 308-25,인천광역시 연수구 한나루로196번길 7 가품치,281380,536938,,
13530,리어카포차 화성봉담점,경기도 화성시 봉담읍 와우리,술집>포장마차,,경기도 화성시 봉담읍 와우리 597,경기도 화성시 봉담읍 와우로34번길 12,308618,512856,,
13700,안산전자담배 슈가베이프,경기도 안산시 단원구 고잔동,제조업>전자담배,,경기도 안산시 단원구 고잔동 703-3,경기도 안산시 단원구 광덕4로 148,296398,524310,,http://blog.naver.com/haim121212
14129,조선생명뒤 공영주차장,부산광역시 동구 초량동,,,,,,,,
14151,윤카츠,대구광역시 동구 지묘동,,,,,,,,
14404,원조동대문닭한마리,충청북도 증평군 증평읍 초중리,,,,,,,,
14468,등갈비애꼬치다(갈산점),인천광역시 부평구 갈산동,"음식점>한식>육류,고기요리",,인천광역시 부평구 갈산동 177-7,인천광역시 부평구 평천로 290-1,287286,546822,,
14683,협력카센타,경기도 구리시 교문동,"생활,편의>자동차정비,수리",,경기도 구리시 교문동 640-6,경기도 구리시 한다리길 19,323142,553469,,
14773,대식가2900,전라북도 익산시 모현동1가,"한식>육류,고기요리",,전라북도 익산시 모현동1가 827,전라북도 익산시 선화로3길 39-7,304547,373005,,http://www.taein-fnb.com/news/?uid=52&mod=document&pageid=1
14823,둘레,서울특별시 동대문구 용두동,"서비스,산업>기업",,서울특별시 동대문구 용두동  102-218,서울특별시 동대문구 왕산로22길 39-2,314828,553101,,
14992,지에스25 평동산단점(상품권),광주광역시 광산구 월전동,,,,,,,,
15011,제이케이스포츠매니지먼트,서울특별시 강남구 수서동,,,,,,,,
15148,정림나들가게,부산광역시 사하구 장림동,,,,,,,,
15475,김가네 진해석동점,경상남도 창원시 진해구 석동,음식점>분식,,경상남도 창원시 진해구 석동 643-4,경상남도 창원시 진해구 석동로 65 1층 102호,464480,284352,,http://www.gimgane.co.kr/
15505,흑돈클라쓰,경기도 성남시 수정구 창곡동,"한식>육류,고기요리",,경기도 성남시 수정구 창곡동 505,경기도 성남시 수정구 위례광장로 104,324241,541565,,
15578,주식회사 서희,전라남도 장성군 진원면 산동리,,,,,,,,
15596,불굴의꼼장어아나고막창,대구광역시 북구 태전동,"한식>해물,생선요리",,대구광역시 북구 태전2동 476-4,대구광역시 북구 칠곡중앙대로 230,449721,368635,,http://blog.naver.com/vera1004kr
15932,리어,부산광역시 중구 남포동6가,"미용>피부,체형관리",,부산광역시 중구 남포동6가 108,부산광역시 중구 비프광장로 4-1,493723,278188,,
16038,제이엠티 JMT 정무태권도장 줄넘기스쿨 수명점,서울특별시 강서구 내발산동,,,,,,,,
16111,원조의령소바 창원신월점,경상남도 창원시 의창구 신월동,,,,,,,,
16403,맛깔나는 김밥,부산광역시 사하구 당리동,분식>종합분식,,부산광역시 사하구 당리동 324-21,부산광역시 사하구 다대로 2,489241,278580,,
16517,크리드바버샵,충청남도 아산시 배방읍 장재리,"생활,편의>이용원",,충청남도 아산시 배방읍 장재리 1245,충청남도 아산시 배방읍 용연동길 64-43 범진빌딩 1층101호 크리드바버샵,319137,465929,,https://creedbarbershop.modoo.at
16630,커피베이 북위례점,서울특별시 송파구,"카페,디저트>카페",,서울특별시 송파구 거여동 605 북위례휴먼빌시티 101호,서울특별시 송파구 위례송파로3길 12 북위례휴먼빌시티 101호,324396,543001,,
16706,종합미싱,경기도 수원시 장안구 영화동,"쇼핑,유통>재봉틀,미싱",,경기도 수원시 팔달구 팔달로2가 33-1,경기도 수원시 팔달구 정조로796번길 30,313140,520088,,
16754,신사동,울산광역시 남구 삼산동,"한식>족발,보쌈",,울산광역시 중구 옥교동 314-28,울산광역시 중구 옥교2길 25,520404,329015,,http://mongtang.squarebase.co.kr/twb_mtemp/main.php?m_code=m0003788
16772,유진창,전라남도 여수시 학동,,,,,,,,
16823,마스터에스테틱 송도본점,인천광역시 연수구 송도동,"미용>피부,체형관리",,인천광역시 연수구 송도동 23-3,인천광역시 연수구 센트럴로 232,279484,533697,,
16975,(주)연안모터스,대전광역시 유성구 복용동,"서비스,산업>기업",,대전광역시 유성구 복용동  236,대전광역시 유성구 복용동로 35,339183,415524,,
17028,미니스톱 간석명동점,인천광역시 남동구 간석동,"생활,편의>편의점",,인천광역시 남동구 간석동 174-26,인천광역시 남동구 남동대로922번길 45,286158,541093,,http://www.ministop.co.kr/
17030,(주)정자초밥-배곧,경기도 시흥시 정왕동,,,,,,,,
17052,파인루트수학과학학원,경기도 화성시 산척동,"교육,학문>교습학원",,경기도 화성시 산척동 728-2,경기도 화성시 동탄순환대로 127-23 우성에듀파크 8층,320905,507723,,
17113,백양스크린,부산광역시 부산진구 부전동,스포츠시설>스크린골프장,,부산광역시 부산진구 부전동 533-5,부산광역시 부산진구 서면로 9,496549,284157,,
17153,더풀빌라,경상북도 경주시 북군동,숙박>펜션,,경상북도 경주시 북군동 13-14,경상북도 경주시 서낭길 122-56,514489,363221,,http://bomunoc.com
17625,동안전산,경기도 안양시 동안구 호계동,"서비스,산업>기업",,경기도 안양시 동안구 호계동 908-8,경기도 안양시 동안구 시민대로98번길 24,306798,531965,,
17803,울Lala,대구광역시 동구 신천동,,,,,,,,
17834,언니스 아뜰리에,대구광역시 동구 지묘동,"카페,디저트>베이커리",,대구광역시 동구 지묘동 248-1,대구광역시 동구 팔공로101길 49,458145,371458,,
17877,연산대군,강원도 동해시 용정동,,,,,,,,
17921,놀부마누라,강원도 속초시 노학동,,,,,,,,
18169,키노시타 스시,경기도 광주시 오포읍 신현리,"일식>초밥,롤",,경기도 광주시 오포읍 신현리 672-9,경기도 광주시 오포읍 신현로 84,325449,529017,,
18390,힐링뮤직음악교습소,서울특별시 강북구 수유동,,,,,,,,
18495,현대금속웰딩주식회사,경상북도 포항시 남구 해도동,,,,,,,,
18699,농업회사법인 유한회사 웅치마을영농회,전라북도 남원시 주천면 송치리,,,,,,,,
18776,일산폰마트,경기도 고양시 일산서구 일산동,"쇼핑,유통>휴대폰",,경기도 고양시 일산서구 일산동 1084,경기도 고양시 일산서구 일산로 543 대광프라자1층 101호,291473,564626,,
18801,지연이네 조개,인천광역시 남동구 논현동,,,,,,,,
18836,으뜸회덕주유소,대전광역시 대덕구 와동,,,,,,,,
18840,하옹촌 재첩식당,경상남도 하동군 하동읍 신기리,"한식>해물,생선요리",,경상남도 하동군 하동읍 신기리 346,경상남도 하동군 하동읍 섬진강대로 1877,378917,273328,,https://blog.naver.com/hdh860519
18962,젖다,서울특별시 동작구 신대방동,"술집>맥주,호프",,서울특별시 동작구 신대방동 338-17 1층,서울특별시 동작구 국사봉길 30 1층,305533,544518,,
19089,리디아,경기도 가평군 상면 임초리,"생활,편의>편의점",,경기도 가평군 상면 임초리 227-4,경기도 가평군 상면 임초밤안골로 96,344883,573359,,
19283,조코만삼겹살떡볶이,충청북도 진천군 진천읍 읍내리,,,,,,,,
19540,뉴그린헤어샵,경기도 부천시 괴안동,"생활,편의>미용실",,경기도 부천시 괴안동 40-15,경기도 부천시 범안로 18,294617,542646,,
19587,치교치킨 치교치밥,전라남도 무안군 삼향읍 남악리,,,,,,,,
19764,오브젝트(OBJECT),경상남도 진주시 인사동,"음식점>카페,디저트",,경상남도 진주시 인사동 198-43,경상남도 진주시 진양호로 433 1층 오브젝트,406872,287876,,
19775,사회적협동조합 함께걸음복지재단,경기도 수원시 영통구 원천동,,,,,,,,
19795,더블에이치모터스(HH모터스),울산광역시 중구 성안동,,,,,,,,
19961,슈퍼맨 문구점,전라남도 무안군 일로읍,"쇼핑,유통>문구,팬시용품",,전라남도 무안군 일로읍 오룡리 17,전라남도 무안군 일로읍 오룡중앙동로 37,261727,246396,,
20004,씨유(CU) 혁신부영사랑점,경상남도 진주시 충무공동,"생활,편의>편의점",,경상남도 진주시 충무공동 143-8,경상남도 진주시 영천강로68번길 16,412798,285616,,
20030,생림상회,경상남도 김해시 동상동,,,,,,,,
20455,행복휴게실,경상남도 거제시 거제면 서정리,"카페,디저트>다방",,경상남도 거제시 거제면 서정리 742-6,경상남도 거제시 거제면 기성로 3,453981,250135,,
20658,홍루이젠 아산명동점,충청남도 아산시 온천동,,,,,,,,
20741,금송건설,인천광역시 부평구 청천동,,,,,,,,
20757,에코빌세탁소,서울특별시 성북구 상월곡동,"생활,편의>세탁",,서울특별시 성북구 상월곡동 101 동아에코빌아파트,서울특별시 성북구 장월로1길 28 동아에코빌아파트,315955,556505,,http://www.cleantopia.com/
20863,(주)잡으리,부산광역시 해운대구 우동,"인력공급,고용알선>파견,헤드헌팅",,부산광역시 해운대구 우동 627-1,부산광역시 해운대구 해운대해변로 257 LG하버타운 1207호,505841,285155,,http://jobeuri.com
20892,노벨 스터디카페 익산본점,전라북도 익산시 어양동,스터디카페,,전라북도 익산시 어양동 417 3층,전라북도 익산시 무왕로19길 59 3층,308554,374267,,
20923,오구본가(영통1호점),경기도 수원시 영통구 영통동,,,,,,,,
21053,비치서프,제주특별자치도 제주시 애월읍 곽지리,"스포츠,오락>서핑,윈드서핑",,제주특별자치도 제주시 애월읍 곽지리 1575-7,제주특별자치도 제주시 애월읍 곽지3길 25,242575,96100,,http://beachsurf.modoo.at
21208,광양불로만바베큐덕례점,전라남도 광양시 광양읍 덕례리,"음식점>치킨,닭강정",,전라남도 광양시 광양읍 덕례리 1728-4,전라남도 광양시 광양읍 대림오성로 118,361334,262970,,
21250,라투 영통본점,경기도 수원시 영통구 영통동,,,,,,,,
21296,곱스타,경기도 고양시 덕양구 관산동,,,,,,,,
21328,팔피스 (8P's),강원도 강릉시 포남동,,,,,,,,
21346,이모터스(LEE MOTORS),경기도 시흥시 대야동,"생활,편의>자동차정비,수리",,경기도 시흥시 대야동 575-3,경기도 시흥시 은행로173번길 13,293764,538814,,
21371,이케이스,광주광역시 동구 서석동,,,,,,,,
21425,우리국수마을,전라북도 전주시 덕진구 금암동,한식>국수,,전라북도 전주시 덕진구 금암동 1588-18,전라북도 전주시 덕진구 매봉로 50,322565,360625,,
21452,꼬시꼬시 세꼬시,충청북도 청주시 서원구 모충동,일식>일식당,,충청북도 청주시 서원구 모충동 551-5 1층(모충동),충청북도 청주시 서원구 사운로5번길 4,353758,447759,,
